mleko
680,2
625,0
714,6
734,5
799,3
788,8
798,7
788,1
749,6
717,5
652,2
676,5
703,1
644,5
731,4
731,1
818,0
823,0
805,5
796,8
762,6
751,6
707,0
738,1
768,5
717,2
796,4
829,8
879,5
844,1
842,6
835,6
786,3
767,0
708,9
740,4
759,6
703,8
789,4
793,1
865,4
834,7
866,0
841,8
798,8
792,7
745,8
786,5
809,2
757,3
852,3
850,0
932,7
910,8
932,1
912,5
865,7
842,6
778,8
814,5
824,6
756,6
844,2
884,9
965,0
943,7
964,5
941,7
872,2
871,7
819,8
868,1
886,9
854,5
921,5
916,4
981,5
927,5
937,3
920,4
871,7
866,1
828,9
891,2
921,6
854,1
967,8
954,4
1012,8
982,9
998,8
972,1
915,9
913,6
872,0
931,5
960,1
883,0
984,0
981,2
1048,7
1002,6
1008,2
977,2
935,4
938,7
898,6
959,6
983,2
917,8
1028,0
1017,2
1059,5
992,1
1025,1
998,2
941,2
956,4
918,3
975,1
1012,3
971,2
1040,2
1021,9
1074,9
1035,7
1046,3
1019,0
965,2
969,2
