item;geo;year;value
DIV;PL;1995;38115
DIV;PL;1994;31574
DIV;PL;1993;27891
DIV;PL;1992;32024
DIV;PL;1991;33823
DIV;PL;1990;42436
DIV;PL;1989;47189
DIV;PL;1988;48211
DIV;PL;1987;49707
DIV;PL;1986;50580
DIV;PL;1985;49095
DIV;PL;1984;52948
DIV;PL;1983;45772
DIV;PL;1982;46720
DIV;PL;1981;40226
DIV;PL;1980;39833
DIV;PL;1979;40322
DIV;PL;1978;35764
DIV;PL;1977;43186
DIV;PL;1976;38040
DIV;PL;1975;41298
DIV;PL;1974;39699
DIV;PL;1973;39684
DIV;PL;1972;37412
DIV;PL;1971;36319
DIV;PL;1970;34574
DIV;PL;1969;32951
DIV;PL;1968;29399
DIV;PL;1967;27016
DIV;PL;1966;24382
DIV;PL;1965;23557
DIV;PL;1964;20877
DIV;PL;1963;19546
DIV;PL;1962;17994
DIV;PL;1961;16800
DIV;PL;1960;14828
DIV;PT;2018;20345
DIV;PT;2017;21577
DIV;PT;2016;22340
DIV;PT;2015;23377
DIV;PT;2014;21988
DIV;PT;2013;22525
DIV;PT;2012;25380
DIV;PT;2011;26750
DIV;PT;2010;27903
DIV;PT;2009;26464
DIV;PT;2008;26394
DIV;PT;2007;25411
DIV;PT;2006;23935
DIV;PT;2005;22853
DIV;PT;2004;23348
DIV;PT;2003;22617
DIV;PT;2002;27708
DIV;PT;2001;18851
DIV;PT;2000;19104
DIV;PT;1999;17676
DIV;PT;1998;15278
DIV;PT;1997;14078
DIV;PT;1996;13429
DIV;PT;1995;12322
DIV;PT;1994;13582
DIV;PT;1993;12093
DIV;PT;1992;12429
DIV;PT;1991;10619
DIV;PT;1990;9216
DIV;PT;1989;9657
DIV;PT;1988;9022
DIV;PT;1987;8948
DIV;PT;1986;8411
DIV;PT;1985;8988
DIV;PT;1984;7034
DIV;PT;1983;7972
DIV;PT;1982;6770
DIV;PT;1981;6827
DIV;PT;1980;5843
DIV;PT;1979;5939
DIV;PT;1978;7043
DIV;PT;1977;7773
DIV;PT;1976;4875
DIV;PT;1975;1552
DIV;PT;1974;777
DIV;PT;1973;604
DIV;PT;1972;616
DIV;PT;1971;542
DIV;PT;1970;509
DIV;PT;1969;501
DIV;PT;1968;743
DIV;PT;1967;722
DIV;PT;1966;695
DIV;PT;1965;695
DIV;PT;1964;678
DIV;PT;1963;658
DIV;PT;1962;743
DIV;PT;1961;756
DIV;PT;1960;749
DIV;RO;2018;30857
DIV;RO;2017;31147
DIV;RO;2016;30497
DIV;RO;2015;31527
DIV;RO;2014;27188
DIV;RO;2013;28507
DIV;RO;2012;31324
DIV;RO;2011;35780
DIV;RO;2010;32632
DIV;RO;2009;32341
DIV;RO;2008;35685
DIV;RO;2007;36308
DIV;RO;2006;32672
DIV;RO;2005;33193
DIV;RO;2004;35225
DIV;RO;2003;33073
DIV;RO;2002;31790
DIV;RO;2001;31135
DIV;RO;2000;30725
DIV;RO;1999;34408
DIV;RO;1998;39985
DIV;RO;1997;34752
DIV;RO;1996;35586
DIV;RO;1995;34906
DIV;RO;1994;39663
DIV;RO;1993;31193
DIV;RO;1992;29290
DIV;RO;1991;37031
DIV;RO;1990;32966
DIV;RO;1989;36008
DIV;RO;1988;36775
DIV;RO;1987;34110
DIV;RO;1986;34562
DIV;RO;1985;32587
DIV;RO;1984;32853
DIV;RO;1983;34534
DIV;RO;1982;33164
DIV;RO;1981;33635
DIV;RO;1980;34130
DIV;RO;1979;35855
DIV;RO;1978;33190
DIV;RO;1977;25726
DIV;RO;1976;35945
DIV;RO;1975;34479
DIV;RO;1974;17951
DIV;RO;1973;14472
DIV;RO;1972;11254
DIV;RO;1971;9570
DIV;RO;1970;7865
DIV;RO;1969;6991
DIV;RO;1968;4023
DIV;RO;1967;NA
DIV;RO;1966;25804
DIV;RO;1965;36914
DIV;RO;1964;35145
DIV;RO;1963;36129
DIV;RO;1962;38095
DIV;RO;1961;33373
DIV;RO;1960;36947
DIV;RS;2018;9995
DIV;RS;2017;9262
DIV;RS;2016;9046
DIV;RS;2015;9381
DIV;RS;2014;7614
DIV;RS;2013;8170
DIV;RS;2012;7372
DIV;RS;2011;8251
DIV;RS;2010;6644
DIV;RS;2009;8505
DIV;RS;2008;8502
DIV;RS;2007;8622
DIV;RS;2006;8204
DIV;RS;2005;7661
DIV;RS;2004;NA
DIV;RS;2003;NA
DIV;RS;2002;NA
DIV;RS;2001;NA
DIV;RS;2000;NA
DIV;RS;1999;NA
DIV;RS;1998;NA
DIV;RS;1997;NA
DIV;RS;1996;NA
DIV;RS;1995;NA
DIV;RS;1994;NA
DIV;RS;1993;NA
DIV;RS;1992;NA
DIV;RS;1991;NA
DIV;RS;1990;NA
DIV;RS;1989;NA
DIV;RS;1988;NA
DIV;RS;1987;NA
DIV;RS;1986;NA
DIV;RS;1985;NA
DIV;RS;1984;NA
DIV;RS;1983;NA
DIV;RS;1982;NA
DIV;RS;1981;NA
DIV;RS;1980;NA
DIV;RS;1979;NA
DIV;RS;1978;NA
DIV;RS;1977;NA
DIV;RS;1976;NA
DIV;RS;1975;NA
DIV;RS;1974;NA
DIV;RS;1973;NA
DIV;RS;1972;NA
DIV;RS;1971;NA
DIV;RS;1970;NA
DIV;RS;1969;NA
DIV;RS;1968;NA
DIV;RS;1967;NA
DIV;RS;1966;NA
DIV;RS;1965;NA
DIV;RS;1964;NA
DIV;RS;1963;NA
DIV;RS;1962;NA
DIV;RS;1961;NA
DIV;RS;1960;NA
DIV;RU;2018;NA
DIV;RU;2017;NA
DIV;RU;2016;NA
DIV;RU;2015;NA
DIV;RU;2014;NA
DIV;RU;2013;667971
DIV;RU;2012;NA
DIV;RU;2011;669376
DIV;RU;2010;639321
DIV;RU;2009;699297
DIV;RU;2008;703412
DIV;RU;2007;685910
DIV;RU;2006;640837
DIV;RU;2005;604942
DIV;RU;2004;635835
DIV;RU;2003;NA
DIV;RU;2002;NA
DIV;RU;2001;NA
DIV;RU;2000;NA
DIV;RU;1999;NA
DIV;RU;1998;NA
DIV;RU;1997;NA
DIV;RU;1996;NA
DIV;RU;1995;NA
DIV;RU;1994;NA
DIV;RU;1993;NA
DIV;RU;1992;NA
DIV;RU;1991;NA
DIV;RU;1990;NA
DIV;RU;1989;NA
DIV;RU;1988;NA
DIV;RU;1987;NA
DIV;RU;1986;NA
DIV;RU;1985;NA
DIV;RU;1984;NA
DIV;RU;1983;NA
DIV;RU;1982;NA
DIV;RU;1981;NA
DIV;RU;1980;NA
DIV;RU;1979;NA
DIV;RU;1978;NA
DIV;RU;1977;NA
DIV;RU;1976;NA
DIV;RU;1975;NA
DIV;RU;1974;NA
DIV;RU;1973;NA
DIV;RU;1972;NA
DIV;RU;1971;NA
DIV;RU;1970;NA
DIV;RU;1969;NA
DIV;RU;1968;NA
DIV;RU;1967;NA
DIV;RU;1966;NA
DIV;RU;1965;NA
DIV;RU;1964;NA
DIV;RU;1963;NA
DIV;RU;1962;NA
DIV;RU;1961;NA
DIV;RU;1960;NA
DIV;SE;2018;24958
DIV;SE;2017;24210
DIV;SE;2016;24258
DIV;SE;2015;24876
DIV;SE;2014;26143
DIV;SE;2013;26933
DIV;SE;2012;23422
DIV;SE;2011;23389
DIV;SE;2010;23593
DIV;SE;2009;22211
DIV;SE;2008;21377
DIV;SE;2007;20669
DIV;SE;2006;20295
DIV;SE;2005;20000
DIV;SE;2004;20106
DIV;SE;2003;21130
DIV;SE;2002;21322
DIV;SE;2001;21022
DIV;SE;2000;21502
DIV;SE;1999;21000
DIV;SE;1998;20761
DIV;SE;1997;21009
DIV;SE;1996;21377
DIV;SE;1995;22528
DIV;SE;1994;22237
DIV;SE;1993;21673
DIV;SE;1992;21907
DIV;SE;1991;20149
DIV;SE;1990;19357
DIV;SE;1989;18862
DIV;SE;1988;17746
DIV;SE;1987;18426
DIV;SE;1986;19107
DIV;SE;1985;19763
DIV;SE;1984;20377
DIV;SE;1983;20618
DIV;SE;1982;20766
DIV;SE;1981;20198
DIV;SE;1980;19887
DIV;SE;1979;20322
DIV;SE;1978;20317
DIV;SE;1977;20391
DIV;SE;1976;21702
DIV;SE;1975;25383
DIV;SE;1974;26802
DIV;SE;1973;16021
DIV;SE;1972;15179
DIV;SE;1971;13540
DIV;SE;1970;12943
DIV;SE;1969;12140
DIV;SE;1968;11228
DIV;SE;1967;10722
DIV;SE;1966;10288
DIV;SE;1965;9563
DIV;SE;1964;9169
DIV;SE;1963;8496
DIV;SE;1962;8849
DIV;SE;1961;8696
DIV;SE;1960;8958
DIV;SI;2018;2347
DIV;SI;2017;2387
DIV;SI;2016;2531
DIV;SI;2015;2432
DIV;SI;2014;2469
DIV;SI;2013;2351
DIV;SI;2012;2509
DIV;SI;2011;2298
DIV;SI;2010;2430
DIV;SI;2009;2297
DIV;SI;2008;2246
DIV;SI;2007;2617
DIV;SI;2006;2334
DIV;SI;2005;2647
DIV;SI;2004;2411
DIV;SI;2003;2461
DIV;SI;2002;2457
DIV;SI;2001;2274
DIV;SI;2000;2125
DIV;SI;1999;2074
DIV;SI;1998;2074
DIV;SI;1997;1996
DIV;SI;1996;2004
DIV;SI;1995;1585
DIV;SI;1994;1923
DIV;SI;1993;1962
DIV;SI;1992;1966
DIV;SI;1991;1828
DIV;SI;1990;1858
DIV;SI;1989;2161
DIV;SI;1988;2075
DIV;SI;1987;2163
DIV;SI;1986;2281
DIV;SI;1985;2547
DIV;SI;1984;2538
DIV;SI;1983;2710
DIV;SI;1982;2537
DIV;SI;1981;2443
DIV;SI;1980;2309
DIV;SI;1979;2220
DIV;SI;1978;2515
DIV;SI;1977;2406
DIV;SI;1976;2198
DIV;SI;1975;2205
DIV;SI;1974;2103
DIV;SI;1973;2093
DIV;SI;1972;1840
DIV;SI;1971;1957
DIV;SI;1970;1913
DIV;SI;1969;2008
DIV;SI;1968;2023
DIV;SI;1967;1973
DIV;SI;1966;1853
DIV;SI;1965;1841
DIV;SI;1964;1671
DIV;SI;1963;1550
DIV;SI;1962;1532
DIV;SI;1961;1562
DIV;SI;1960;1540
DIV;SK;2018;9560
DIV;SK;2017;9618
DIV;SK;2016;9286
DIV;SK;2015;9786
DIV;SK;2014;10514
DIV;SK;2013;10946
DIV;SK;2012;10948
DIV;SK;2011;11102
DIV;SK;2010;12015
DIV;SK;2009;12671
DIV;SK;2008;12675
DIV;SK;2007;12174
DIV;SK;2006;12716
DIV;SK;2005;11553
DIV;SK;2004;10889
DIV;SK;2003;10716
DIV;SK;2002;10960
DIV;SK;2001;9817
DIV;SK;2000;9273
DIV;SK;1999;9664
DIV;SK;1998;9312
DIV;SK;1997;9138
DIV;SK;1996;9402
DIV;SK;1995;8978
DIV;SK;1994;8666
DIV;SK;1993;8143
DIV;SK;1992;8057
DIV;SK;1991;7893
DIV;SK;1990;8867
DIV;SK;1989;8304
DIV;SK;1988;8270
DIV;SK;1987;8486
DIV;SK;1986;8325
DIV;SK;1985;7800
DIV;SK;1984;6908
DIV;SK;1983;6935
DIV;SK;1982;6550
DIV;SK;1981;6987
DIV;SK;1980;6645
DIV;SK;1979;6050
DIV;SK;1978;6151
DIV;SK;1977;5781
DIV;SK;1976;6017
DIV;SK;1975;6154
DIV;SK;1974;5445
DIV;SK;1973;4187
DIV;SK;1972;4190
DIV;SK;1971;4458
DIV;SK;1970;3420
DIV;SK;1969;3386
DIV;SK;1968;2994
DIV;SK;1967;2537
DIV;SK;1966;2809
DIV;SK;1965;2506
DIV;SK;1964;2356
DIV;SK;1963;2337
DIV;SK;1962;2466
DIV;SK;1961;2488
DIV;SK;1960;2321
DIV;SM;2018;NA
DIV;SM;2017;NA
DIV;SM;2016;NA
DIV;SM;2015;NA
DIV;SM;2014;NA
DIV;SM;2013;NA
DIV;SM;2012;49
DIV;SM;2011;82
DIV;SM;2010;NA
DIV;SM;2009;NA
DIV;SM;2008;71
DIV;SM;2007;66
DIV;SM;2006;85
DIV;SM;2005;61
DIV;SM;2004;62
DIV;SM;2003;NA
DIV;SM;2002;NA
DIV;SM;2001;NA
DIV;SM;2000;NA
DIV;SM;1999;NA
DIV;SM;1998;NA
DIV;SM;1997;NA
DIV;SM;1996;NA
DIV;SM;1995;NA
DIV;SM;1994;NA
DIV;SM;1993;NA
DIV;SM;1992;NA
DIV;SM;1991;NA
DIV;SM;1990;NA
DIV;SM;1989;NA
DIV;SM;1988;NA
DIV;SM;1987;NA
DIV;SM;1986;NA
DIV;SM;1985;NA
DIV;SM;1984;NA
DIV;SM;1983;NA
DIV;SM;1982;NA
DIV;SM;1981;NA
DIV;SM;1980;NA
DIV;SM;1979;NA
DIV;SM;1978;NA
DIV;SM;1977;NA
DIV;SM;1976;NA
DIV;SM;1975;NA
DIV;SM;1974;NA
DIV;SM;1973;NA
DIV;SM;1972;NA
DIV;SM;1971;NA
DIV;SM;1970;NA
DIV;SM;1969;NA
DIV;SM;1968;NA
DIV;SM;1967;NA
DIV;SM;1966;NA
DIV;SM;1965;NA
DIV;SM;1964;NA
DIV;SM;1963;NA
DIV;SM;1962;NA
DIV;SM;1961;NA
DIV;SM;1960;NA
DIV;TR;2018;142448
DIV;TR;2017;128411
DIV;TR;2016;126164
DIV;TR;2015;131830
DIV;TR;2014;130913
DIV;TR;2013;125305
DIV;TR;2012;123325
DIV;TR;2011;120117
DIV;TR;2010;118568
DIV;TR;2009;114162
DIV;TR;2008;99663
DIV;TR;2007;94219
DIV;TR;2006;93489
DIV;TR;2005;95904
DIV;TR;2004;91029
DIV;TR;2003;50108
DIV;TR;2002;NA
DIV;TR;2001;NA
DIV;TR;2000;NA
DIV;TR;1999;NA
DIV;TR;1998;NA
DIV;TR;1997;NA
DIV;TR;1996;NA
DIV;TR;1995;NA
DIV;TR;1994;NA
DIV;TR;1993;NA
DIV;TR;1992;NA
DIV;TR;1991;NA
DIV;TR;1990;NA
DIV;TR;1989;NA
DIV;TR;1988;NA
DIV;TR;1987;NA
DIV;TR;1986;NA
DIV;TR;1985;NA
DIV;TR;1984;NA
DIV;TR;1983;NA
DIV;TR;1982;NA
DIV;TR;1981;NA
DIV;TR;1980;NA
DIV;TR;1979;NA
DIV;TR;1978;NA
DIV;TR;1977;NA
DIV;TR;1976;NA
DIV;TR;1975;NA
DIV;TR;1974;NA
DIV;TR;1973;NA
DIV;TR;1972;NA
DIV;TR;1971;NA
DIV;TR;1970;NA
DIV;TR;1969;NA
DIV;TR;1968;NA
DIV;TR;1967;NA
DIV;TR;1966;NA
DIV;TR;1965;NA
DIV;TR;1964;NA
DIV;TR;1963;NA
DIV;TR;1962;NA
DIV;TR;1961;NA
DIV;TR;1960;NA
DIV;UA;2018;153949
DIV;UA;2017;128734
DIV;UA;2016;129997
DIV;UA;2015;129373
DIV;UA;2014;130673
DIV;UA;2013;NA
DIV;UA;2012;49807
DIV;UA;2011;61872
DIV;UA;2010;126068
DIV;UA;2009;145439
DIV;UA;2008;245899
DIV;UA;2007;178364
DIV;UA;2006;179123
DIV;UA;2005;183455
DIV;UA;2004;173163
DIV;UA;2003;NA
DIV;UA;2002;NA
DIV;UA;2001;NA
DIV;UA;2000;NA
DIV;UA;1999;NA
DIV;UA;1998;NA
DIV;UA;1997;NA
DIV;UA;1996;NA
DIV;UA;1995;NA
DIV;UA;1994;NA
DIV;UA;1993;NA
DIV;UA;1992;NA
DIV;UA;1991;NA
DIV;UA;1990;NA
DIV;UA;1989;NA
DIV;UA;1988;NA
DIV;UA;1987;NA
DIV;UA;1986;NA
DIV;UA;1985;NA
DIV;UA;1984;NA
DIV;UA;1983;NA
DIV;UA;1982;NA
DIV;UA;1981;NA
DIV;UA;1980;NA
DIV;UA;1979;NA
DIV;UA;1978;NA
DIV;UA;1977;NA
DIV;UA;1976;NA
DIV;UA;1975;NA
DIV;UA;1974;NA
DIV;UA;1973;NA
DIV;UA;1972;NA
DIV;UA;1971;NA
DIV;UA;1970;NA
DIV;UA;1969;NA
DIV;UA;1968;NA
DIV;UA;1967;NA
DIV;UA;1966;NA
DIV;UA;1965;NA
DIV;UA;1964;NA
DIV;UA;1963;NA
DIV;UA;1962;NA
DIV;UA;1961;NA
DIV;UA;1960;NA
DIV;UK;2018;NA
DIV;UK;2017;NA
DIV;UK;2016;118505
DIV;UK;2015;112389
DIV;UK;2014;122556
DIV;UK;2013;126716
DIV;UK;2012;130469
DIV;UK;2011;129764
DIV;UK;2010;132358
DIV;UK;2009;126520
DIV;UK;2008;135943
DIV;UK;2007;143825
DIV;UK;2006;147717
DIV;UK;2005;154559
DIV;UK;2004;167138
DIV;UK;2003;166737
DIV;UK;2002;160726
DIV;UK;2001;156810
DIV;UK;2000;154628
DIV;UK;1999;158700
DIV;UK;1998;160057
DIV;UK;1997;161087
DIV;UK;1996;171729
DIV;UK;1995;170050
DIV;UK;1994;158175
DIV;UK;1993;165018
DIV;UK;1992;160385
DIV;UK;1991;158745
DIV;UK;1990;153386
DIV;UK;1989;150872
DIV;UK;1988;152633
DIV;UK;1987;151007
DIV;UK;1986;153903
DIV;UK;1985;160300
DIV;UK;1984;144501
DIV;UK;1983;147479
DIV;UK;1982;146696
DIV;UK;1981;145713
DIV;UK;1980;148301
DIV;UK;1979;138706
DIV;UK;1978;144027
DIV;UK;1977;129053
DIV;UK;1976;126694
DIV;UK;1975;120522
DIV;UK;1974;113500
DIV;UK;1973;106003
DIV;UK;1972;119025
DIV;UK;1971;74437
DIV;UK;1970;58239
DIV;UK;1969;51310
DIV;UK;1968;45794
DIV;UK;1967;43093
DIV;UK;1966;39067
DIV;UK;1965;37785
DIV;UK;1964;NA
DIV;UK;1963;NA
DIV;UK;1962;NA
DIV;UK;1961;NA
DIV;UK;1960;NA
DIV;XK;2018;999
DIV;XK;2017;1072
DIV;XK;2016;1110
DIV;XK;2015;1268
DIV;XK;2014;NA
DIV;XK;2013;NA
DIV;XK;2012;1328
DIV;XK;2011;1469
DIV;XK;2010;NA
DIV;XK;2009;1555
DIV;XK;2008;1026
DIV;XK;2007;1558
DIV;XK;2006;1480
DIV;XK;2005;1445
DIV;XK;2004;1293
DIV;XK;2003;NA
DIV;XK;2002;NA
DIV;XK;2001;NA
DIV;XK;2000;NA
DIV;XK;1999;NA
DIV;XK;1998;NA
DIV;XK;1997;NA
DIV;XK;1996;NA
DIV;XK;1995;NA
DIV;XK;1994;NA
DIV;XK;1993;NA
DIV;XK;1992;NA
DIV;XK;1991;NA
DIV;XK;1990;NA
DIV;XK;1989;NA
DIV;XK;1988;NA
DIV;XK;1987;NA
DIV;XK;1986;NA
DIV;XK;1985;NA
DIV;XK;1984;NA
DIV;XK;1983;NA
DIV;XK;1982;NA
DIV;XK;1981;NA
DIV;XK;1980;NA
DIV;XK;1979;NA
DIV;XK;1978;NA
DIV;XK;1977;NA
DIV;XK;1976;NA
DIV;XK;1975;NA
DIV;XK;1974;NA
DIV;XK;1973;NA
DIV;XK;1972;NA
DIV;XK;1971;NA
DIV;XK;1970;NA
DIV;XK;1969;NA
DIV;XK;1968;NA
DIV;XK;1967;NA
DIV;XK;1966;NA
DIV;XK;1965;NA
DIV;XK;1964;NA
DIV;XK;1963;NA
DIV;XK;1962;NA
DIV;XK;1961;NA
DIV;XK;1960;NA
DIVMARPCT;AL;2018;NA
DIVMARPCT;AL;2017;19.9
DIVMARPCT;AL;2016;24.7
DIVMARPCT;AL;2015;15.0
DIVMARPCT;AL;2014;17.8
DIVMARPCT;AL;2013;NA
DIVMARPCT;AL;2012;NA
DIVMARPCT;AL;2011;19.0
DIVMARPCT;AL;2010;NA
DIVMARPCT;AL;2009;NA
DIVMARPCT;AL;2008;17.0
DIVMARPCT;AL;2007;14.8
DIVMARPCT;AL;2006;19.1
DIVMARPCT;AL;2005;18.0
DIVMARPCT;AL;2004;14.2
DIVMARPCT;AL;2003;13.3
DIVMARPCT;AL;2002;13.3
DIVMARPCT;AL;2001;9.6
DIVMARPCT;AL;2000;8.4
DIVMARPCT;AL;1999;7.8
DIVMARPCT;AL;1998;7.2
DIVMARPCT;AL;1997;5.9
DIVMARPCT;AL;1996;6.9
DIVMARPCT;AL;1995;8.6
DIVMARPCT;AL;1994;7.6
DIVMARPCT;AL;1993;8.7
DIVMARPCT;AL;1992;8.9
DIVMARPCT;AL;1991;9.0
DIVMARPCT;AL;1990;9.2
DIVMARPCT;AL;1989;9.5
DIVMARPCT;AL;1988;9.2
DIVMARPCT;AL;1987;9.3
DIVMARPCT;AL;1986;9.3
DIVMARPCT;AL;1985;9.4
DIVMARPCT;AL;1984;8.8
DIVMARPCT;AL;1983;9.3
DIVMARPCT;AL;1982;8.8
DIVMARPCT;AL;1981;9.5
DIVMARPCT;AL;1980;9.3
DIVMARPCT;AL;1979;8.7
DIVMARPCT;AL;1978;9.0
DIVMARPCT;AL;1977;10.0
DIVMARPCT;AL;1976;10.2
DIVMARPCT;AL;1975;9.9
DIVMARPCT;AL;1974;NA
DIVMARPCT;AL;1973;9.7
DIVMARPCT;AL;1972;10.6
DIVMARPCT;AL;1971;11.5
DIVMARPCT;AL;1970;11.2
DIVMARPCT;AL;1969;10.5
DIVMARPCT;AL;1968;11.2
DIVMARPCT;AL;1967;8.4
DIVMARPCT;AL;1966;9.4
DIVMARPCT;AL;1965;7.4
DIVMARPCT;AL;1964;8.5
DIVMARPCT;AL;1963;7.9
DIVMARPCT;AL;1962;9.6
DIVMARPCT;AL;1961;7.0
DIVMARPCT;AL;1960;6.8
DIVMARPCT;AM;2018;NA
DIVMARPCT;AM;2017;NA
DIVMARPCT;AM;2016;22.4
DIVMARPCT;AM;2015;20.8
DIVMARPCT;AM;2014;23.8
DIVMARPCT;AM;2013;NA
DIVMARPCT;AM;2012;NA
DIVMARPCT;AM;2011;16.2
DIVMARPCT;AM;2010;17.7
DIVMARPCT;AM;2009;15.1
DIVMARPCT;AM;2008;16.4
DIVMARPCT;AM;2007;16.2
DIVMARPCT;AM;2006;16.6
DIVMARPCT;AM;2005;14.8
DIVMARPCT;AM;2004;11.6
DIVMARPCT;AM;2003;NA
DIVMARPCT;AM;2002;NA
DIVMARPCT;AM;2001;NA
DIVMARPCT;AM;2000;NA
DIVMARPCT;AM;1999;NA
DIVMARPCT;AM;1998;NA
DIVMARPCT;AM;1997;NA
DIVMARPCT;AM;1996;NA
DIVMARPCT;AM;1995;NA
DIVMARPCT;AM;1994;NA
DIVMARPCT;AM;1993;NA
DIVMARPCT;AM;1992;NA
DIVMARPCT;AM;1991;NA
DIVMARPCT;AM;1990;NA
DIVMARPCT;AM;1989;NA
DIVMARPCT;AM;1988;NA
DIVMARPCT;AM;1987;NA
DIVMARPCT;AM;1986;NA
DIVMARPCT;AM;1985;NA
DIVMARPCT;AM;1984;NA
DIVMARPCT;AM;1983;NA
DIVMARPCT;AM;1982;NA
DIVMARPCT;AM;1981;NA
DIVMARPCT;AM;1980;NA
DIVMARPCT;AM;1979;NA
DIVMARPCT;AM;1978;NA
DIVMARPCT;AM;1977;NA
DIVMARPCT;AM;1976;NA
DIVMARPCT;AM;1975;NA
DIVMARPCT;AM;1974;NA
DIVMARPCT;AM;1973;NA
DIVMARPCT;AM;1972;NA
DIVMARPCT;AM;1971;NA
DIVMARPCT;AM;1970;NA
DIVMARPCT;AM;1969;NA
DIVMARPCT;AM;1968;NA
DIVMARPCT;AM;1967;NA
DIVMARPCT;AM;1966;NA
DIVMARPCT;AM;1965;NA
DIVMARPCT;AM;1964;NA
DIVMARPCT;AM;1963;NA
DIVMARPCT;AM;1962;NA
DIVMARPCT;AM;1961;NA
DIVMARPCT;AM;1960;NA
DIVMARPCT;AT;2018;NA
DIVMARPCT;AT;2017;36.0
DIVMARPCT;AT;2016;35.5
DIVMARPCT;AT;2015;36.7
DIVMARPCT;AT;2014;44.4
DIVMARPCT;AT;2013;44.2
DIVMARPCT;AT;2012;44.1
DIVMARPCT;AT;2011;47.5
DIVMARPCT;AT;2010;46.5
DIVMARPCT;AT;2009;53.0
DIVMARPCT;AT;2008;55.9
DIVMARPCT;AT;2007;57.0
DIVMARPCT;AT;2006;55.1
DIVMARPCT;AT;2005;49.7
DIVMARPCT;AT;2004;50.8
DIVMARPCT;AT;2003;51.3
DIVMARPCT;AT;2002;54.5
DIVMARPCT;AT;2001;60.2
DIVMARPCT;AT;2000;49.8
DIVMARPCT;AT;1999;46.9
DIVMARPCT;AT;1998;45.7
DIVMARPCT;AT;1997;43.5
DIVMARPCT;AT;1996;42.7
DIVMARPCT;AT;1995;42.4
DIVMARPCT;AT;1994;39.1
DIVMARPCT;AT;1993;36.2
DIVMARPCT;AT;1992;35.7
DIVMARPCT;AT;1991;37.2
DIVMARPCT;AT;1990;36.0
DIVMARPCT;AT;1989;36.4
DIVMARPCT;AT;1988;42.2
DIVMARPCT;AT;1987;19.2
DIVMARPCT;AT;1986;32.0
DIVMARPCT;AT;1985;34.5
DIVMARPCT;AT;1984;32.4
DIVMARPCT;AT;1983;26.2
DIVMARPCT;AT;1982;30.0
DIVMARPCT;AT;1981;28.0
DIVMARPCT;AT;1980;28.7
DIVMARPCT;AT;1979;28.8
DIVMARPCT;AT;1978;27.8
DIVMARPCT;AT;1977;25.7
DIVMARPCT;AT;1976;24.4
DIVMARPCT;AT;1975;23.1
DIVMARPCT;AT;1974;21.6
DIVMARPCT;AT;1973;20.2
DIVMARPCT;AT;1972;17.3
DIVMARPCT;AT;1971;20.8
DIVMARPCT;AT;1970;19.6
DIVMARPCT;AT;1969;18.3
DIVMARPCT;AT;1968;17.3
DIVMARPCT;AT;1967;15.8
DIVMARPCT;AT;1966;15.5
DIVMARPCT;AT;1965;14.8
DIVMARPCT;AT;1964;14.6
DIVMARPCT;AT;1963;14.0
DIVMARPCT;AT;1962;13.3
DIVMARPCT;AT;1961;13.4
DIVMARPCT;AT;1960;13.7
DIVMARPCT;AZ;2018;NA
DIVMARPCT;AZ;2017;23.1
DIVMARPCT;AZ;2016;19.6
DIVMARPCT;AZ;2015;18.6
DIVMARPCT;AZ;2014;14.2
DIVMARPCT;AZ;2013;13.5
DIVMARPCT;AZ;2012;14.0
DIVMARPCT;AZ;2011;12.2
DIVMARPCT;AZ;2010;11.1
DIVMARPCT;AZ;2009;10.0
DIVMARPCT;AZ;2008;9.9
DIVMARPCT;AZ;2007;10.2
DIVMARPCT;AZ;2006;9.8
DIVMARPCT;AZ;2005;12.4
DIVMARPCT;AZ;2004;11.1
DIVMARPCT;AZ;2003;NA
DIVMARPCT;AZ;2002;NA
DIVMARPCT;AZ;2001;NA
DIVMARPCT;AZ;2000;NA
DIVMARPCT;AZ;1999;NA
DIVMARPCT;AZ;1998;NA
DIVMARPCT;AZ;1997;NA
DIVMARPCT;AZ;1996;NA
DIVMARPCT;AZ;1995;NA
DIVMARPCT;AZ;1994;NA
DIVMARPCT;AZ;1993;NA
DIVMARPCT;AZ;1992;NA
DIVMARPCT;AZ;1991;NA
DIVMARPCT;AZ;1990;NA
DIVMARPCT;AZ;1989;NA
DIVMARPCT;AZ;1988;NA
DIVMARPCT;AZ;1987;NA
DIVMARPCT;AZ;1986;NA
DIVMARPCT;AZ;1985;NA
DIVMARPCT;AZ;1984;NA
DIVMARPCT;AZ;1983;NA
DIVMARPCT;AZ;1982;NA
DIVMARPCT;AZ;1981;NA
DIVMARPCT;AZ;1980;NA
DIVMARPCT;AZ;1979;NA
DIVMARPCT;AZ;1978;NA
DIVMARPCT;AZ;1977;NA
DIVMARPCT;AZ;1976;NA
DIVMARPCT;AZ;1975;NA
DIVMARPCT;AZ;1974;NA
DIVMARPCT;AZ;1973;NA
DIVMARPCT;AZ;1972;NA
DIVMARPCT;AZ;1971;NA
DIVMARPCT;AZ;1970;NA
DIVMARPCT;AZ;1969;NA
DIVMARPCT;AZ;1968;NA
DIVMARPCT;AZ;1967;NA
DIVMARPCT;AZ;1966;NA
