item;geo;year;value
DIV;AT;2014;16647
DIV;AT;2013;15958
DIV;AT;2012;17006
DIV;AT;2011;17295
DIV;AT;2010;17474
DIV;AT;2009;18806
DIV;AT;2008;19701
DIV;AT;2007;20516
DIV;AT;2006;20336
DIV;AT;2005;19453
DIV;AT;2004;19590
DIV;AT;2003;19066
DIV;AT;2002;19918
DIV;AT;2001;20582
DIV;AT;2000;19552
DIV;AT;1999;18512
DIV;AT;1998;17884
DIV;AT;1997;18027
DIV;AT;1996;18079
DIV;AT;1995;18204
DIV;AT;1994;16928
DIV;AT;1993;16299
DIV;AT;1992;16296
DIV;AT;1991;16391
DIV;AT;1990;16282
DIV;AT;1989;15489
DIV;AT;1988;14924
DIV;AT;1987;14639
DIV;AT;1986;14679
DIV;AT;1985;15460
DIV;AT;1984;14869
DIV;AT;1983;14692
DIV;AT;1982;14298
DIV;AT;1981;13369
DIV;AT;1980;13327
DIV;AT;1979;13072
DIV;AT;1978;12400
DIV;AT;1977;11668
DIV;AT;1976;11168
DIV;AT;1975;10763
DIV;AT;1974;10638
DIV;AT;1973;9972
DIV;AT;1972;9939
DIV;AT;1971;10005
DIV;AT;1970;10356
DIV;AT;1969;9969
DIV;AT;1968;9705
DIV;AT;1967;8880
DIV;AT;1966;8643
DIV;AT;1965;8423
DIV;AT;1964;8390
DIV;AT;1963;8150
DIV;AT;1962;7969
DIV;AT;1961;8045
DIV;AT;1960;8011
DIV;AZ;2018;14857
DIV;AZ;2017;14514
DIV;AZ;2016;13114
DIV;AZ;2015;12764
DIV;AZ;2014;12088
DIV;AZ;2013;11730
DIV;AZ;2012;11087
DIV;AZ;2011;10747
DIV;AZ;2010;8825
DIV;AZ;2009;7784
DIV;AZ;2008;7933
DIV;AZ;2007;8340
DIV;AZ;2006;7817
DIV;AZ;2005;8900
DIV;AZ;2004;6900
DIV;AZ;2003;NA
DIV;AZ;2002;NA
DIV;AZ;2001;NA
DIV;AZ;2000;NA
DIV;AZ;1999;NA
DIV;AZ;1998;NA
DIV;AZ;1997;NA
DIV;AZ;1996;NA
DIV;AZ;1995;NA
DIV;AZ;1994;NA
DIV;AZ;1993;NA
DIV;AZ;1992;NA
DIV;AZ;1991;NA
DIV;AZ;1990;NA
DIV;AZ;1989;NA
DIV;AZ;1988;NA
DIV;AZ;1987;NA
DIV;AZ;1986;NA
DIV;AZ;1985;NA
DIV;AZ;1984;NA
DIV;AZ;1983;NA
DIV;AZ;1982;NA
DIV;AZ;1981;NA
DIV;AZ;1980;NA
DIV;AZ;1979;NA
DIV;AZ;1978;NA
DIV;AZ;1977;NA
DIV;AZ;1976;NA
DIV;AZ;1975;NA
DIV;AZ;1974;NA
DIV;AZ;1973;NA
DIV;AZ;1972;NA
DIV;AZ;1971;NA
DIV;AZ;1970;NA
DIV;AZ;1969;NA
DIV;AZ;1968;NA
DIV;AZ;1967;NA
DIV;AZ;1966;NA
DIV;AZ;1965;NA
DIV;AZ;1964;NA
DIV;AZ;1963;NA
DIV;AZ;1962;NA
DIV;AZ;1961;NA
DIV;AZ;1960;NA
DIV;BA;2018;NA
DIV;BA;2017;NA
DIV;BA;2016;NA
DIV;BA;2015;NA
DIV;BA;2014;NA
DIV;BA;2013;NA
DIV;BA;2012;2294
DIV;BA;2011;NA
DIV;BA;2010;1676
DIV;BA;2009;1402
DIV;BA;2008;1369
DIV;BA;2007;1826
DIV;BA;2006;1659
DIV;BA;2005;1763
DIV;BA;2004;1494
DIV;BA;2003;NA
DIV;BA;2002;NA
DIV;BA;2001;NA
DIV;BA;2000;NA
DIV;BA;1999;NA
DIV;BA;1998;NA
DIV;BA;1997;NA
DIV;BA;1996;NA
DIV;BA;1995;NA
DIV;BA;1994;NA
DIV;BA;1993;NA
DIV;BA;1992;NA
DIV;BA;1991;NA
DIV;BA;1990;NA
DIV;BA;1989;NA
DIV;BA;1988;NA
DIV;BA;1987;NA
DIV;BA;1986;NA
DIV;BA;1985;NA
DIV;BA;1984;NA
DIV;BA;1983;NA
DIV;BA;1982;NA
DIV;BA;1981;NA
DIV;BA;1980;NA
DIV;BA;1979;NA
DIV;BA;1978;NA
DIV;BA;1977;NA
DIV;BA;1976;NA
DIV;BA;1975;NA
DIV;BA;1974;NA
DIV;BA;1973;NA
DIV;BA;1972;NA
DIV;BA;1971;NA
DIV;BA;1970;NA
DIV;BA;1969;NA
DIV;BA;1968;NA
DIV;BA;1967;NA
DIV;BA;1966;NA
DIV;BA;1965;NA
DIV;BA;1964;NA
DIV;BA;1963;NA
DIV;BA;1962;NA
DIV;BA;1961;NA
DIV;BA;1960;NA
DIV;BE;2018;NA
DIV;BE;2017;23068
DIV;BE;2016;23583
DIV;BE;2015;24667
DIV;BE;2014;24310
DIV;BE;2013;24872
DIV;BE;2012;26145
DIV;BE;2011;27522
DIV;BE;2010;28903
DIV;BE;2009;32606
DIV;BE;2008;35366
DIV;BE;2007;30081
DIV;BE;2006;29189
DIV;BE;2005;30840
DIV;BE;2004;31405
DIV;BE;2003;31355
DIV;BE;2002;30628
DIV;BE;2001;29314
DIV;BE;2000;27002
DIV;BE;1999;26423
DIV;BE;1998;26503
DIV;BE;1997;26747
DIV;BE;1996;28402
DIV;BE;1995;34982
DIV;BE;1994;22041
DIV;BE;1993;21602
DIV;BE;1992;22262
DIV;BE;1991;20845
DIV;BE;1990;20330
DIV;BE;1989;20256
DIV;BE;1988;20809
DIV;BE;1987;19722
DIV;BE;1986;18378
DIV;BE;1985;18440
DIV;BE;1984;18645
DIV;BE;1983;17125
DIV;BE;1982;16004
DIV;BE;1981;15323
DIV;BE;1980;14457
DIV;BE;1979;13381
DIV;BE;1978;13528
DIV;BE;1977;12867
DIV;BE;1976;12665
DIV;BE;1975;10977
DIV;BE;1974;10133
DIV;BE;1973;8336
DIV;BE;1972;7832
DIV;BE;1971;7024
DIV;BE;1970;6403
DIV;BE;1969;6458
DIV;BE;1968;6057
DIV;BE;1967;6023
DIV;BE;1966;5826
DIV;BE;1965;5520
DIV;BE;1964;5470
DIV;BE;1963;5171
DIV;BE;1962;4697
DIV;BE;1961;4607
DIV;BE;1960;4589
DIV;BG;2018;10596
DIV;BG;2017;10411
DIV;BG;2016;10603
DIV;BG;2015;10483
DIV;BG;2014;10584
DIV;BG;2013;10908
DIV;BG;2012;11947
DIV;BG;2011;10581
DIV;BG;2010;11012
DIV;BG;2009;11662
DIV;BG;2008;14104
DIV;BG;2007;16347
DIV;BG;2006;14828
DIV;BG;2005;14676
DIV;BG;2004;14669
DIV;BG;2003;12003
DIV;BG;2002;10203
DIV;BG;2001;10275
DIV;BG;2000;10578
DIV;BG;1999;9781
DIV;BG;1998;10390
DIV;BG;1997;9368
DIV;BG;1996;10014
DIV;BG;1995;10661
DIV;BG;1994;7990
DIV;BG;1993;7324
DIV;BG;1992;9465
DIV;BG;1991;11044
DIV;BG;1990;11368
DIV;BG;1989;12636
DIV;BG;1988;12359
DIV;BG;1987;11687
DIV;BG;1986;10042
DIV;BG;1985;14361
DIV;BG;1984;13227
DIV;BG;1983;14546
DIV;BG;1982;13282
DIV;BG;1981;13252
DIV;BG;1980;13110
DIV;BG;1979;12055
DIV;BG;1978;12756
DIV;BG;1977;13085
DIV;BG;1976;11311
DIV;BG;1975;11030
DIV;BG;1974;11560
DIV;BG;1973;10902
DIV;BG;1972;10227
DIV;BG;1971;9542
DIV;BG;1970;9905
DIV;BG;1969;9361
DIV;BG;1968;9683
DIV;BG;1967;9652
DIV;BG;1966;8608
DIV;BG;1965;8679
DIV;BG;1964;8635
DIV;BG;1963;8285
DIV;BG;1962;8113
DIV;BG;1961;8549
DIV;BG;1960;NA
DIV;BY;2018;33152
DIV;BY;2017;32006
DIV;BY;2016;32628
DIV;BY;2015;32984
DIV;BY;2014;34864
DIV;BY;2013;36105
DIV;BY;2012;39034
DIV;BY;2011;38584
DIV;BY;2010;36655
DIV;BY;2009;35056
DIV;BY;2008;36679
DIV;BY;2007;36146
DIV;BY;2006;31814
DIV;BY;2005;30531
DIV;BY;2004;29133
DIV;BY;2003;NA
DIV;BY;2002;NA
DIV;BY;2001;NA
DIV;BY;2000;NA
DIV;BY;1999;NA
DIV;BY;1998;NA
DIV;BY;1997;NA
DIV;BY;1996;NA
DIV;BY;1995;NA
DIV;BY;1994;NA
DIV;BY;1993;NA
DIV;BY;1992;NA
DIV;BY;1991;NA
DIV;BY;1990;NA
DIV;BY;1989;NA
DIV;BY;1988;NA
DIV;BY;1987;NA
DIV;BY;1986;NA
DIV;BY;1985;NA
DIV;BY;1984;NA
DIV;BY;1983;NA
DIV;BY;1982;NA
DIV;BY;1981;NA
DIV;BY;1980;NA
DIV;BY;1979;NA
DIV;BY;1978;NA
DIV;BY;1977;NA
DIV;BY;1976;NA
DIV;BY;1975;NA
DIV;BY;1974;NA
DIV;BY;1973;NA
DIV;BY;1972;NA
DIV;BY;1971;NA
DIV;BY;1970;NA
DIV;BY;1969;NA
DIV;BY;1968;NA
DIV;BY;1967;NA
DIV;BY;1966;NA
DIV;BY;1965;NA
DIV;BY;1964;NA
DIV;BY;1963;NA
DIV;BY;1962;NA
DIV;BY;1961;NA
DIV;BY;1960;NA
DIV;CH;2018;16542
DIV;CH;2017;15906
DIV;CH;2016;17028
DIV;CH;2015;16982
DIV;CH;2014;16756
DIV;CH;2013;17119
DIV;CH;2012;17550
DIV;CH;2011;17566
DIV;CH;2010;22081
DIV;CH;2009;19321
DIV;CH;2008;19613
DIV;CH;2007;19882
DIV;CH;2006;20981
DIV;CH;2005;21332
DIV;CH;2004;17949
DIV;CH;2003;16799
DIV;CH;2002;16363
DIV;CH;2001;15778
DIV;CH;2000;10511
DIV;CH;1999;20768
DIV;CH;1998;17868
DIV;CH;1997;17073
DIV;CH;1996;16172
DIV;CH;1995;15703
DIV;CH;1994;15634
DIV;CH;1993;15053
DIV;CH;1992;14530
DIV;CH;1991;13627
DIV;CH;1990;13183
DIV;CH;1989;12720
DIV;CH;1988;12731
DIV;CH;1987;11552
DIV;CH;1986;11395
DIV;CH;1985;11415
DIV;CH;1984;11219
DIV;CH;1983;11711
DIV;CH;1982;11589
DIV;CH;1981;11131
DIV;CH;1980;10910
DIV;CH;1979;10394
DIV;CH;1978;10497
DIV;CH;1977;10474
DIV;CH;1976;9582
DIV;CH;1975;8917
DIV;CH;1974;8193
DIV;CH;1973;8030
DIV;CH;1972;7650
DIV;CH;1971;7035
DIV;CH;1970;6405
DIV;CH;1969;5980
DIV;CH;1968;5599
DIV;CH;1967;5198
DIV;CH;1966;4944
DIV;CH;1965;4977
DIV;CH;1964;4865
DIV;CH;1963;4711
DIV;CH;1962;4724
DIV;CH;1961;4737
DIV;CH;1960;4656
DIV;CY;2018;NA
DIV;CY;2017;1932
DIV;CY;2016;1948
DIV;CY;2015;1807
DIV;CY;2014;1884
DIV;CY;2013;1857
DIV;CY;2012;2036
DIV;CY;2011;1934
DIV;CY;2010;1929
DIV;CY;2009;1738
DIV;CY;2008;1639
DIV;CY;2007;1648
DIV;CY;2006;1753
DIV;CY;2005;1514
DIV;CY;2004;1614
DIV;CY;2003;1472
DIV;CY;2002;1320
DIV;CY;2001;1197
DIV;CY;2000;1182
DIV;CY;1999;1193
DIV;CY;1998;852
DIV;CY;1997;851
DIV;CY;1996;725
DIV;CY;1995;757
DIV;CY;1994;555
DIV;CY;1993;504
DIV;CY;1992;433
DIV;CY;1991;304
DIV;CY;1990;348
DIV;CY;1989;335
DIV;CY;1988;312
DIV;CY;1987;326
DIV;CY;1986;276
DIV;CY;1985;258
DIV;CY;1984;250
DIV;CY;1983;262
DIV;CY;1982;216
DIV;CY;1981;175
DIV;CY;1980;164
DIV;CY;1979;161
DIV;CY;1978;158
DIV;CY;1977;136
DIV;CY;1976;110
DIV;CY;1975;121
DIV;CY;1974;140
DIV;CY;1973;125
DIV;CY;1972;150
DIV;CY;1971;172
DIV;CY;1970;130
DIV;CY;1969;147
DIV;CY;1968;136
DIV;CY;1967;116
DIV;CY;1966;128
DIV;CY;1965;141
DIV;CY;1964;112
DIV;CY;1963;NA
DIV;CY;1962;NA
DIV;CY;1961;NA
DIV;CY;1960;NA
DIV;CZ;2018;24313
DIV;CZ;2017;25755
DIV;CZ;2016;24996
DIV;CZ;2015;26083
DIV;CZ;2014;26764
DIV;CZ;2013;27895
DIV;CZ;2012;26402
DIV;CZ;2011;28113
DIV;CZ;2010;30783
DIV;CZ;2009;29133
DIV;CZ;2008;31300
DIV;CZ;2007;31129
DIV;CZ;2006;31415
DIV;CZ;2005;31288
DIV;CZ;2004;33060
DIV;CZ;2003;38824
DIV;CZ;2002;31758
DIV;CZ;2001;31586
DIV;CZ;2000;29704
DIV;CZ;1999;23657
DIV;CZ;1998;32363
DIV;CZ;1997;32465
DIV;CZ;1996;33113
DIV;CZ;1995;31135
DIV;CZ;1994;30939
DIV;CZ;1993;30227
DIV;CZ;1992;28572
DIV;CZ;1991;29366
DIV;CZ;1990;32055
DIV;CZ;1989;31376
DIV;CZ;1988;30652
DIV;CZ;1987;31036
DIV;CZ;1986;29560
DIV;CZ;1985;30489
DIV;CZ;1984;30514
DIV;CZ;1983;29319
DIV;CZ;1982;27821
DIV;CZ;1981;27608
DIV;CZ;1980;27218
DIV;CZ;1979;26191
DIV;CZ;1978;27071
DIV;CZ;1977;25442
DIV;CZ;1976;25544
DIV;CZ;1975;26154
DIV;CZ;1974;24970
DIV;CZ;1973;25271
DIV;CZ;1972;22392
DIV;CZ;1971;23616
DIV;CZ;1970;21516
DIV;CZ;1969;20550
DIV;CZ;1968;18647
DIV;CZ;1967;17352
DIV;CZ;1966;17435
DIV;CZ;1965;16196
DIV;CZ;1964;14446
DIV;CZ;1963;14703
DIV;CZ;1962;14137
DIV;CZ;1961;13939
DIV;CZ;1960;12970
DIV;DE;2018;NA
DIV;DE;2017;153501
DIV;DE;2016;162397
DIV;DE;2015;163335
DIV;DE;2014;166199
DIV;DE;2013;169833
DIV;DE;2012;179147
DIV;DE;2011;187640
DIV;DE;2010;187027
DIV;DE;2009;185817
DIV;DE;2008;191948
DIV;DE;2007;187072
DIV;DE;2006;190928
DIV;DE;2005;201693
DIV;DE;2004;213691
DIV;DE;2003;213975
DIV;DE;2002;204214
DIV;DE;2001;197498
DIV;DE;2000;194408
DIV;DE;1999;190590
DIV;DE;1998;192416
DIV;DE;1997;187802
DIV;DE;1996;175550
DIV;DE;1995;169425
DIV;DE;1994;166052
DIV;DE;1993;156425
DIV;DE;1992;135010
DIV;DE;1991;136317
DIV;DE;1990;122869
DIV;DE;1989;126628
DIV;DE;1988;128729
DIV;DE;1987;129850
DIV;DE;1986;122443
DIV;DE;1985;128124
DIV;DE;1984;130744
DIV;DE;1983;121317
DIV;DE;1982;118483
DIV;DE;1981;109520
DIV;DE;1980;96222
DIV;DE;1979;79490
DIV;DE;1978;32462
DIV;DE;1977;74658
DIV;DE;1976;108258
DIV;DE;1975;106829
DIV;DE;1974;98584
DIV;DE;1973;90164
DIV;DE;1972;86614
DIV;DE;1971;80444
DIV;DE;1970;76520
DIV;DE;1969;72300
DIV;DE;1968;65264
DIV;DE;1967;62835
DIV;DE;1966;58744
DIV;DE;1965;58728
DIV;DE;1964;55710
DIV;DE;1963;50840
DIV;DE;1962;49521
DIV;DE;1961;49280
DIV;DE;1960;48878
DIV;DE_TOT;2018;NA
DIV;DE_TOT;2017;153501
DIV;DE_TOT;2016;162397
DIV;DE_TOT;2015;163335
DIV;DE_TOT;2014;166199
DIV;DE_TOT;2013;169833
DIV;DE_TOT;2012;179147
DIV;DE_TOT;2011;187640
DIV;DE_TOT;2010;187027
DIV;DE_TOT;2009;185817
DIV;DE_TOT;2008;191948
DIV;DE_TOT;2007;187072
DIV;DE_TOT;2006;190928
DIV;DE_TOT;2005;201693
DIV;DE_TOT;2004;213691
DIV;DE_TOT;2003;213975
DIV;DE_TOT;2002;204214
DIV;DE_TOT;2001;197498
DIV;DE_TOT;2000;194408
DIV;DE_TOT;1999;190590
DIV;DE_TOT;1998;192416
DIV;DE_TOT;1997;187802
DIV;DE_TOT;1996;175550
DIV;DE_TOT;1995;169425
DIV;DE_TOT;1994;166052
DIV;DE_TOT;1993;156425
DIV;DE_TOT;1992;135010
DIV;DE_TOT;1991;136317
DIV;DE_TOT;1990;154786
DIV;DE_TOT;1989;176692
DIV;DE_TOT;1988;178109
DIV;DE_TOT;1987;180489
DIV;DE_TOT;1986;174881
DIV;DE_TOT;1985;179364
DIV;DE_TOT;1984;181065
DIV;DE_TOT;1983;170941
DIV;DE_TOT;1982;168347
DIV;DE_TOT;1981;158088
DIV;DE_TOT;1980;141018
DIV;DE_TOT;1979;124226
DIV;DE_TOT;1978;75758
DIV;DE_TOT;1977;117795
DIV;DE_TOT;1976;153062
DIV;DE_TOT;1975;148458
DIV;DE_TOT;1974;140199
DIV;DE_TOT;1973;128708
DIV;DE_TOT;1972;121379
DIV;DE_TOT;1971;111277
DIV;DE_TOT;1970;103927
DIV;DE_TOT;1969;101198
DIV;DE_TOT;1968;93985
DIV;DE_TOT;1967;91139
DIV;DE_TOT;1966;86694
DIV;DE_TOT;1965;85305
DIV;DE_TOT;1964;83194
DIV;DE_TOT;1963;75489
DIV;DE_TOT;1962;74423
DIV;DE_TOT;1961;75396
DIV;DE_TOT;1960;73419
DIV;DK;2018;15034
DIV;DK;2017;15265
DIV;DK;2016;17222
DIV;DK;2015;16343
DIV;DK;2014;19435
DIV;DK;2013;18875
DIV;DK;2012;15709
DIV;DK;2011;14484
DIV;DK;2010;14460
DIV;DK;2009;14940
DIV;DK;2008;14695
DIV;DK;2007;14066
DIV;DK;2006;14343
DIV;DK;2005;15300
DIV;DK;2004;15774
DIV;DK;2003;15763
DIV;DK;2002;15304
DIV;DK;2001;14597
DIV;DK;2000;14381
DIV;DK;1999;13537
DIV;DK;1998;13141
DIV;DK;1997;12772
DIV;DK;1996;12776
DIV;DK;1995;12976
DIV;DK;1994;13709
DIV;DK;1993;12971
DIV;DK;1992;12981
DIV;DK;1991;12655
DIV;DK;1990;13731
DIV;DK;1989;15152
DIV;DK;1988;14717
DIV;DK;1987;14381
DIV;DK;1986;14490
DIV;DK;1985;14385
DIV;DK;1984;14490
DIV;DK;1983;14763
DIV;DK;1982;14621
DIV;DK;1981;14425
DIV;DK;1980;13593
DIV;DK;1979;13044
DIV;DK;1978;13072
DIV;DK;1977;13383
DIV;DK;1976;13064
DIV;DK;1975;13264
DIV;DK;1974;13132
DIV;DK;1973;12637
DIV;DK;1972;13134
DIV;DK;1971;13401
DIV;DK;1970;9524
DIV;DK;1969;8955
DIV;DK;1968;7572
DIV;DK;1967;6939
DIV;DK;1966;6726
DIV;DK;1965;6527
DIV;DK;1964;6483
DIV;DK;1963;6460
DIV;DK;1962;6409
DIV;DK;1961;6606
DIV;DK;1960;6682
DIV;EA18;2018;NA
DIV;EA18;2017;NA
DIV;EA18;2016;634100
DIV;EA18;2015;621764
DIV;EA18;2014;598061
DIV;EA18;2013;600603
DIV;EA18;2012;624624
DIV;EA18;2011;640023
DIV;EA18;2010;641172
DIV;EA18;2009;634257
DIV;EA18;2008;660028
DIV;EA18;2007;664589
DIV;EA18;2006;670957
DIV;EA18;2005;639313
DIV;EA18;2004;603843
DIV;EA18;2003;588446
DIV;EA18;2002;570651
DIV;EA18;2001;549988
DIV;EA18;2000;538574
DIV;EA18;1999;527300
DIV;EA18;1998;519800
DIV;EA18;1997;511435
DIV;EA18;1996;500812
DIV;EA18;1995;500778
DIV;EA18;1994;476767
DIV;EA18;1993;448280
DIV;EA18;1992;428731
DIV;EA18;1991;421920
DIV;EA18;1990;433329
DIV;EA18;1989;458618
DIV;EA18;1988;458854
DIV;EA18;1987;453820
DIV;EA18;1986;438377
DIV;EA18;1985;443383
DIV;EA18;1984;439427
DIV;EA18;1983;419943
DIV;EA18;1982;409487
DIV;EA18;1981;376073
DIV;EA18;1980;338010
DIV;EA18;1979;314455
DIV;EA18;1978;267545
DIV;EA18;1977;299084
DIV;EA18;1976;315474
DIV;EA18;1975;302276
DIV;EA18;1974;296072
DIV;EA18;1973;270856
DIV;EA18;1972;271951
DIV;EA18;1971;239208
DIV;EA18;1970;201977
DIV;EA18;1969;194117
DIV;EA18;1968;182815
DIV;EA18;1967;178598
DIV;EA18;1966;173618
DIV;EA18;1965;163011
DIV;EA18;1964;157474
DIV;EA18;1963;NA
DIV;EA18;1962;NA
DIV;EA18;1961;NA
DIV;EA18;1960;NA
DIV;EA19;2018;NA
DIV;EA19;2017;NA
DIV;EA19;2016;642979
DIV;EA19;2015;631135
DIV;EA19;2014;607867
DIV;EA19;2013;610577
DIV;EA19;2012;635023
DIV;EA19;2011;650364
DIV;EA19;2010;651178
DIV;EA19;2009;643527
DIV;EA19;2008;670345
DIV;EA19;2007;675925
DIV;EA19;2006;682159
DIV;EA19;2005;650410
DIV;EA19;2004;614840
DIV;EA19;2003;599045
DIV;EA19;2002;581230
DIV;EA19;2001;561012
DIV;EA19;2000;549456
DIV;EA19;1999;538690
DIV;EA19;1998;531552
DIV;EA19;1997;522806
DIV;EA19;1996;512123
DIV;EA19;1995;510999
DIV;EA19;1994;487828
DIV;EA19;1993;462164
DIV;EA19;1992;442712
DIV;EA19;1991;437170
DIV;EA19;1990;446076
DIV;EA19;1989;470913
DIV;EA19;1988;470536
DIV;EA19;1987;465546
DIV;EA19;1986;450185
DIV;EA19;1985;454847
DIV;EA19;1984;450839
DIV;EA19;1983;431030
DIV;EA19;1982;420377
DIV;EA19;1981;386979
DIV;EA19;1980;349048
DIV;EA19;1979;325243
DIV;EA19;1978;277840
DIV;EA19;1977;309382
DIV;EA19;1976;325031
DIV;EA19;1975;311263
DIV;EA19;1974;304418
DIV;EA19;1973;278872
DIV;EA19;1972;279382
DIV;EA19;1971;246081
DIV;EA19;1970;208895
DIV;EA19;1969;200642
DIV;EA19;1968;188850
DIV;EA19;1967;184000
DIV;EA19;1966;178988
DIV;EA19;1965;165622
DIV;EA19;1964;160052
DIV;EA19;1963;NA
DIV;EA19;1962;NA
DIV;EA19;1961;NA
DIV;EA19;1960;NA
DIV;EE;2018;3199
DIV;EE;2017;3323
DIV;EE;2016;3262
DIV;EE;2015;3382
DIV;EE;2014;3218
DIV;EE;2013;3343
DIV;EE;2012;3142
DIV;EE;2011;3099
DIV;EE;2010;2989
DIV;EE;2009;3189
DIV;EE;2008;3501
DIV;EE;2007;3809
DIV;EE;2006;3811
DIV;EE;2005;4054
DIV;EE;2004;4158
DIV;EE;2003;3973
DIV;EE;2002;4074
DIV;EE;2001;4312
DIV;EE;2000;4230
DIV;EE;1999;4561
DIV;EE;1998;4491
DIV;EE;1997;5281
DIV;EE;1996;5657
DIV;EE;1995;7456
DIV;EE;1994;5606
DIV;EE;1993;5757
DIV;EE;1992;6651
DIV;EE;1991;5738
DIV;EE;1990;5785
DIV;EE;1989;5916
DIV;EE;1988;5924
DIV;EE;1987;6127
DIV;EE;1986;6059
DIV;EE;1985;6059
DIV;EE;1984;6194
DIV;EE;1983;6315
DIV;EE;1982;5902
DIV;EE;1981;6037
DIV;EE;1980;6127
DIV;EE;1979;5974
DIV;EE;1978;5587
DIV;EE;1977;5657
DIV;EE;1976;5204
DIV;EE;1975;4845
DIV;EE;1974;4740
DIV;EE;1973;4554
DIV;EE;1972;4632
DIV;EE;1971;4354
DIV;EE;1970;4379
DIV;EE;1969;4417
DIV;EE;1968;4164
DIV;EE;1967;4187
DIV;EE;1966;4149
DIV;EE;1965;2966
DIV;EE;1964;3133
DIV;EE;1963;2771
DIV;EE;1962;2532
DIV;EE;1961;2512
DIV;EE;1960;2544
DIV;EEA30_2007;2018;NA
DIV;EEA30_2007;2017;NA
DIV;EEA30_2007;2016;NA
DIV;EEA30_2007;2015;NA
DIV;EEA30_2007;2014;NA
DIV;EEA30_2007;2013;NA
DIV;EEA30_2007;2012;NA
DIV;EEA30_2007;2011;991199
DIV;EEA30_2007;2010;992062
DIV;EEA30_2007;2009;980381
DIV;EEA30_2007;2008;1024884
DIV;EEA30_2007;2007;1040907
DIV;EEA30_2007;2006;1051387
DIV;EEA30_2007;2005;1023501
DIV;EEA30_2007;2004;993480
DIV;EEA30_2007;2003;971625
DIV;EEA30_2007;2002;934326
DIV;EEA30_2007;2001;907077
DIV;EEA30_2007;2000;888455
DIV;EEA30_2007;1999;NA
DIV;EEA30_2007;1998;NA
DIV;EEA30_2007;1997;NA
DIV;EEA30_2007;1996;NA
DIV;EEA30_2007;1995;NA
DIV;EEA30_2007;1994;NA
DIV;EEA30_2007;1993;NA
DIV;EEA30_2007;1992;NA
