item;geo;year;value
AGEMOTH3;BY;2008;31.7
AGEMOTH3;BY;2007;NA
AGEMOTH3;BY;2006;31.3
AGEMOTH3;BY;2005;NA
AGEMOTH3;BY;2004;NA
AGEMOTH3;BY;2003;NA
AGEMOTH3;BY;2002;NA
AGEMOTH3;BY;2001;NA
AGEMOTH3;BY;2000;NA
AGEMOTH3;BY;1999;NA
AGEMOTH3;BY;1998;NA
AGEMOTH3;BY;1997;NA
AGEMOTH3;BY;1996;NA
AGEMOTH3;BY;1995;NA
AGEMOTH3;BY;1994;NA
AGEMOTH3;BY;1993;NA
AGEMOTH3;BY;1992;NA
AGEMOTH3;BY;1991;NA
AGEMOTH3;BY;1990;NA
AGEMOTH3;BY;1989;NA
AGEMOTH3;BY;1988;NA
AGEMOTH3;BY;1987;NA
AGEMOTH3;BY;1986;NA
AGEMOTH3;BY;1985;NA
AGEMOTH3;BY;1984;NA
AGEMOTH3;BY;1983;NA
AGEMOTH3;BY;1982;NA
AGEMOTH3;BY;1981;NA
AGEMOTH3;BY;1980;NA
AGEMOTH3;BY;1979;NA
AGEMOTH3;BY;1978;NA
AGEMOTH3;BY;1977;NA
AGEMOTH3;BY;1976;NA
AGEMOTH3;BY;1975;NA
AGEMOTH3;BY;1974;NA
AGEMOTH3;BY;1973;NA
AGEMOTH3;BY;1972;NA
AGEMOTH3;BY;1971;NA
AGEMOTH3;BY;1970;NA
AGEMOTH3;BY;1969;NA
AGEMOTH3;BY;1968;NA
AGEMOTH3;BY;1967;NA
AGEMOTH3;BY;1966;NA
AGEMOTH3;BY;1965;NA
AGEMOTH3;BY;1964;NA
AGEMOTH3;BY;1963;NA
AGEMOTH3;BY;1962;NA
AGEMOTH3;BY;1961;NA
AGEMOTH3;BY;1960;NA
AGEMOTH3;CH;2018;33.8
AGEMOTH3;CH;2017;33.8
AGEMOTH3;CH;2016;33.7
AGEMOTH3;CH;2015;33.8
AGEMOTH3;CH;2014;33.8
AGEMOTH3;CH;2013;33.6
AGEMOTH3;CH;2012;33.6
AGEMOTH3;CH;2011;33.5
AGEMOTH3;CH;2010;33.4
AGEMOTH3;CH;2009;33.4
AGEMOTH3;CH;2008;33.2
AGEMOTH3;CH;2007;33.3
AGEMOTH3;CH;2006;33.1
AGEMOTH3;CH;2005;NA
AGEMOTH3;CH;2004;NA
AGEMOTH3;CH;2003;NA
AGEMOTH3;CH;2002;NA
AGEMOTH3;CH;2001;NA
AGEMOTH3;CH;2000;NA
AGEMOTH3;CH;1999;NA
AGEMOTH3;CH;1998;NA
AGEMOTH3;CH;1997;NA
AGEMOTH3;CH;1996;NA
AGEMOTH3;CH;1995;NA
AGEMOTH3;CH;1994;NA
AGEMOTH3;CH;1993;NA
AGEMOTH3;CH;1992;NA
AGEMOTH3;CH;1991;NA
AGEMOTH3;CH;1990;NA
AGEMOTH3;CH;1989;NA
AGEMOTH3;CH;1988;NA
AGEMOTH3;CH;1987;NA
AGEMOTH3;CH;1986;NA
AGEMOTH3;CH;1985;NA
AGEMOTH3;CH;1984;NA
AGEMOTH3;CH;1983;NA
AGEMOTH3;CH;1982;NA
AGEMOTH3;CH;1981;NA
AGEMOTH3;CH;1980;NA
AGEMOTH3;CH;1979;NA
AGEMOTH3;CH;1978;NA
AGEMOTH3;CH;1977;NA
AGEMOTH3;CH;1976;NA
AGEMOTH3;CH;1975;NA
AGEMOTH3;CH;1974;NA
AGEMOTH3;CH;1973;NA
AGEMOTH3;CH;1972;NA
AGEMOTH3;CH;1971;NA
AGEMOTH3;CH;1970;NA
AGEMOTH3;CH;1969;NA
AGEMOTH3;CH;1968;NA
AGEMOTH3;CH;1967;NA
AGEMOTH3;CH;1966;NA
AGEMOTH3;CH;1965;NA
AGEMOTH3;CH;1964;NA
AGEMOTH3;CH;1963;NA
AGEMOTH3;CH;1962;NA
AGEMOTH3;CH;1961;NA
AGEMOTH3;CH;1960;NA
AGEMOTH3;CY;2018;34.1
AGEMOTH3;CY;2017;34.0
AGEMOTH3;CY;2016;34.0
AGEMOTH3;CY;2015;34.1
AGEMOTH3;CY;2014;33.7
AGEMOTH3;CY;2013;33.9
AGEMOTH3;CY;2012;33.5
AGEMOTH3;CY;2011;33.4
AGEMOTH3;CY;2010;33.2
AGEMOTH3;CY;2009;33.1
AGEMOTH3;CY;2008;32.7
AGEMOTH3;CY;2007;32.8
AGEMOTH3;CY;2006;32.4
AGEMOTH3;CY;2005;32.1
AGEMOTH3;CY;2004;32.0
AGEMOTH3;CY;2003;31.9
AGEMOTH3;CY;2002;31.6
AGEMOTH3;CY;2001;31.8
AGEMOTH3;CY;2000;31.4
AGEMOTH3;CY;1999;31.2
AGEMOTH3;CY;1998;31.0
AGEMOTH3;CY;1997;NA
AGEMOTH3;CY;1996;NA
AGEMOTH3;CY;1995;NA
AGEMOTH3;CY;1994;NA
AGEMOTH3;CY;1993;NA
AGEMOTH3;CY;1992;NA
AGEMOTH3;CY;1991;NA
AGEMOTH3;CY;1990;NA
AGEMOTH3;CY;1989;NA
AGEMOTH3;CY;1988;NA
AGEMOTH3;CY;1987;NA
AGEMOTH3;CY;1986;NA
AGEMOTH3;CY;1985;NA
AGEMOTH3;CY;1984;NA
AGEMOTH3;CY;1983;NA
AGEMOTH3;CY;1982;NA
AGEMOTH3;CY;1981;NA
AGEMOTH3;CY;1980;NA
AGEMOTH3;CY;1979;NA
AGEMOTH3;CY;1978;NA
AGEMOTH3;CY;1977;NA
AGEMOTH3;CY;1976;NA
AGEMOTH3;CY;1975;NA
AGEMOTH3;CY;1974;NA
AGEMOTH3;CY;1973;NA
AGEMOTH3;CY;1972;NA
AGEMOTH3;CY;1971;NA
AGEMOTH3;CY;1970;NA
AGEMOTH3;CY;1969;NA
AGEMOTH3;CY;1968;NA
AGEMOTH3;CY;1967;NA
AGEMOTH3;CY;1966;NA
AGEMOTH3;CY;1965;NA
AGEMOTH3;CY;1964;NA
AGEMOTH3;CY;1963;NA
AGEMOTH3;CY;1962;NA
AGEMOTH3;CY;1961;NA
AGEMOTH3;CY;1960;NA
AGEMOTH3;CZ;2018;33.3
AGEMOTH3;CZ;2017;33.3
AGEMOTH3;CZ;2016;33.2
AGEMOTH3;CZ;2015;33.3
AGEMOTH3;CZ;2014;33.1
AGEMOTH3;CZ;2013;33.0
AGEMOTH3;CZ;2012;33.1
AGEMOTH3;CZ;2011;33.2
AGEMOTH3;CZ;2010;33.0
AGEMOTH3;CZ;2009;33.1
AGEMOTH3;CZ;2008;33.0
AGEMOTH3;CZ;2007;32.8
AGEMOTH3;CZ;2006;32.6
AGEMOTH3;CZ;2005;32.4
AGEMOTH3;CZ;2004;32.2
AGEMOTH3;CZ;2003;32.0
AGEMOTH3;CZ;2002;31.9
AGEMOTH3;CZ;2001;31.5
AGEMOTH3;CZ;2000;31.2
AGEMOTH3;CZ;1999;30.9
AGEMOTH3;CZ;1998;30.7
AGEMOTH3;CZ;1997;30.4
AGEMOTH3;CZ;1996;30.2
AGEMOTH3;CZ;1995;29.9
AGEMOTH3;CZ;1994;NA
AGEMOTH3;CZ;1993;NA
AGEMOTH3;CZ;1992;NA
AGEMOTH3;CZ;1991;NA
AGEMOTH3;CZ;1990;NA
AGEMOTH3;CZ;1989;NA
AGEMOTH3;CZ;1988;NA
AGEMOTH3;CZ;1987;NA
AGEMOTH3;CZ;1986;NA
AGEMOTH3;CZ;1985;NA
AGEMOTH3;CZ;1984;NA
AGEMOTH3;CZ;1983;NA
AGEMOTH3;CZ;1982;NA
AGEMOTH3;CZ;1981;NA
AGEMOTH3;CZ;1980;NA
AGEMOTH3;CZ;1979;NA
AGEMOTH3;CZ;1978;NA
AGEMOTH3;CZ;1977;NA
AGEMOTH3;CZ;1976;NA
AGEMOTH3;CZ;1975;NA
AGEMOTH3;CZ;1974;NA
AGEMOTH3;CZ;1973;NA
AGEMOTH3;CZ;1972;NA
AGEMOTH3;CZ;1971;NA
AGEMOTH3;CZ;1970;NA
AGEMOTH3;CZ;1969;NA
AGEMOTH3;CZ;1968;NA
AGEMOTH3;CZ;1967;NA
AGEMOTH3;CZ;1966;NA
AGEMOTH3;CZ;1965;NA
AGEMOTH3;CZ;1964;NA
AGEMOTH3;CZ;1963;NA
AGEMOTH3;CZ;1962;NA
AGEMOTH3;CZ;1961;NA
AGEMOTH3;CZ;1960;NA
AGEMOTH3;DE;2018;33.1
AGEMOTH3;DE;2017;33.0
AGEMOTH3;DE;2016;32.9
AGEMOTH3;DE;2015;33.1
AGEMOTH3;DE;2014;33.1
AGEMOTH3;DE;2013;33.1
AGEMOTH3;DE;2012;33.0
AGEMOTH3;DE;2011;32.9
AGEMOTH3;DE;2010;32.7
AGEMOTH3;DE;2009;32.6
AGEMOTH3;DE;2008;NA
AGEMOTH3;DE;2007;NA
AGEMOTH3;DE;2006;NA
AGEMOTH3;DE;2005;NA
AGEMOTH3;DE;2004;NA
AGEMOTH3;DE;2003;NA
AGEMOTH3;DE;2002;NA
AGEMOTH3;DE;2001;NA
AGEMOTH3;DE;2000;NA
AGEMOTH3;DE;1999;NA
AGEMOTH3;DE;1998;NA
AGEMOTH3;DE;1997;NA
AGEMOTH3;DE;1996;NA
AGEMOTH3;DE;1995;NA
AGEMOTH3;DE;1994;NA
AGEMOTH3;DE;1993;NA
AGEMOTH3;DE;1992;NA
AGEMOTH3;DE;1991;NA
AGEMOTH3;DE;1990;NA
AGEMOTH3;DE;1989;NA
AGEMOTH3;DE;1988;NA
AGEMOTH3;DE;1987;NA
AGEMOTH3;DE;1986;NA
AGEMOTH3;DE;1985;NA
AGEMOTH3;DE;1984;NA
AGEMOTH3;DE;1983;NA
AGEMOTH3;DE;1982;NA
AGEMOTH3;DE;1981;NA
AGEMOTH3;DE;1980;NA
AGEMOTH3;DE;1979;NA
AGEMOTH3;DE;1978;NA
AGEMOTH3;DE;1977;NA
AGEMOTH3;DE;1976;NA
AGEMOTH3;DE;1975;NA
AGEMOTH3;DE;1974;NA
AGEMOTH3;DE;1973;NA
AGEMOTH3;DE;1972;NA
AGEMOTH3;DE;1971;NA
AGEMOTH3;DE;1970;NA
AGEMOTH3;DE;1969;NA
AGEMOTH3;DE;1968;NA
AGEMOTH3;DE;1967;NA
AGEMOTH3;DE;1966;NA
AGEMOTH3;DE;1965;NA
AGEMOTH3;DE;1964;NA
AGEMOTH3;DE;1963;NA
AGEMOTH3;DE;1962;NA
AGEMOTH3;DE;1961;NA
AGEMOTH3;DE;1960;NA
AGEMOTH3;DE_TOT;2018;33.1
AGEMOTH3;DE_TOT;2017;33.0
AGEMOTH3;DE_TOT;2016;32.9
AGEMOTH3;DE_TOT;2015;33.1
AGEMOTH3;DE_TOT;2014;33.1
AGEMOTH3;DE_TOT;2013;33.1
AGEMOTH3;DE_TOT;2012;33.0
AGEMOTH3;DE_TOT;2011;32.9
AGEMOTH3;DE_TOT;2010;32.7
AGEMOTH3;DE_TOT;2009;32.6
AGEMOTH3;DE_TOT;2008;NA
AGEMOTH3;DE_TOT;2007;NA
AGEMOTH3;DE_TOT;2006;NA
AGEMOTH3;DE_TOT;2005;NA
AGEMOTH3;DE_TOT;2004;NA
AGEMOTH3;DE_TOT;2003;NA
AGEMOTH3;DE_TOT;2002;NA
AGEMOTH3;DE_TOT;2001;NA
AGEMOTH3;DE_TOT;2000;NA
AGEMOTH3;DE_TOT;1999;NA
AGEMOTH3;DE_TOT;1998;NA
AGEMOTH3;DE_TOT;1997;NA
AGEMOTH3;DE_TOT;1996;NA
AGEMOTH3;DE_TOT;1995;NA
AGEMOTH3;DE_TOT;1994;NA
AGEMOTH3;DE_TOT;1993;NA
AGEMOTH3;DE_TOT;1992;NA
AGEMOTH3;DE_TOT;1991;NA
AGEMOTH3;DE_TOT;1990;NA
AGEMOTH3;DE_TOT;1989;NA
AGEMOTH3;DE_TOT;1988;NA
AGEMOTH3;DE_TOT;1987;NA
AGEMOTH3;DE_TOT;1986;NA
AGEMOTH3;DE_TOT;1985;NA
AGEMOTH3;DE_TOT;1984;NA
AGEMOTH3;DE_TOT;1983;NA
AGEMOTH3;DE_TOT;1982;NA
AGEMOTH3;DE_TOT;1981;NA
AGEMOTH3;DE_TOT;1980;NA
AGEMOTH3;DE_TOT;1979;NA
AGEMOTH3;DE_TOT;1978;NA
AGEMOTH3;DE_TOT;1977;NA
AGEMOTH3;DE_TOT;1976;NA
AGEMOTH3;DE_TOT;1975;NA
AGEMOTH3;DE_TOT;1974;NA
AGEMOTH3;DE_TOT;1973;NA
AGEMOTH3;DE_TOT;1972;NA
AGEMOTH3;DE_TOT;1971;NA
AGEMOTH3;DE_TOT;1970;NA
AGEMOTH3;DE_TOT;1969;NA
AGEMOTH3;DE_TOT;1968;NA
AGEMOTH3;DE_TOT;1967;NA
AGEMOTH3;DE_TOT;1966;NA
AGEMOTH3;DE_TOT;1965;NA
AGEMOTH3;DE_TOT;1964;NA
AGEMOTH3;DE_TOT;1963;NA
AGEMOTH3;DE_TOT;1962;NA
AGEMOTH3;DE_TOT;1961;NA
AGEMOTH3;DE_TOT;1960;NA
AGEMOTH3;DK;2018;33.9
AGEMOTH3;DK;2017;33.6
AGEMOTH3;DK;2016;33.6
AGEMOTH3;DK;2015;33.7
AGEMOTH3;DK;2014;33.7
AGEMOTH3;DK;2013;33.7
AGEMOTH3;DK;2012;33.5
AGEMOTH3;DK;2011;NA
AGEMOTH3;DK;2010;NA
AGEMOTH3;DK;2009;NA
AGEMOTH3;DK;2008;NA
AGEMOTH3;DK;2007;NA
AGEMOTH3;DK;2006;NA
AGEMOTH3;DK;2005;33.0
AGEMOTH3;DK;2004;32.8
AGEMOTH3;DK;2003;NA
AGEMOTH3;DK;2002;NA
AGEMOTH3;DK;2001;32.5
AGEMOTH3;DK;2000;32.5
AGEMOTH3;DK;1999;32.5
AGEMOTH3;DK;1998;32.4
AGEMOTH3;DK;1997;32.2
AGEMOTH3;DK;1996;32.2
AGEMOTH3;DK;1995;32.1
AGEMOTH3;DK;1994;32.0
AGEMOTH3;DK;1993;32.0
AGEMOTH3;DK;1992;31.9
AGEMOTH3;DK;1991;31.9
AGEMOTH3;DK;1990;31.7
AGEMOTH3;DK;1989;31.7
AGEMOTH3;DK;1988;31.5
AGEMOTH3;DK;1987;31.5
AGEMOTH3;DK;1986;31.4
AGEMOTH3;DK;1985;31.3
AGEMOTH3;DK;1984;31.3
AGEMOTH3;DK;1983;30.9
AGEMOTH3;DK;1982;30.9
AGEMOTH3;DK;1981;30.8
AGEMOTH3;DK;1980;30.6
AGEMOTH3;DK;1979;30.6
AGEMOTH3;DK;1978;30.5
AGEMOTH3;DK;1977;30.3
AGEMOTH3;DK;1976;30.3
AGEMOTH3;DK;1975;30.1
AGEMOTH3;DK;1974;30.1
AGEMOTH3;DK;1973;30.0
AGEMOTH3;DK;1972;30.0
AGEMOTH3;DK;1971;30.0
AGEMOTH3;DK;1970;29.9
AGEMOTH3;DK;1969;30.0
AGEMOTH3;DK;1968;30.0
AGEMOTH3;DK;1967;NA
AGEMOTH3;DK;1966;NA
AGEMOTH3;DK;1965;NA
AGEMOTH3;DK;1964;NA
AGEMOTH3;DK;1963;NA
AGEMOTH3;DK;1962;NA
AGEMOTH3;DK;1961;NA
AGEMOTH3;DK;1960;NA
AGEMOTH3;EA18;2018;33.0
AGEMOTH3;EA18;2017;33.0
AGEMOTH3;EA18;2016;32.9
AGEMOTH3;EA18;2015;32.8
AGEMOTH3;EA18;2014;32.8
AGEMOTH3;EA18;2013;32.8
AGEMOTH3;EA18;2012;NA
AGEMOTH3;EA18;2011;NA
AGEMOTH3;EA18;2010;NA
AGEMOTH3;EA18;2009;NA
AGEMOTH3;EA18;2008;NA
AGEMOTH3;EA18;2007;NA
AGEMOTH3;EA18;2006;NA
AGEMOTH3;EA18;2005;NA
AGEMOTH3;EA18;2004;NA
AGEMOTH3;EA18;2003;NA
AGEMOTH3;EA18;2002;NA
AGEMOTH3;EA18;2001;NA
AGEMOTH3;EA18;2000;NA
AGEMOTH3;EA18;1999;NA
AGEMOTH3;EA18;1998;NA
AGEMOTH3;EA18;1997;NA
AGEMOTH3;EA18;1996;NA
AGEMOTH3;EA18;1995;NA
AGEMOTH3;EA18;1994;NA
AGEMOTH3;EA18;1993;NA
AGEMOTH3;EA18;1992;NA
AGEMOTH3;EA18;1991;NA
AGEMOTH3;EA18;1990;NA
AGEMOTH3;EA18;1989;NA
AGEMOTH3;EA18;1988;NA
AGEMOTH3;EA18;1987;NA
AGEMOTH3;EA18;1986;NA
AGEMOTH3;EA18;1985;NA
AGEMOTH3;EA18;1984;NA
AGEMOTH3;EA18;1983;NA
AGEMOTH3;EA18;1982;NA
AGEMOTH3;EA18;1981;NA
AGEMOTH3;EA18;1980;NA
AGEMOTH3;EA18;1979;NA
AGEMOTH3;EA18;1978;NA
AGEMOTH3;EA18;1977;NA
AGEMOTH3;EA18;1976;NA
AGEMOTH3;EA18;1975;NA
AGEMOTH3;EA18;1974;NA
AGEMOTH3;EA18;1973;NA
AGEMOTH3;EA18;1972;NA
AGEMOTH3;EA18;1971;NA
AGEMOTH3;EA18;1970;NA
AGEMOTH3;EA18;1969;NA
AGEMOTH3;EA18;1968;NA
AGEMOTH3;EA18;1967;NA
AGEMOTH3;EA18;1966;NA
AGEMOTH3;EA18;1965;NA
AGEMOTH3;EA18;1964;NA
AGEMOTH3;EA18;1963;NA
AGEMOTH3;EA18;1962;NA
AGEMOTH3;EA18;1961;NA
AGEMOTH3;EA18;1960;NA
AGEMOTH3;EA19;2018;33.0
AGEMOTH3;EA19;2017;33.0
AGEMOTH3;EA19;2016;32.9
AGEMOTH3;EA19;2015;32.9
AGEMOTH3;EA19;2014;32.8
AGEMOTH3;EA19;2013;32.8
AGEMOTH3;EA19;2012;NA
AGEMOTH3;EA19;2011;NA
AGEMOTH3;EA19;2010;NA
AGEMOTH3;EA19;2009;NA
AGEMOTH3;EA19;2008;NA
AGEMOTH3;EA19;2007;NA
AGEMOTH3;EA19;2006;NA
AGEMOTH3;EA19;2005;NA
AGEMOTH3;EA19;2004;NA
AGEMOTH3;EA19;2003;NA
AGEMOTH3;EA19;2002;NA
AGEMOTH3;EA19;2001;NA
AGEMOTH3;EA19;2000;NA
AGEMOTH3;EA19;1999;NA
AGEMOTH3;EA19;1998;NA
AGEMOTH3;EA19;1997;NA
AGEMOTH3;EA19;1996;NA
AGEMOTH3;EA19;1995;NA
AGEMOTH3;EA19;1994;NA
AGEMOTH3;EA19;1993;NA
AGEMOTH3;EA19;1992;NA
AGEMOTH3;EA19;1991;NA
AGEMOTH3;EA19;1990;NA
AGEMOTH3;EA19;1989;NA
AGEMOTH3;EA19;1988;NA
AGEMOTH3;EA19;1987;NA
AGEMOTH3;EA19;1986;NA
AGEMOTH3;EA19;1985;NA
AGEMOTH3;EA19;1984;NA
AGEMOTH3;EA19;1983;NA
AGEMOTH3;EA19;1982;NA
AGEMOTH3;EA19;1981;NA
AGEMOTH3;EA19;1980;NA
AGEMOTH3;EA19;1979;NA
AGEMOTH3;EA19;1978;NA
AGEMOTH3;EA19;1977;NA
AGEMOTH3;EA19;1976;NA
AGEMOTH3;EA19;1975;NA
AGEMOTH3;EA19;1974;NA
AGEMOTH3;EA19;1973;NA
AGEMOTH3;EA19;1972;NA
AGEMOTH3;EA19;1971;NA
AGEMOTH3;EA19;1970;NA
AGEMOTH3;EA19;1969;NA
AGEMOTH3;EA19;1968;NA
AGEMOTH3;EA19;1967;NA
AGEMOTH3;EA19;1966;NA
AGEMOTH3;EA19;1965;NA
AGEMOTH3;EA19;1964;NA
AGEMOTH3;EA19;1963;NA
AGEMOTH3;EA19;1962;NA
AGEMOTH3;EA19;1961;NA
AGEMOTH3;EA19;1960;NA
AGEMOTH3;EE;2018;33.4
AGEMOTH3;EE;2017;33.9
AGEMOTH3;EE;2016;33.9
AGEMOTH3;EE;2015;33.7
AGEMOTH3;EE;2014;33.8
AGEMOTH3;EE;2013;33.5
AGEMOTH3;EE;2012;33.4
AGEMOTH3;EE;2011;33.2
AGEMOTH3;EE;2010;33.3
AGEMOTH3;EE;2009;33.2
AGEMOTH3;EE;2008;33.3
AGEMOTH3;EE;2007;33.2
AGEMOTH3;EE;2006;32.9
AGEMOTH3;EE;2005;32.7
AGEMOTH3;EE;2004;32.3
AGEMOTH3;EE;2003;32.0
AGEMOTH3;EE;2002;32.0
AGEMOTH3;EE;2001;31.7
AGEMOTH3;EE;2000;31.2
AGEMOTH3;EE;1999;30.9
AGEMOTH3;EE;1998;30.6
AGEMOTH3;EE;1997;30.5
AGEMOTH3;EE;1996;30.0
AGEMOTH3;EE;1995;29.8
AGEMOTH3;EE;1994;29.3
AGEMOTH3;EE;1993;29.3
AGEMOTH3;EE;1992;29.8
AGEMOTH3;EE;1991;29.6
AGEMOTH3;EE;1990;29.8
AGEMOTH3;EE;1989;29.6
AGEMOTH3;EE;1988;NA
AGEMOTH3;EE;1987;NA
AGEMOTH3;EE;1986;NA
AGEMOTH3;EE;1985;NA
AGEMOTH3;EE;1984;NA
AGEMOTH3;EE;1983;NA
AGEMOTH3;EE;1982;NA
AGEMOTH3;EE;1981;NA
AGEMOTH3;EE;1980;NA
AGEMOTH3;EE;1979;NA
AGEMOTH3;EE;1978;NA
AGEMOTH3;EE;1977;NA
AGEMOTH3;EE;1976;NA
AGEMOTH3;EE;1975;NA
AGEMOTH3;EE;1974;NA
AGEMOTH3;EE;1973;NA
AGEMOTH3;EE;1972;NA
AGEMOTH3;EE;1971;NA
AGEMOTH3;EE;1970;NA
AGEMOTH3;EE;1969;NA
AGEMOTH3;EE;1968;NA
AGEMOTH3;EE;1967;NA
AGEMOTH3;EE;1966;NA
AGEMOTH3;EE;1965;NA
AGEMOTH3;EE;1964;NA
AGEMOTH3;EE;1963;NA
AGEMOTH3;EE;1962;NA
AGEMOTH3;EE;1961;NA
AGEMOTH3;EE;1960;NA
AGEMOTH3;EL;2018;32.7
AGEMOTH3;EL;2017;32.8
AGEMOTH3;EL;2016;32.7
AGEMOTH3;EL;2015;32.8
AGEMOTH3;EL;2014;32.6
AGEMOTH3;EL;2013;32.5
AGEMOTH3;EL;2012;32.5
AGEMOTH3;EL;2011;32.4
AGEMOTH3;EL;2010;32.5
AGEMOTH3;EL;2009;32.6
AGEMOTH3;EL;2008;32.5
AGEMOTH3;EL;2007;32.4
AGEMOTH3;EL;2006;32.3
AGEMOTH3;EL;2005;32.2
AGEMOTH3;EL;2004;32.1
AGEMOTH3;EL;2003;31.9
AGEMOTH3;EL;2002;31.7
AGEMOTH3;EL;2001;31.7
AGEMOTH3;EL;2000;32.0
AGEMOTH3;EL;1999;31.5
AGEMOTH3;EL;1998;31.4
AGEMOTH3;EL;1997;31.2
AGEMOTH3;EL;1996;30.9
AGEMOTH3;EL;1995;30.7
AGEMOTH3;EL;1994;30.5
AGEMOTH3;EL;1993;30.3
AGEMOTH3;EL;1992;30.1
AGEMOTH3;EL;1991;NA
AGEMOTH3;EL;1990;NA
AGEMOTH3;EL;1989;NA
AGEMOTH3;EL;1988;NA
AGEMOTH3;EL;1987;NA
AGEMOTH3;EL;1986;NA
AGEMOTH3;EL;1985;NA
AGEMOTH3;EL;1984;NA
AGEMOTH3;EL;1983;NA
AGEMOTH3;EL;1982;NA
AGEMOTH3;EL;1981;NA
AGEMOTH3;EL;1980;NA
AGEMOTH3;EL;1979;NA
AGEMOTH3;EL;1978;NA
AGEMOTH3;EL;1977;NA
AGEMOTH3;EL;1976;NA
AGEMOTH3;EL;1975;NA
AGEMOTH3;EL;1974;NA
AGEMOTH3;EL;1973;NA
AGEMOTH3;EL;1972;NA
AGEMOTH3;EL;1971;NA
AGEMOTH3;EL;1970;NA
AGEMOTH3;EL;1969;NA
AGEMOTH3;EL;1968;NA
AGEMOTH3;EL;1967;NA
AGEMOTH3;EL;1966;NA
AGEMOTH3;EL;1965;NA
AGEMOTH3;EL;1964;NA
AGEMOTH3;EL;1963;NA
AGEMOTH3;EL;1962;NA
AGEMOTH3;EL;1961;NA
AGEMOTH3;EL;1960;NA
AGEMOTH3;ES;2018;33.7
AGEMOTH3;ES;2017;33.6
AGEMOTH3;ES;2016;33.6
AGEMOTH3;ES;2015;33.7
AGEMOTH3;ES;2014;33.6
AGEMOTH3;ES;2013;33.6
AGEMOTH3;ES;2012;33.6
AGEMOTH3;ES;2011;33.6
AGEMOTH3;ES;2010;33.4
AGEMOTH3;ES;2009;33.5
AGEMOTH3;ES;2008;33.5
AGEMOTH3;ES;2007;33.7
AGEMOTH3;ES;2006;33.8
AGEMOTH3;ES;2005;33.9
AGEMOTH3;ES;2004;33.9
AGEMOTH3;ES;2003;33.9
AGEMOTH3;ES;2002;33.9
AGEMOTH3;ES;2001;33.9
AGEMOTH3;ES;2000;33.8
AGEMOTH3;ES;1999;33.8
AGEMOTH3;ES;1998;33.6
AGEMOTH3;ES;1997;33.5
AGEMOTH3;ES;1996;33.3
AGEMOTH3;ES;1995;33.0
AGEMOTH3;ES;1994;32.9
AGEMOTH3;ES;1993;32.7
AGEMOTH3;ES;1992;32.7
AGEMOTH3;ES;1991;32.6
AGEMOTH3;ES;1990;32.4
AGEMOTH3;ES;1989;32.3
AGEMOTH3;ES;1988;32.2
AGEMOTH3;ES;1987;32.1
AGEMOTH3;ES;1986;31.9
AGEMOTH3;ES;1985;31.8
AGEMOTH3;ES;1984;NA
AGEMOTH3;ES;1983;NA
AGEMOTH3;ES;1982;NA
AGEMOTH3;ES;1981;NA
AGEMOTH3;ES;1980;NA
AGEMOTH3;ES;1979;NA
AGEMOTH3;ES;1978;NA
AGEMOTH3;ES;1977;NA
AGEMOTH3;ES;1976;NA
AGEMOTH3;ES;1975;NA
AGEMOTH3;ES;1974;NA
AGEMOTH3;ES;1973;NA
AGEMOTH3;ES;1972;NA
AGEMOTH3;ES;1971;NA
AGEMOTH3;ES;1970;NA
AGEMOTH3;ES;1969;NA
AGEMOTH3;ES;1968;NA
AGEMOTH3;ES;1967;NA
AGEMOTH3;ES;1966;NA
AGEMOTH3;ES;1965;NA
AGEMOTH3;ES;1964;NA
AGEMOTH3;ES;1963;NA
AGEMOTH3;ES;1962;NA
AGEMOTH3;ES;1961;NA
AGEMOTH3;ES;1960;NA
AGEMOTH3;EU27_2007;2018;NA
AGEMOTH3;EU27_2007;2017;32.7
AGEMOTH3;EU27_2007;2016;32.6
AGEMOTH3;EU27_2007;2015;32.5
AGEMOTH3;EU27_2007;2014;32.4
AGEMOTH3;EU27_2007;2013;32.4
AGEMOTH3;EU27_2007;2012;NA
AGEMOTH3;EU27_2007;2011;NA
AGEMOTH3;EU27_2007;2010;NA
AGEMOTH3;EU27_2007;2009;NA
AGEMOTH3;EU27_2007;2008;NA
AGEMOTH3;EU27_2007;2007;NA
AGEMOTH3;EU27_2007;2006;NA
AGEMOTH3;EU27_2007;2005;NA
AGEMOTH3;EU27_2007;2004;NA
AGEMOTH3;EU27_2007;2003;NA
AGEMOTH3;EU27_2007;2002;NA
AGEMOTH3;EU27_2007;2001;NA
AGEMOTH3;EU27_2007;2000;NA
AGEMOTH3;EU27_2007;1999;NA
AGEMOTH3;EU27_2007;1998;NA
AGEMOTH3;EU27_2007;1997;NA
AGEMOTH3;EU27_2007;1996;NA
AGEMOTH3;EU27_2007;1995;NA
AGEMOTH3;EU27_2007;1994;NA
AGEMOTH3;EU27_2007;1993;NA
AGEMOTH3;EU27_2007;1992;NA
AGEMOTH3;EU27_2007;1991;NA
AGEMOTH3;EU27_2007;1990;NA
AGEMOTH3;EU27_2007;1989;NA
AGEMOTH3;EU27_2007;1988;NA
AGEMOTH3;EU27_2007;1987;NA
AGEMOTH3;EU27_2007;1986;NA
AGEMOTH3;EU27_2007;1985;NA
AGEMOTH3;EU27_2007;1984;NA
