unit;month;geo;year;value
NR;M05;DE_TOT;1992;72910
NR;M05;DE_TOT;1991;75918
NR;M05;DE_TOT;1990;74065
NR;M05;DE_TOT;1989;76576
NR;M05;DE_TOT;1988;76064
NR;M05;DE_TOT;1987;74603
NR;M05;DE_TOT;1986;74000
NR;M05;DE_TOT;1985;77678
NR;M05;DE_TOT;1984;76117
NR;M05;DE_TOT;1983;77068
NR;M05;DE_TOT;1982;78349
NR;M05;DE_TOT;1981;79416
NR;M05;DE_TOT;1980;80215
NR;M05;DE_TOT;1979;80598
NR;M05;DE_TOT;1978;79993
NR;M05;DE_TOT;1977;77848
NR;M05;DE_TOT;1976;79668
NR;M05;DE_TOT;1975;79016
NR;M05;DE_TOT;1974;80092
NR;M05;DE_TOT;1973;78627
NR;M05;DE_TOT;1972;80851
NR;M05;DE_TOT;1971;80669
NR;M05;DE_TOT;1970;68930
NR;M05;DE_TOT;1969;79184
NR;M05;DE_TOT;1968;76532
NR;M05;DE_TOT;1967;77782
NR;M05;DE_TOT;1966;74966
NR;M05;DE_TOT;1965;74821
NR;M05;DE_TOT;1964;73233
NR;M05;DE_TOT;1963;70416
NR;M05;DE_TOT;1962;70906
NR;M05;DE_TOT;1961;71199
NR;M05;DE_TOT;1960;69400
NR;M05;DK;2019;4432
NR;M05;DK;2018;4393
NR;M05;DK;2017;4468
NR;M05;DK;2016;4372
NR;M05;DK;2015;4282
NR;M05;DK;2014;4284
NR;M05;DK;2013;4330
NR;M05;DK;2012;4296
NR;M05;DK;2011;4396
NR;M05;DK;2010;4483
NR;M05;DK;2009;4407
NR;M05;DK;2008;4578
NR;M05;DK;2007;4634
NR;M05;DK;2006;4631
NR;M05;DK;2005;4596
NR;M05;DK;2004;4572
NR;M05;DK;2003;4617
NR;M05;DK;2002;4733
NR;M05;DK;2001;4895
NR;M05;DK;2000;4621
NR;M05;DK;1999;4707
NR;M05;DK;1998;4683
NR;M05;DK;1997;4997
NR;M05;DK;1996;4957
NR;M05;DK;1995;5190
NR;M05;DK;1994;5036
NR;M05;DK;1993;4962
NR;M05;DK;1992;5016
NR;M05;DK;1991;5109
NR;M05;DK;1990;4936
NR;M05;DK;1989;4871
NR;M05;DK;1988;5174
NR;M05;DK;1987;4724
NR;M05;DK;1986;4649
NR;M05;DK;1985;4765
NR;M05;DK;1984;4726
NR;M05;DK;1983;4712
NR;M05;DK;1982;4696
NR;M05;DK;1981;4609
NR;M05;DK;1980;4636
NR;M05;DK;1979;4516
NR;M05;DK;1978;4450
NR;M05;DK;1977;4400
NR;M05;DK;1976;4303
NR;M05;DK;1975;4291
NR;M05;DK;1974;4270
NR;M05;DK;1973;4229
NR;M05;DK;1972;4226
NR;M05;DK;1971;4081
NR;M05;DK;1970;3929
NR;M05;DK;1969;3941
NR;M05;DK;1968;3856
NR;M05;DK;1967;4051
NR;M05;DK;1966;4276
NR;M05;DK;1965;4040
NR;M05;DK;1964;4029
NR;M05;DK;1963;3954
NR;M05;DK;1962;3739
NR;M05;DK;1961;3766
NR;M05;DK;1960;3580
NR;M05;EA18;2019;274969
NR;M05;EA18;2018;269030
NR;M05;EA18;2017;275230
NR;M05;EA18;2016;269777
NR;M05;EA18;2015;263167
NR;M05;EA18;2014;257727
NR;M05;EA18;2013;257436
NR;M05;EA18;2012;259912
NR;M05;EA18;2011;256056
NR;M05;EA18;2010;253088
NR;M05;EA18;2009;249425
NR;M05;EA18;2008;251221
NR;M05;EA18;2007;244343
NR;M05;EA18;2006;244730
NR;M05;EA18;2005;247428
NR;M05;EA18;2004;241645
NR;M05;EA18;2003;250010
NR;M05;EA18;2002;246814
NR;M05;EA18;2001;252529
NR;M05;EA18;2000;239527
NR;M05;EA18;1999;NA
NR;M05;EA18;1998;248631
NR;M05;EA18;1997;NA
NR;M05;EA18;1996;247353
NR;M05;EA18;1995;NA
NR;M05;EA18;1994;NA
NR;M05;EA18;1993;NA
NR;M05;EA18;1992;NA
NR;M05;EA18;1991;NA
NR;M05;EA18;1990;NA
NR;M05;EA18;1989;NA
NR;M05;EA18;1988;NA
NR;M05;EA18;1987;NA
NR;M05;EA18;1986;NA
NR;M05;EA18;1985;NA
NR;M05;EA18;1984;NA
NR;M05;EA18;1983;NA
NR;M05;EA18;1982;NA
NR;M05;EA18;1981;NA
NR;M05;EA18;1980;NA
NR;M05;EA18;1979;NA
NR;M05;EA18;1978;NA
NR;M05;EA18;1977;NA
NR;M05;EA18;1976;NA
NR;M05;EA18;1975;NA
NR;M05;EA18;1974;NA
NR;M05;EA18;1973;NA
NR;M05;EA18;1972;NA
NR;M05;EA18;1971;NA
NR;M05;EA18;1970;NA
NR;M05;EA18;1969;NA
NR;M05;EA18;1968;NA
NR;M05;EA18;1967;NA
NR;M05;EA18;1966;NA
NR;M05;EA18;1965;NA
NR;M05;EA18;1964;NA
NR;M05;EA18;1963;NA
NR;M05;EA18;1962;NA
NR;M05;EA18;1961;NA
NR;M05;EA18;1960;NA
NR;M05;EA19;2019;278201
NR;M05;EA19;2018;272292
NR;M05;EA19;2017;278612
NR;M05;EA19;2016;273221
NR;M05;EA19;2015;266638
NR;M05;EA19;2014;261079
NR;M05;EA19;2013;260938
NR;M05;EA19;2012;263318
NR;M05;EA19;2011;259545
NR;M05;EA19;2010;256623
NR;M05;EA19;2009;252899
NR;M05;EA19;2008;254932
NR;M05;EA19;2007;248344
NR;M05;EA19;2006;248463
NR;M05;EA19;2005;251251
NR;M05;EA19;2004;245035
NR;M05;EA19;2003;253471
NR;M05;EA19;2002;250215
NR;M05;EA19;2001;255845
NR;M05;EA19;2000;242529
NR;M05;EA19;1999;NA
NR;M05;EA19;1998;251958
NR;M05;EA19;1997;NA
NR;M05;EA19;1996;250799
NR;M05;EA19;1995;NA
NR;M05;EA19;1994;NA
NR;M05;EA19;1993;NA
NR;M05;EA19;1992;NA
NR;M05;EA19;1991;NA
NR;M05;EA19;1990;NA
NR;M05;EA19;1989;NA
NR;M05;EA19;1988;NA
NR;M05;EA19;1987;NA
NR;M05;EA19;1986;NA
NR;M05;EA19;1985;NA
NR;M05;EA19;1984;NA
NR;M05;EA19;1983;NA
NR;M05;EA19;1982;NA
NR;M05;EA19;1981;NA
NR;M05;EA19;1980;NA
NR;M05;EA19;1979;NA
NR;M05;EA19;1978;NA
NR;M05;EA19;1977;NA
NR;M05;EA19;1976;NA
NR;M05;EA19;1975;NA
NR;M05;EA19;1974;NA
NR;M05;EA19;1973;NA
NR;M05;EA19;1972;NA
NR;M05;EA19;1971;NA
NR;M05;EA19;1970;NA
NR;M05;EA19;1969;NA
NR;M05;EA19;1968;NA
NR;M05;EA19;1967;NA
NR;M05;EA19;1966;NA
NR;M05;EA19;1965;NA
NR;M05;EA19;1964;NA
NR;M05;EA19;1963;NA
NR;M05;EA19;1962;NA
NR;M05;EA19;1961;NA
NR;M05;EA19;1960;NA
NR;M05;EE;2019;1303
NR;M05;EE;2018;1246
NR;M05;EE;2017;1324
NR;M05;EE;2016;1291
NR;M05;EE;2015;1309
NR;M05;EE;2014;1281
NR;M05;EE;2013;1283
NR;M05;EE;2012;1214
NR;M05;EE;2011;1218
NR;M05;EE;2010;1301
NR;M05;EE;2009;1317
NR;M05;EE;2008;1432
NR;M05;EE;2007;1388
NR;M05;EE;2006;1412
NR;M05;EE;2005;1408
NR;M05;EE;2004;1515
NR;M05;EE;2003;1443
NR;M05;EE;2002;1557
NR;M05;EE;2001;1528
NR;M05;EE;2000;1459
NR;M05;EE;1999;1537
NR;M05;EE;1998;1543
NR;M05;EE;1997;1574
NR;M05;EE;1996;1553
NR;M05;EE;1995;1829
NR;M05;EE;1994;1776
NR;M05;EE;1993;1721
NR;M05;EE;1992;1702
NR;M05;EE;1991;1642
NR;M05;EE;1990;1626
NR;M05;EE;1989;1549
NR;M05;EE;1988;NA
NR;M05;EE;1987;NA
NR;M05;EE;1986;NA
NR;M05;EE;1985;NA
NR;M05;EE;1984;NA
NR;M05;EE;1983;NA
NR;M05;EE;1982;NA
NR;M05;EE;1981;NA
NR;M05;EE;1980;NA
NR;M05;EE;1979;NA
NR;M05;EE;1978;NA
NR;M05;EE;1977;NA
NR;M05;EE;1976;NA
NR;M05;EE;1975;NA
NR;M05;EE;1974;NA
NR;M05;EE;1973;NA
NR;M05;EE;1972;NA
NR;M05;EE;1971;NA
NR;M05;EE;1970;NA
NR;M05;EE;1969;NA
NR;M05;EE;1968;NA
NR;M05;EE;1967;NA
NR;M05;EE;1966;NA
NR;M05;EE;1965;NA
NR;M05;EE;1964;NA
NR;M05;EE;1963;NA
NR;M05;EE;1962;NA
NR;M05;EE;1961;NA
NR;M05;EE;1960;NA
NR;M05;EEA30_2007;2019;421761
NR;M05;EEA30_2007;2018;414910
NR;M05;EEA30_2007;2017;425074
NR;M05;EEA30_2007;2016;417025
NR;M05;EEA30_2007;2015;407236
NR;M05;EEA30_2007;2014;401017
NR;M05;EEA30_2007;2013;401583
NR;M05;EEA30_2007;2012;408430
NR;M05;EEA30_2007;2011;401433
NR;M05;EEA30_2007;2010;394842
NR;M05;EEA30_2007;2009;389896
NR;M05;EEA30_2007;2008;396069
NR;M05;EEA30_2007;2007;392080
NR;M05;EEA30_2007;2006;393030
NR;M05;EEA30_2007;2005;397564
NR;M05;EEA30_2007;2004;386692
NR;M05;EEA30_2007;2003;397973
NR;M05;EEA30_2007;2002;395571
NR;M05;EEA30_2007;2001;402247
NR;M05;EEA30_2007;2000;384419
NR;M05;EEA30_2007;1999;NA
NR;M05;EEA30_2007;1998;399366
NR;M05;EEA30_2007;1997;NA
NR;M05;EEA30_2007;1996;401821
NR;M05;EEA30_2007;1995;NA
NR;M05;EEA30_2007;1994;NA
NR;M05;EEA30_2007;1993;NA
NR;M05;EEA30_2007;1992;NA
NR;M05;EEA30_2007;1991;NA
NR;M05;EEA30_2007;1990;NA
NR;M05;EEA30_2007;1989;NA
NR;M05;EEA30_2007;1988;NA
NR;M05;EEA30_2007;1987;NA
NR;M05;EEA30_2007;1986;NA
NR;M05;EEA30_2007;1985;NA
NR;M05;EEA30_2007;1984;NA
NR;M05;EEA30_2007;1983;NA
NR;M05;EEA30_2007;1982;NA
NR;M05;EEA30_2007;1981;NA
NR;M05;EEA30_2007;1980;NA
NR;M05;EEA30_2007;1979;NA
NR;M05;EEA30_2007;1978;NA
NR;M05;EEA30_2007;1977;NA
NR;M05;EEA30_2007;1976;NA
NR;M05;EEA30_2007;1975;NA
NR;M05;EEA30_2007;1974;NA
NR;M05;EEA30_2007;1973;NA
NR;M05;EEA30_2007;1972;NA
NR;M05;EEA30_2007;1971;NA
NR;M05;EEA30_2007;1970;NA
NR;M05;EEA30_2007;1969;NA
NR;M05;EEA30_2007;1968;NA
NR;M05;EEA30_2007;1967;NA
NR;M05;EEA30_2007;1966;NA
NR;M05;EEA30_2007;1965;NA
NR;M05;EEA30_2007;1964;NA
NR;M05;EEA30_2007;1963;NA
NR;M05;EEA30_2007;1962;NA
NR;M05;EEA30_2007;1961;NA
NR;M05;EEA30_2007;1960;NA
NR;M05;EEA31;2019;426068
NR;M05;EEA31;2018;418992
NR;M05;EEA31;2017;429268
NR;M05;EEA31;2016;421388
NR;M05;EEA31;2015;411422
NR;M05;EEA31;2014;405200
NR;M05;EEA31;2013;405515
NR;M05;EEA31;2012;412624
NR;M05;EEA31;2011;405688
NR;M05;EEA31;2010;399083
NR;M05;EEA31;2009;394116
NR;M05;EEA31;2008;400372
NR;M05;EEA31;2007;396379
NR;M05;EEA31;2006;397267
NR;M05;EEA31;2005;401892
NR;M05;EEA31;2004;390789
NR;M05;EEA31;2003;402156
NR;M05;EEA31;2002;399666
NR;M05;EEA31;2001;406331
NR;M05;EEA31;2000;388350
NR;M05;EEA31;1999;NA
NR;M05;EEA31;1998;403642
NR;M05;EEA31;1997;NA
NR;M05;EEA31;1996;405990
NR;M05;EEA31;1995;NA
NR;M05;EEA31;1994;NA
NR;M05;EEA31;1993;NA
NR;M05;EEA31;1992;NA
NR;M05;EEA31;1991;NA
NR;M05;EEA31;1990;NA
NR;M05;EEA31;1989;NA
NR;M05;EEA31;1988;NA
NR;M05;EEA31;1987;NA
NR;M05;EEA31;1986;NA
NR;M05;EEA31;1985;NA
NR;M05;EEA31;1984;NA
NR;M05;EEA31;1983;NA
NR;M05;EEA31;1982;NA
NR;M05;EEA31;1981;NA
NR;M05;EEA31;1980;NA
NR;M05;EEA31;1979;NA
NR;M05;EEA31;1978;NA
NR;M05;EEA31;1977;NA
NR;M05;EEA31;1976;NA
NR;M05;EEA31;1975;NA
NR;M05;EEA31;1974;NA
NR;M05;EEA31;1973;NA
NR;M05;EEA31;1972;NA
NR;M05;EEA31;1971;NA
NR;M05;EEA31;1970;NA
NR;M05;EEA31;1969;NA
NR;M05;EEA31;1968;NA
NR;M05;EEA31;1967;NA
NR;M05;EEA31;1966;NA
NR;M05;EEA31;1965;NA
NR;M05;EEA31;1964;NA
NR;M05;EEA31;1963;NA
NR;M05;EEA31;1962;NA
NR;M05;EEA31;1961;NA
NR;M05;EEA31;1960;NA
NR;M05;EFTA;2019;9000
NR;M05;EFTA;2018;9180
NR;M05;EFTA;2017;9235
NR;M05;EFTA;2016;9100
NR;M05;EFTA;2015;8514
NR;M05;EFTA;2014;8778
NR;M05;EFTA;2013;8495
NR;M05;EFTA;2012;8605
NR;M05;EFTA;2011;8556
NR;M05;EFTA;2010;8723
NR;M05;EFTA;2009;8474
NR;M05;EFTA;2008;8521
NR;M05;EFTA;2007;8387
NR;M05;EFTA;2006;8527
NR;M05;EFTA;2005;8366
NR;M05;EFTA;2004;8221
NR;M05;EFTA;2003;8481
NR;M05;EFTA;2002;8810
NR;M05;EFTA;2001;8969
NR;M05;EFTA;2000;8464
NR;M05;EFTA;1999;8527
NR;M05;EFTA;1998;8732
NR;M05;EFTA;1997;8741
NR;M05;EFTA;1996;8660
NR;M05;EFTA;1995;8890
NR;M05;EFTA;1994;8658
NR;M05;EFTA;1993;8874
NR;M05;EFTA;1992;8800
NR;M05;EFTA;1991;9150
NR;M05;EFTA;1990;8915
NR;M05;EFTA;1989;9024
NR;M05;EFTA;1988;8933
NR;M05;EFTA;1987;8968
NR;M05;EFTA;1986;8454
NR;M05;EFTA;1985;8736
NR;M05;EFTA;1984;8497
NR;M05;EFTA;1983;8397
NR;M05;EFTA;1982;8638
NR;M05;EFTA;1981;8331
NR;M05;EFTA;1980;8497
NR;M05;EFTA;1979;8507
NR;M05;EFTA;1978;8198
NR;M05;EFTA;1977;NA
NR;M05;EFTA;1976;NA
NR;M05;EFTA;1975;NA
NR;M05;EFTA;1974;NA
NR;M05;EFTA;1973;NA
NR;M05;EFTA;1972;NA
NR;M05;EFTA;1971;NA
NR;M05;EFTA;1970;NA
NR;M05;EFTA;1969;NA
NR;M05;EFTA;1968;7896
NR;M05;EFTA;1967;NA
NR;M05;EFTA;1966;7785
NR;M05;EFTA;1965;7584
NR;M05;EFTA;1964;7434
NR;M05;EFTA;1963;7782
NR;M05;EFTA;1962;7408
NR;M05;EFTA;1961;7149
NR;M05;EFTA;1960;7051
NR;M05;EL;2019;10130
NR;M05;EL;2018;9257
NR;M05;EL;2017;9376
NR;M05;EL;2016;9570
NR;M05;EL;2015;9329
NR;M05;EL;2014;9150
NR;M05;EL;2013;9074
NR;M05;EL;2012;8809
NR;M05;EL;2011;9276
NR;M05;EL;2010;8898
NR;M05;EL;2009;8859
NR;M05;EL;2008;9061
NR;M05;EL;2007;8555
NR;M05;EL;2006;9012
NR;M05;EL;2005;8590
NR;M05;EL;2004;8366
NR;M05;EL;2003;8794
NR;M05;EL;2002;8817
NR;M05;EL;2001;8503
NR;M05;EL;2000;8190
NR;M05;EL;1999;8091
NR;M05;EL;1998;7957
NR;M05;EL;1997;8670
NR;M05;EL;1996;8181
NR;M05;EL;1995;8413
NR;M05;EL;1994;8068
NR;M05;EL;1993;8004
NR;M05;EL;1992;7671
NR;M05;EL;1991;7716
NR;M05;EL;1990;7463
NR;M05;EL;1989;7399
NR;M05;EL;1988;7394
NR;M05;EL;1987;7520
NR;M05;EL;1986;7501
NR;M05;EL;1985;7226
NR;M05;EL;1984;7597
NR;M05;EL;1983;7033
NR;M05;EL;1982;7139
NR;M05;EL;1981;6764
NR;M05;EL;1980;6826
NR;M05;EL;1979;6867
NR;M05;EL;1978;6641
NR;M05;EL;1977;6369
NR;M05;EL;1976;6469
NR;M05;EL;1975;6120
NR;M05;EL;1974;6137
NR;M05;EL;1973;6077
NR;M05;EL;1972;5811
NR;M05;EL;1971;5826
NR;M05;EL;1970;5556
NR;M05;EL;1969;5745
NR;M05;EL;1968;5569
NR;M05;EL;1967;5679
NR;M05;EL;1966;5233
NR;M05;EL;1965;5420
NR;M05;EL;1964;5171
NR;M05;EL;1963;5140
NR;M05;EL;1962;5289
NR;M05;EL;1961;4788
NR;M05;EL;1960;4599
NR;M05;ES;2019;33231
NR;M05;ES;2018;33223
NR;M05;ES;2017;33437
NR;M05;ES;2016;32776
NR;M05;ES;2015;32489
NR;M05;ES;2014;31358
NR;M05;ES;2013;31160
NR;M05;ES;2012;32134
NR;M05;ES;2011;30941
NR;M05;ES;2010;31140
NR;M05;ES;2009;31115
NR;M05;ES;2008;29902
NR;M05;ES;2007;30660
NR;M05;ES;2006;29747
NR;M05;ES;2005;29644
NR;M05;ES;2004;29998
NR;M05;ES;2003;30117
NR;M05;ES;2002;28837
NR;M05;ES;2001;30221
NR;M05;ES;2000;28432
NR;M05;ES;1999;28011
NR;M05;ES;1998;28276
NR;M05;ES;1997;27761
NR;M05;ES;1996;28249
NR;M05;ES;1995;27481
NR;M05;ES;1994;26746
NR;M05;ES;1993;26546
NR;M05;ES;1992;26214
NR;M05;ES;1991;27570
NR;M05;ES;1990;25728
NR;M05;ES;1989;26165
NR;M05;ES;1988;24958
NR;M05;ES;1987;24272
NR;M05;ES;1986;24858
NR;M05;ES;1985;25123
NR;M05;ES;1984;24006
NR;M05;ES;1983;23610
NR;M05;ES;1982;23301
NR;M05;ES;1981;23174
NR;M05;ES;1980;22781
NR;M05;ES;1979;23724
NR;M05;ES;1978;23694
NR;M05;ES;1977;24241
NR;M05;ES;1976;24550
NR;M05;ES;1975;23302
NR;M05;ES;1974;NA
NR;M05;ES;1973;NA
NR;M05;ES;1972;NA
NR;M05;ES;1971;NA
NR;M05;ES;1970;23026
NR;M05;ES;1969;22918
NR;M05;ES;1968;21733
NR;M05;ES;1967;22987
NR;M05;ES;1966;23380
NR;M05;ES;1965;21433
NR;M05;ES;1964;19676
NR;M05;ES;1963;21858
NR;M05;ES;1962;19821
NR;M05;ES;1961;20285
NR;M05;ES;1960;20562
NR;M05;EU27_2007;2019;418198
NR;M05;EU27_2007;2018;410989
NR;M05;EU27_2007;2017;421151
NR;M05;EU27_2007;2016;413146
NR;M05;EU27_2007;2015;403819
NR;M05;EU27_2007;2014;397456
NR;M05;EU27_2007;2013;398106
NR;M05;EU27_2007;2012;404875
NR;M05;EU27_2007;2011;397886
NR;M05;EU27_2007;2010;391277
NR;M05;EU27_2007;2009;386353
NR;M05;EU27_2007;2008;392432
NR;M05;EU27_2007;2007;388524
NR;M05;EU27_2007;2006;389412
NR;M05;EU27_2007;2005;394021
NR;M05;EU27_2007;2004;383252
NR;M05;EU27_2007;2003;394459
NR;M05;EU27_2007;2002;391794
NR;M05;EU27_2007;2001;398368
NR;M05;EU27_2007;2000;380768
NR;M05;EU27_2007;1999;NA
NR;M05;EU27_2007;1998;395485
NR;M05;EU27_2007;1997;NA
NR;M05;EU27_2007;1996;398043
NR;M05;EU27_2007;1995;NA
NR;M05;EU27_2007;1994;NA
NR;M05;EU27_2007;1993;NA
NR;M05;EU27_2007;1992;NA
NR;M05;EU27_2007;1991;NA
NR;M05;EU27_2007;1990;NA
NR;M05;EU27_2007;1989;NA
NR;M05;EU27_2007;1988;NA
NR;M05;EU27_2007;1987;NA
NR;M05;EU27_2007;1986;NA
NR;M05;EU27_2007;1985;NA
NR;M05;EU27_2007;1984;NA
NR;M05;EU27_2007;1983;NA
NR;M05;EU27_2007;1982;NA
NR;M05;EU27_2007;1981;NA
NR;M05;EU27_2007;1980;NA
NR;M05;EU27_2007;1979;NA
NR;M05;EU27_2007;1978;NA
NR;M05;EU27_2007;1977;NA
NR;M05;EU27_2007;1976;NA
NR;M05;EU27_2007;1975;NA
NR;M05;EU27_2007;1974;NA
NR;M05;EU27_2007;1973;NA
NR;M05;EU27_2007;1972;NA
NR;M05;EU27_2007;1971;NA
NR;M05;EU27_2007;1970;NA
NR;M05;EU27_2007;1969;NA
NR;M05;EU27_2007;1968;NA
NR;M05;EU27_2007;1967;NA
NR;M05;EU27_2007;1966;NA
NR;M05;EU27_2007;1965;NA
NR;M05;EU27_2007;1964;NA
NR;M05;EU27_2007;1963;NA
NR;M05;EU27_2007;1962;NA
NR;M05;EU27_2007;1961;NA
NR;M05;EU27_2007;1960;NA
NR;M05;EU27_2020;2019;376570
NR;M05;EU27_2020;2018;367948
NR;M05;EU27_2020;2017;375154
NR;M05;EU27_2020;2016;370554
NR;M05;EU27_2020;2015;362923
NR;M05;EU27_2020;2014;356910
NR;M05;EU27_2020;2013;354085
NR;M05;EU27_2020;2012;358800
NR;M05;EU27_2020;2011;356201
NR;M05;EU27_2020;2010;353997
NR;M05;EU27_2020;2009;348893
NR;M05;EU27_2020;2008;352047
NR;M05;EU27_2020;2007;345446
NR;M05;EU27_2020;2006;346617
NR;M05;EU27_2020;2005;351538
NR;M05;EU27_2020;2004;340668
NR;M05;EU27_2020;2003;349384
NR;M05;EU27_2020;2002;347310
NR;M05;EU27_2020;2001;353013
NR;M05;EU27_2020;2000;336836
NR;M05;EU27_2020;1999;NA
NR;M05;EU27_2020;1998;352444
NR;M05;EU27_2020;1997;NA
NR;M05;EU27_2020;1996;350657
NR;M05;EU27_2020;1995;NA
NR;M05;EU27_2020;1994;NA
NR;M05;EU27_2020;1993;NA
NR;M05;EU27_2020;1992;NA
NR;M05;EU27_2020;1991;NA
NR;M05;EU27_2020;1990;NA
NR;M05;EU27_2020;1989;NA
NR;M05;EU27_2020;1988;NA
NR;M05;EU27_2020;1987;NA
NR;M05;EU27_2020;1986;NA
NR;M05;EU27_2020;1985;NA
NR;M05;EU27_2020;1984;NA
NR;M05;EU27_2020;1983;NA
NR;M05;EU27_2020;1982;NA
NR;M05;EU27_2020;1981;NA
NR;M05;EU27_2020;1980;NA
NR;M05;EU27_2020;1979;NA
NR;M05;EU27_2020;1978;NA
NR;M05;EU27_2020;1977;NA
NR;M05;EU27_2020;1976;NA
NR;M05;EU27_2020;1975;NA
NR;M05;EU27_2020;1974;NA
NR;M05;EU27_2020;1973;NA
NR;M05;EU27_2020;1972;NA
NR;M05;EU27_2020;1971;NA
NR;M05;EU27_2020;1970;NA
NR;M05;EU27_2020;1969;NA
NR;M05;EU27_2020;1968;NA
NR;M05;EU27_2020;1967;NA
NR;M05;EU27_2020;1966;NA
NR;M05;EU27_2020;1965;NA
NR;M05;EU27_2020;1964;NA
NR;M05;EU27_2020;1963;NA
NR;M05;EU27_2020;1962;NA
NR;M05;EU27_2020;1961;NA
NR;M05;EU27_2020;1960;NA
NR;M05;EU28;2019;422505
NR;M05;EU28;2018;415071
NR;M05;EU28;2017;425345
NR;M05;EU28;2016;417509
NR;M05;EU28;2015;408005
NR;M05;EU28;2014;401639
NR;M05;EU28;2013;402038
NR;M05;EU28;2012;409069
NR;M05;EU28;2011;402141
NR;M05;EU28;2010;395518
NR;M05;EU28;2009;390573
NR;M05;EU28;2008;396735
NR;M05;EU28;2007;392823
NR;M05;EU28;2006;393649
NR;M05;EU28;2005;398349
NR;M05;EU28;2004;387349
NR;M05;EU28;2003;398642
NR;M05;EU28;2002;395889
NR;M05;EU28;2001;402452
NR;M05;EU28;2000;384699
NR;M05;EU28;1999;NA
NR;M05;EU28;1998;399761
NR;M05;EU28;1997;NA
NR;M05;EU28;1996;402212
NR;M05;EU28;1995;NA
NR;M05;EU28;1994;NA
NR;M05;EU28;1993;NA
NR;M05;EU28;1992;NA
NR;M05;EU28;1991;NA
NR;M05;EU28;1990;NA
NR;M05;EU28;1989;NA
NR;M05;EU28;1988;NA
NR;M05;EU28;1987;NA
NR;M05;EU28;1986;NA
NR;M05;EU28;1985;NA
NR;M05;EU28;1984;NA
NR;M05;EU28;1983;NA
NR;M05;EU28;1982;NA
NR;M05;EU28;1981;NA
NR;M05;EU28;1980;NA
NR;M05;EU28;1979;NA
NR;M05;EU28;1978;NA
NR;M05;EU28;1977;NA
NR;M05;EU28;1976;NA
NR;M05;EU28;1975;NA
NR;M05;EU28;1974;NA
NR;M05;EU28;1973;NA
NR;M05;EU28;1972;NA
NR;M05;EU28;1971;NA
NR;M05;EU28;1970;NA
NR;M05;EU28;1969;NA
NR;M05;EU28;1968;NA
NR;M05;EU28;1967;NA
NR;M05;EU28;1966;NA
NR;M05;EU28;1965;NA
NR;M05;EU28;1964;NA
NR;M05;EU28;1963;NA
NR;M05;EU28;1962;NA
NR;M05;EU28;1961;NA
NR;M05;EU28;1960;NA
NR;M05;FI;2019;4353
NR;M05;FI;2018;4247
NR;M05;FI;2017;4521
NR;M05;FI;2016;4321
NR;M05;FI;2015;4262
NR;M05;FI;2014;4492
NR;M05;FI;2013;4327
NR;M05;FI;2012;4198
NR;M05;FI;2011;4246
NR;M05;FI;2010;4195
NR;M05;FI;2009;4118
NR;M05;FI;2008;4067
NR;M05;FI;2007;3974
NR;M05;FI;2006;4025
NR;M05;FI;2005;4160
NR;M05;FI;2004;3925
NR;M05;FI;2003;3916
NR;M05;FI;2002;4044
NR;M05;FI;2001;4087
NR;M05;FI;2000;3987
NR;M05;FI;1999;4001
NR;M05;FI;1998;3890
NR;M05;FI;1997;4060
NR;M05;FI;1996;4027
NR;M05;FI;1995;4243
NR;M05;FI;1994;3868
NR;M05;FI;1993;4008
NR;M05;FI;1992;4135
NR;M05;FI;1991;4043
NR;M05;FI;1990;4074
NR;M05;FI;1989;3866
NR;M05;FI;1988;4033
NR;M05;FI;1987;4039
NR;M05;FI;1986;3917
NR;M05;FI;1985;4097
NR;M05;FI;1984;3728
NR;M05;FI;1983;3739
NR;M05;FI;1982;3728
NR;M05;FI;1981;3693
NR;M05;FI;1980;3540
NR;M05;FI;1979;3791
NR;M05;FI;1978;3716
NR;M05;FI;1977;3708
NR;M05;FI;1976;3589
NR;M05;FI;1975;3633
NR;M05;FI;1974;3811
NR;M05;FI;1973;3427
NR;M05;FI;1972;3479
NR;M05;FI;1971;4080
NR;M05;FI;1970;3702
NR;M05;FI;1969;3844
NR;M05;FI;1968;3680
NR;M05;FI;1967;3726
NR;M05;FI;1966;3764
NR;M05;FI;1965;3574
NR;M05;FI;1964;3643
NR;M05;FI;1963;3520
NR;M05;FI;1962;3469
NR;M05;FI;1961;3540
NR;M05;FI;1960;3458
NR;M05;FR;2019;49100
NR;M05;FR;2018;47853
NR;M05;FR;2017;48403
NR;M05;FR;2016;48053
NR;M05;FR;2015;46244
NR;M05;FR;2014;45478
NR;M05;FR;2013;45307
NR;M05;FR;2012;45855
NR;M05;FR;2011;44187
NR;M05;FR;2010;44771
NR;M05;FR;2009;43720
NR;M05;FR;2008;43874
NR;M05;FR;2007;41947
NR;M05;FR;2006;42461
NR;M05;FR;2005;43350
NR;M05;FR;2004;42130
NR;M05;FR;2003;43783
NR;M05;FR;2002;43782
NR;M05;FR;2001;45059
NR;M05;FR;2000;42530
NR;M05;FR;1999;43546
NR;M05;FR;1998;44779
NR;M05;FR;1997;43400
NR;M05;FR;1996;44395
NR;M05;FR;1995;44721
NR;M05;FR;1994;NA
NR;M05;FR;1993;NA
NR;M05;FR;1992;NA
NR;M05;FR;1991;NA
NR;M05;FR;1990;NA
