unit;month;geo;year;value
NR;M06;PT;2017;8221
NR;M06;PT;2016;8156
NR;M06;PT;2015;7768
NR;M06;PT;2014;7715
NR;M06;PT;2013;8207
NR;M06;PT;2012;7507
NR;M06;PT;2011;7491
NR;M06;PT;2010;7591
NR;M06;PT;2009;7680
NR;M06;PT;2008;7941
NR;M06;PT;2007;7441
NR;M06;PT;2006;7330
NR;M06;PT;2005;7506
NR;M06;PT;2004;7733
NR;M06;PT;2003;8016
NR;M06;PT;2002;7824
NR;M06;PT;2001;7795
NR;M06;PT;2000;7952
NR;M06;PT;1999;7361
NR;M06;PT;1998;8051
NR;M06;PT;1997;7398
NR;M06;PT;1996;8242
NR;M06;PT;1995;7474
NR;M06;PT;1994;7523
NR;M06;PT;1993;7713
NR;M06;PT;1992;7211
NR;M06;PT;1991;7260
NR;M06;PT;1990;6956
NR;M06;PT;1989;7135
NR;M06;PT;1988;7155
NR;M06;PT;1987;7148
NR;M06;PT;1986;6948
NR;M06;PT;1985;6958
NR;M06;PT;1984;7489
NR;M06;PT;1983;7107
NR;M06;PT;1982;6840
NR;M06;PT;1981;8889
NR;M06;PT;1980;6849
NR;M06;PT;1979;6863
NR;M06;PT;1978;6801
NR;M06;PT;1977;7096
NR;M06;PT;1976;7249
NR;M06;PT;1975;6937
NR;M06;PT;1974;6346
NR;M06;PT;1973;6613
NR;M06;PT;1972;6103
NR;M06;PT;1971;7054
NR;M06;PT;1970;6042
NR;M06;PT;1969;7029
NR;M06;PT;1968;6533
NR;M06;PT;1967;6498
NR;M06;PT;1966;7165
NR;M06;PT;1965;6289
NR;M06;PT;1964;6354
NR;M06;PT;1963;6541
NR;M06;PT;1962;6894
NR;M06;PT;1961;6904
NR;M06;PT;1960;6407
NR;M06;RO;2019;19844
NR;M06;RO;2018;19312
NR;M06;RO;2017;20027
NR;M06;RO;2016;20952
NR;M06;RO;2015;19474
NR;M06;RO;2014;19483
NR;M06;RO;2013;19646
NR;M06;RO;2012;19863
NR;M06;RO;2011;18964
NR;M06;RO;2010;20515
NR;M06;RO;2009;19265
NR;M06;RO;2008;19768
NR;M06;RO;2007;18955
NR;M06;RO;2006;20853
NR;M06;RO;2005;20116
NR;M06;RO;2004;19525
NR;M06;RO;2003;19965
NR;M06;RO;2002;20297
NR;M06;RO;2001;19500
NR;M06;RO;2000;18678
NR;M06;RO;1999;18932
NR;M06;RO;1998;20781
NR;M06;RO;1997;21959
NR;M06;RO;1996;20885
NR;M06;RO;1995;21085
NR;M06;RO;1994;NA
NR;M06;RO;1993;NA
NR;M06;RO;1992;NA
NR;M06;RO;1991;NA
NR;M06;RO;1990;NA
NR;M06;RO;1989;NA
NR;M06;RO;1988;NA
NR;M06;RO;1987;NA
NR;M06;RO;1986;NA
NR;M06;RO;1985;NA
NR;M06;RO;1984;NA
NR;M06;RO;1983;NA
NR;M06;RO;1982;NA
NR;M06;RO;1981;NA
NR;M06;RO;1980;NA
NR;M06;RO;1979;NA
NR;M06;RO;1978;NA
NR;M06;RO;1977;NA
NR;M06;RO;1976;NA
NR;M06;RO;1975;NA
NR;M06;RO;1974;NA
NR;M06;RO;1973;NA
NR;M06;RO;1972;NA
NR;M06;RO;1971;NA
NR;M06;RO;1970;NA
NR;M06;RO;1969;NA
NR;M06;RO;1968;NA
NR;M06;RO;1967;NA
NR;M06;RO;1966;NA
NR;M06;RO;1965;NA
NR;M06;RO;1964;NA
NR;M06;RO;1963;NA
NR;M06;RO;1962;NA
NR;M06;RO;1961;NA
NR;M06;RO;1960;NA
NR;M06;RS;2019;NA
NR;M06;RS;2018;7403
NR;M06;RS;2017;7861
NR;M06;RS;2016;7812
NR;M06;RS;2015;7754
NR;M06;RS;2014;7663
NR;M06;RS;2013;8135
NR;M06;RS;2012;8043
NR;M06;RS;2011;7833
NR;M06;RS;2010;8502
NR;M06;RS;2009;7942
NR;M06;RS;2008;8010
NR;M06;RS;2007;8116
NR;M06;RS;2006;8762
NR;M06;RS;2005;8312
NR;M06;RS;2004;8136
NR;M06;RS;2003;8164
NR;M06;RS;2002;8327
NR;M06;RS;2001;7824
NR;M06;RS;2000;7762
NR;M06;RS;1999;NA
NR;M06;RS;1998;NA
NR;M06;RS;1997;NA
NR;M06;RS;1996;NA
NR;M06;RS;1995;NA
NR;M06;RS;1994;NA
NR;M06;RS;1993;NA
NR;M06;RS;1992;NA
NR;M06;RS;1991;NA
NR;M06;RS;1990;NA
NR;M06;RS;1989;NA
NR;M06;RS;1988;NA
NR;M06;RS;1987;NA
NR;M06;RS;1986;NA
NR;M06;RS;1985;NA
NR;M06;RS;1984;NA
NR;M06;RS;1983;NA
NR;M06;RS;1982;NA
NR;M06;RS;1981;NA
NR;M06;RS;1980;NA
NR;M06;RS;1979;NA
NR;M06;RS;1978;NA
NR;M06;RS;1977;NA
NR;M06;RS;1976;NA
NR;M06;RS;1975;NA
NR;M06;RS;1974;NA
NR;M06;RS;1973;NA
NR;M06;RS;1972;NA
NR;M06;RS;1971;NA
NR;M06;RS;1970;NA
NR;M06;RS;1969;NA
NR;M06;RS;1968;NA
NR;M06;RS;1967;NA
NR;M06;RS;1966;NA
NR;M06;RS;1965;NA
NR;M06;RS;1964;NA
NR;M06;RS;1963;NA
NR;M06;RS;1962;NA
NR;M06;RS;1961;NA
NR;M06;RS;1960;NA
NR;M06;RU;2019;NA
NR;M06;RU;2018;NA
NR;M06;RU;2017;NA
NR;M06;RU;2016;NA
NR;M06;RU;2015;NA
NR;M06;RU;2014;NA
NR;M06;RU;2013;151566
NR;M06;RU;2012;NA
NR;M06;RU;2011;155968
NR;M06;RU;2010;165324
NR;M06;RU;2009;162603
NR;M06;RU;2008;168772
NR;M06;RU;2007;165893
NR;M06;RU;2006;177702
NR;M06;RU;2005;182151
NR;M06;RU;2004;NA
NR;M06;RU;2003;NA
NR;M06;RU;2002;NA
NR;M06;RU;2001;NA
NR;M06;RU;2000;NA
NR;M06;RU;1999;NA
NR;M06;RU;1998;NA
NR;M06;RU;1997;NA
NR;M06;RU;1996;NA
NR;M06;RU;1995;NA
NR;M06;RU;1994;NA
NR;M06;RU;1993;NA
NR;M06;RU;1992;NA
NR;M06;RU;1991;NA
NR;M06;RU;1990;NA
NR;M06;RU;1989;NA
NR;M06;RU;1988;NA
NR;M06;RU;1987;NA
NR;M06;RU;1986;NA
NR;M06;RU;1985;NA
NR;M06;RU;1984;NA
NR;M06;RU;1983;NA
NR;M06;RU;1982;NA
NR;M06;RU;1981;NA
NR;M06;RU;1980;NA
NR;M06;RU;1979;NA
NR;M06;RU;1978;NA
NR;M06;RU;1977;NA
NR;M06;RU;1976;NA
NR;M06;RU;1975;NA
NR;M06;RU;1974;NA
NR;M06;RU;1973;NA
NR;M06;RU;1972;NA
NR;M06;RU;1971;NA
NR;M06;RU;1970;NA
NR;M06;RU;1969;NA
NR;M06;RU;1968;NA
NR;M06;RU;1967;NA
NR;M06;RU;1966;NA
NR;M06;RU;1965;NA
NR;M06;RU;1964;NA
NR;M06;RU;1963;NA
NR;M06;RU;1962;NA
NR;M06;RU;1961;NA
NR;M06;RU;1960;NA
NR;M06;SE;2019;6628
NR;M06;SE;2018;6663
NR;M06;SE;2017;6837
NR;M06;SE;2016;6703
NR;M06;SE;2015;6846
NR;M06;SE;2014;6816
NR;M06;SE;2013;6836
NR;M06;SE;2012;6790
NR;M06;SE;2011;6709
NR;M06;SE;2010;6854
NR;M06;SE;2009;6814
NR;M06;SE;2008;7072
NR;M06;SE;2007;7059
NR;M06;SE;2006;7156
NR;M06;SE;2005;7142
NR;M06;SE;2004;6976
NR;M06;SE;2003;6879
NR;M06;SE;2002;7054
NR;M06;SE;2001;7471
NR;M06;SE;2000;7032
NR;M06;SE;1999;6931
NR;M06;SE;1998;7006
NR;M06;SE;1997;7289
NR;M06;SE;1996;7158
NR;M06;SE;1995;7341
NR;M06;SE;1994;7072
NR;M06;SE;1993;7264
NR;M06;SE;1992;7535
NR;M06;SE;1991;7642
NR;M06;SE;1990;7421
NR;M06;SE;1989;7526
NR;M06;SE;1988;7472
NR;M06;SE;1987;7557
NR;M06;SE;1986;7456
NR;M06;SE;1985;7286
NR;M06;SE;1984;7067
NR;M06;SE;1983;7151
NR;M06;SE;1982;7349
NR;M06;SE;1981;7063
NR;M06;SE;1980;7322
NR;M06;SE;1979;7238
NR;M06;SE;1978;7033
NR;M06;SE;1977;7021
NR;M06;SE;1976;7202
NR;M06;SE;1975;7224
NR;M06;SE;1974;6936
NR;M06;SE;1973;7111
NR;M06;SE;1972;6767
NR;M06;SE;1971;6657
NR;M06;SE;1970;6431
NR;M06;SE;1969;6807
NR;M06;SE;1968;6644
NR;M06;SE;1967;6547
NR;M06;SE;1966;6561
NR;M06;SE;1965;6051
NR;M06;SE;1964;6253
NR;M06;SE;1963;5840
NR;M06;SE;1962;6263
NR;M06;SE;1961;5906
NR;M06;SE;1960;5772
NR;M06;SI;2019;1458
NR;M06;SI;2018;1480
NR;M06;SI;2017;1464
NR;M06;SI;2016;1459
NR;M06;SI;2015;1440
NR;M06;SI;2014;1458
NR;M06;SI;2013;1568
NR;M06;SI;2012;1427
NR;M06;SI;2011;1413
NR;M06;SI;2010;1503
NR;M06;SI;2009;1453
NR;M06;SI;2008;1488
NR;M06;SI;2007;1474
NR;M06;SI;2006;1570
NR;M06;SI;2005;1445
NR;M06;SI;2004;1449
NR;M06;SI;2003;1467
NR;M06;SI;2002;1596
NR;M06;SI;2001;1442
NR;M06;SI;2000;1367
NR;M06;SI;1999;1382
NR;M06;SI;1998;1473
NR;M06;SI;1997;1484
NR;M06;SI;1996;1525
NR;M06;SI;1995;1438
NR;M06;SI;1994;1494
NR;M06;SI;1993;1418
NR;M06;SI;1992;1448
NR;M06;SI;1991;1559
NR;M06;SI;1990;1499
NR;M06;SI;1989;1463
NR;M06;SI;1988;1468
NR;M06;SI;1987;1594
NR;M06;SI;1986;1441
NR;M06;SI;1985;1516
NR;M06;SI;1984;1644
NR;M06;SI;1983;1556
NR;M06;SI;1982;1492
NR;M06;SI;1981;1381
NR;M06;SI;1980;1453
NR;M06;SI;1979;1392
NR;M06;SI;1978;1374
NR;M06;SI;1977;1452
NR;M06;SI;1976;NA
NR;M06;SI;1975;NA
NR;M06;SI;1974;NA
NR;M06;SI;1973;NA
NR;M06;SI;1972;NA
NR;M06;SI;1971;NA
NR;M06;SI;1970;NA
NR;M06;SI;1969;NA
NR;M06;SI;1968;NA
NR;M06;SI;1967;NA
NR;M06;SI;1966;NA
NR;M06;SI;1965;NA
NR;M06;SI;1964;NA
NR;M06;SI;1963;NA
NR;M06;SI;1962;NA
NR;M06;SI;1961;NA
NR;M06;SI;1960;NA
NR;M06;SK;2019;4043
NR;M06;SK;2018;4002
NR;M06;SK;2017;3941
NR;M06;SK;2016;4030
NR;M06;SK;2015;4124
NR;M06;SK;2014;4079
NR;M06;SK;2013;4224
NR;M06;SK;2012;4141
NR;M06;SK;2011;4035
NR;M06;SK;2010;4237
NR;M06;SK;2009;4208
NR;M06;SK;2008;4135
NR;M06;SK;2007;4093
NR;M06;SK;2006;4459
NR;M06;SK;2005;4123
NR;M06;SK;2004;4104
NR;M06;SK;2003;4189
NR;M06;SK;2002;4208
NR;M06;SK;2001;4177
NR;M06;SK;2000;4179
NR;M06;SK;1999;4010
NR;M06;SK;1998;4314
NR;M06;SK;1997;4233
NR;M06;SK;1996;3985
NR;M06;SK;1995;NA
NR;M06;SK;1994;NA
NR;M06;SK;1993;NA
NR;M06;SK;1992;NA
NR;M06;SK;1991;NA
NR;M06;SK;1990;NA
NR;M06;SK;1989;NA
NR;M06;SK;1988;NA
NR;M06;SK;1987;NA
NR;M06;SK;1986;NA
NR;M06;SK;1985;NA
NR;M06;SK;1984;NA
NR;M06;SK;1983;NA
NR;M06;SK;1982;NA
NR;M06;SK;1981;NA
NR;M06;SK;1980;NA
NR;M06;SK;1979;NA
NR;M06;SK;1978;NA
NR;M06;SK;1977;NA
NR;M06;SK;1976;NA
NR;M06;SK;1975;NA
NR;M06;SK;1974;NA
NR;M06;SK;1973;NA
NR;M06;SK;1972;NA
NR;M06;SK;1971;NA
NR;M06;SK;1970;NA
NR;M06;SK;1969;NA
NR;M06;SK;1968;NA
NR;M06;SK;1967;NA
NR;M06;SK;1966;NA
NR;M06;SK;1965;NA
NR;M06;SK;1964;NA
NR;M06;SK;1963;NA
NR;M06;SK;1962;NA
NR;M06;SK;1961;NA
NR;M06;SK;1960;NA
NR;M06;SM;2019;NA
NR;M06;SM;2018;NA
NR;M06;SM;2017;27
NR;M06;SM;2016;NA
NR;M06;SM;2015;NA
NR;M06;SM;2014;NA
NR;M06;SM;2013;NA
NR;M06;SM;2012;17
NR;M06;SM;2011;NA
NR;M06;SM;2010;NA
NR;M06;SM;2009;NA
NR;M06;SM;2008;NA
NR;M06;SM;2007;NA
NR;M06;SM;2006;NA
NR;M06;SM;2005;19
NR;M06;SM;2004;NA
NR;M06;SM;2003;NA
NR;M06;SM;2002;NA
NR;M06;SM;2001;NA
NR;M06;SM;2000;NA
NR;M06;SM;1999;NA
NR;M06;SM;1998;NA
NR;M06;SM;1997;NA
NR;M06;SM;1996;NA
NR;M06;SM;1995;NA
NR;M06;SM;1994;NA
NR;M06;SM;1993;NA
NR;M06;SM;1992;NA
NR;M06;SM;1991;NA
NR;M06;SM;1990;NA
NR;M06;SM;1989;NA
NR;M06;SM;1988;NA
NR;M06;SM;1987;NA
NR;M06;SM;1986;NA
NR;M06;SM;1985;NA
NR;M06;SM;1984;NA
NR;M06;SM;1983;NA
NR;M06;SM;1982;NA
NR;M06;SM;1981;NA
NR;M06;SM;1980;NA
NR;M06;SM;1979;NA
NR;M06;SM;1978;NA
NR;M06;SM;1977;NA
NR;M06;SM;1976;NA
NR;M06;SM;1975;NA
NR;M06;SM;1974;NA
NR;M06;SM;1973;NA
NR;M06;SM;1972;NA
NR;M06;SM;1971;NA
NR;M06;SM;1970;NA
NR;M06;SM;1969;NA
NR;M06;SM;1968;NA
NR;M06;SM;1967;NA
NR;M06;SM;1966;NA
NR;M06;SM;1965;NA
NR;M06;SM;1964;NA
NR;M06;SM;1963;NA
NR;M06;SM;1962;NA
NR;M06;SM;1961;NA
NR;M06;SM;1960;NA
NR;M06;TR;2019;NA
NR;M06;TR;2018;32993
NR;M06;TR;2017;32911
NR;M06;TR;2016;33824
NR;M06;TR;2015;30559
NR;M06;TR;2014;30968
NR;M06;TR;2013;29528
NR;M06;TR;2012;30451
NR;M06;TR;2011;28806
NR;M06;TR;2010;28937
NR;M06;TR;2009;29119
NR;M06;TR;2008;NA
NR;M06;TR;2007;NA
NR;M06;TR;2006;NA
NR;M06;TR;2005;NA
NR;M06;TR;2004;26865
NR;M06;TR;2003;NA
NR;M06;TR;2002;NA
NR;M06;TR;2001;NA
NR;M06;TR;2000;NA
NR;M06;TR;1999;NA
NR;M06;TR;1998;NA
NR;M06;TR;1997;NA
NR;M06;TR;1996;NA
NR;M06;TR;1995;NA
NR;M06;TR;1994;NA
NR;M06;TR;1993;NA
NR;M06;TR;1992;NA
NR;M06;TR;1991;NA
NR;M06;TR;1990;NA
NR;M06;TR;1989;NA
NR;M06;TR;1988;NA
NR;M06;TR;1987;NA
NR;M06;TR;1986;NA
NR;M06;TR;1985;NA
NR;M06;TR;1984;NA
NR;M06;TR;1983;NA
NR;M06;TR;1982;NA
NR;M06;TR;1981;NA
NR;M06;TR;1980;NA
NR;M06;TR;1979;NA
NR;M06;TR;1978;NA
NR;M06;TR;1977;NA
NR;M06;TR;1976;NA
NR;M06;TR;1975;NA
NR;M06;TR;1974;NA
NR;M06;TR;1973;NA
NR;M06;TR;1972;NA
NR;M06;TR;1971;NA
NR;M06;TR;1970;NA
NR;M06;TR;1969;NA
NR;M06;TR;1968;NA
NR;M06;TR;1967;NA
NR;M06;TR;1966;NA
NR;M06;TR;1965;NA
NR;M06;TR;1964;NA
NR;M06;TR;1963;NA
NR;M06;TR;1962;NA
NR;M06;TR;1961;NA
NR;M06;TR;1960;NA
NR;M06;UA;2019;NA
NR;M06;UA;2018;43796
NR;M06;UA;2017;44565
NR;M06;UA;2016;47181
NR;M06;UA;2015;45851
NR;M06;UA;2014;43730
NR;M06;UA;2013;48130
NR;M06;UA;2012;50352
NR;M06;UA;2011;51511
NR;M06;UA;2010;56286
NR;M06;UA;2009;NA
NR;M06;UA;2008;56099
NR;M06;UA;2007;54115
NR;M06;UA;2006;59649
NR;M06;UA;2005;58486
NR;M06;UA;2004;NA
NR;M06;UA;2003;NA
NR;M06;UA;2002;NA
NR;M06;UA;2001;NA
NR;M06;UA;2000;NA
NR;M06;UA;1999;NA
NR;M06;UA;1998;NA
NR;M06;UA;1997;NA
NR;M06;UA;1996;NA
NR;M06;UA;1995;NA
NR;M06;UA;1994;NA
NR;M06;UA;1993;NA
NR;M06;UA;1992;NA
NR;M06;UA;1991;NA
NR;M06;UA;1990;NA
NR;M06;UA;1989;NA
NR;M06;UA;1988;NA
NR;M06;UA;1987;NA
NR;M06;UA;1986;NA
NR;M06;UA;1985;NA
NR;M06;UA;1984;NA
NR;M06;UA;1983;NA
NR;M06;UA;1982;NA
NR;M06;UA;1981;NA
NR;M06;UA;1980;NA
NR;M06;UA;1979;NA
NR;M06;UA;1978;NA
NR;M06;UA;1977;NA
NR;M06;UA;1976;NA
NR;M06;UA;1975;NA
NR;M06;UA;1974;NA
NR;M06;UA;1973;NA
NR;M06;UA;1972;NA
NR;M06;UA;1971;NA
NR;M06;UA;1970;NA
NR;M06;UA;1969;NA
NR;M06;UA;1968;NA
NR;M06;UA;1967;NA
NR;M06;UA;1966;NA
NR;M06;UA;1965;NA
NR;M06;UA;1964;NA
NR;M06;UA;1963;NA
NR;M06;UA;1962;NA
NR;M06;UA;1961;NA
NR;M06;UA;1960;NA
NR;M06;UK;2019;35227
NR;M06;UK;2018;44279
NR;M06;UK;2017;47625
NR;M06;UK;2016;47433
NR;M06;UK;2015;47798
NR;M06;UK;2014;43552
NR;M06;UK;2013;40698
NR;M06;UK;2012;41966
NR;M06;UK;2011;45486
NR;M06;UK;2010;45720
NR;M06;UK;2009;44311
NR;M06;UK;2008;43249
NR;M06;UK;2007;43384
NR;M06;UK;2006;44957
NR;M06;UK;2005;47359
NR;M06;UK;2004;45191
NR;M06;UK;2003;45657
NR;M06;UK;2002;46378
NR;M06;UK;2001;46211
NR;M06;UK;2000;46283
NR;M06;UK;1999;46604
NR;M06;UK;1998;50427
NR;M06;UK;1997;47077
NR;M06;UK;1996;44730
NR;M06;UK;1995;49143
NR;M06;UK;1994;49397
NR;M06;UK;1993;48691
NR;M06;UK;1992;47981
NR;M06;UK;1991;46773
NR;M06;UK;1990;48598
NR;M06;UK;1989;50258
NR;M06;UK;1988;52075
NR;M06;UK;1987;50351
NR;M06;UK;1986;49461
NR;M06;UK;1985;49287
NR;M06;UK;1984;48537
NR;M06;UK;1983;49853
NR;M06;UK;1982;48806
NR;M06;UK;1981;NA
NR;M06;UK;1980;49462
NR;M06;UK;1979;49492
NR;M06;UK;1978;50055
NR;M06;UK;1977;49660
NR;M06;UK;1976;50431
NR;M06;UK;1975;50813
NR;M06;UK;1974;49147
NR;M06;UK;1973;48902
NR;M06;UK;1972;49992
NR;M06;UK;1971;49551
NR;M06;UK;1970;48235
NR;M06;UK;1969;47518
NR;M06;UK;1968;45728
NR;M06;UK;1967;46310
NR;M06;UK;1966;45303
NR;M06;UK;1965;45693
NR;M06;UK;1964;44606
NR;M06;UK;1963;NA
NR;M06;UK;1962;45021
NR;M06;UK;1961;45167
NR;M06;UK;1960;42722
NR;M06;XK;2019;NA
NR;M06;XK;2018;720
NR;M06;XK;2017;680
NR;M06;XK;2016;653
NR;M06;XK;2015;573
NR;M06;XK;2014;NA
NR;M06;XK;2013;NA
NR;M06;XK;2012;NA
NR;M06;XK;2011;573
NR;M06;XK;2010;NA
NR;M06;XK;2009;NA
NR;M06;XK;2008;524
NR;M06;XK;2007;559
NR;M06;XK;2006;631
NR;M06;XK;2005;549
NR;M06;XK;2004;NA
NR;M06;XK;2003;519
NR;M06;XK;2002;343
NR;M06;XK;2001;NA
NR;M06;XK;2000;NA
NR;M06;XK;1999;NA
NR;M06;XK;1998;NA
NR;M06;XK;1997;NA
NR;M06;XK;1996;NA
NR;M06;XK;1995;NA
NR;M06;XK;1994;NA
NR;M06;XK;1993;NA
NR;M06;XK;1992;NA
NR;M06;XK;1991;NA
NR;M06;XK;1990;NA
NR;M06;XK;1989;NA
NR;M06;XK;1988;NA
NR;M06;XK;1987;NA
NR;M06;XK;1986;NA
NR;M06;XK;1985;NA
NR;M06;XK;1984;NA
NR;M06;XK;1983;NA
NR;M06;XK;1982;NA
NR;M06;XK;1981;NA
NR;M06;XK;1980;NA
NR;M06;XK;1979;NA
NR;M06;XK;1978;NA
NR;M06;XK;1977;NA
NR;M06;XK;1976;NA
NR;M06;XK;1975;NA
NR;M06;XK;1974;NA
NR;M06;XK;1973;NA
NR;M06;XK;1972;NA
NR;M06;XK;1971;NA
NR;M06;XK;1970;NA
NR;M06;XK;1969;NA
NR;M06;XK;1968;NA
NR;M06;XK;1967;NA
NR;M06;XK;1966;NA
NR;M06;XK;1965;NA
NR;M06;XK;1964;NA
NR;M06;XK;1963;NA
NR;M06;XK;1962;NA
NR;M06;XK;1961;NA
NR;M06;XK;1960;NA
NR;M07;AD;2019;NA
NR;M07;AD;2018;23
NR;M07;AD;2017;NA
NR;M07;AD;2016;NA
NR;M07;AD;2015;NA
NR;M07;AD;2014;NA
NR;M07;AD;2013;NA
NR;M07;AD;2012;21
NR;M07;AD;2011;11
NR;M07;AD;2010;25
NR;M07;AD;2009;21
NR;M07;AD;2008;15
NR;M07;AD;2007;19
NR;M07;AD;2006;22
NR;M07;AD;2005;21
NR;M07;AD;2004;NA
NR;M07;AD;2003;NA
NR;M07;AD;2002;NA
NR;M07;AD;2001;NA
NR;M07;AD;2000;NA
NR;M07;AD;1999;NA
NR;M07;AD;1998;NA
NR;M07;AD;1997;NA
NR;M07;AD;1996;NA
NR;M07;AD;1995;NA
NR;M07;AD;1994;NA
NR;M07;AD;1993;NA
NR;M07;AD;1992;NA
NR;M07;AD;1991;NA
NR;M07;AD;1990;NA
NR;M07;AD;1989;NA
NR;M07;AD;1988;NA
NR;M07;AD;1987;NA
NR;M07;AD;1986;NA
NR;M07;AD;1985;NA
NR;M07;AD;1984;NA
NR;M07;AD;1983;NA
NR;M07;AD;1982;NA
NR;M07;AD;1981;NA
NR;M07;AD;1980;NA
NR;M07;AD;1979;NA
NR;M07;AD;1978;NA
NR;M07;AD;1977;NA
NR;M07;AD;1976;NA
NR;M07;AD;1975;NA
NR;M07;AD;1974;NA
NR;M07;AD;1973;NA
NR;M07;AD;1972;NA
NR;M07;AD;1971;NA
NR;M07;AD;1970;NA
NR;M07;AD;1969;NA
NR;M07;AD;1968;NA
NR;M07;AD;1967;NA
NR;M07;AD;1966;NA
NR;M07;AD;1965;NA
NR;M07;AD;1964;NA
NR;M07;AD;1963;NA
NR;M07;AD;1962;NA
NR;M07;AD;1961;NA
NR;M07;AD;1960;NA
NR;M07;AL;2019;NA
NR;M07;AL;2018;1641
NR;M07;AL;2017;1788
NR;M07;AL;2016;1643
NR;M07;AL;2015;2008
NR;M07;AL;2014;1531
NR;M07;AL;2013;1551
NR;M07;AL;2012;NA
NR;M07;AL;2011;NA
NR;M07;AL;2010;NA
NR;M07;AL;2009;NA
NR;M07;AL;2008;NA
NR;M07;AL;2007;NA
NR;M07;AL;2006;1269
NR;M07;AL;2005;1073
NR;M07;AL;2004;1326
NR;M07;AL;2003;NA
NR;M07;AL;2002;NA
NR;M07;AL;2001;NA
NR;M07;AL;2000;NA
NR;M07;AL;1999;NA
NR;M07;AL;1998;1313
NR;M07;AL;1997;NA
NR;M07;AL;1996;NA
NR;M07;AL;1995;NA
NR;M07;AL;1994;NA
NR;M07;AL;1993;NA
NR;M07;AL;1992;NA
NR;M07;AL;1991;NA
NR;M07;AL;1990;NA
NR;M07;AL;1989;NA
NR;M07;AL;1988;NA
NR;M07;AL;1987;NA
NR;M07;AL;1986;NA
NR;M07;AL;1985;NA
NR;M07;AL;1984;NA
NR;M07;AL;1983;NA
NR;M07;AL;1982;NA
NR;M07;AL;1981;NA
NR;M07;AL;1980;NA
NR;M07;AL;1979;NA
NR;M07;AL;1978;NA
NR;M07;AL;1977;NA
NR;M07;AL;1976;NA
NR;M07;AL;1975;NA
NR;M07;AL;1974;NA
NR;M07;AL;1973;NA
NR;M07;AL;1972;NA
NR;M07;AL;1971;NA
NR;M07;AL;1970;NA
NR;M07;AL;1969;NA
NR;M07;AL;1968;NA
NR;M07;AL;1967;NA
NR;M07;AL;1966;NA
NR;M07;AL;1965;NA
NR;M07;AL;1964;NA
NR;M07;AL;1963;NA
NR;M07;AL;1962;NA
NR;M07;AL;1961;NA
NR;M07;AL;1960;NA
NR;M07;AM;2019;NA
NR;M07;AM;2018;2347
NR;M07;AM;2017;2063
NR;M07;AM;2016;2329
NR;M07;AM;2015;2135
NR;M07;AM;2014;2194
NR;M07;AM;2013;NA
NR;M07;AM;2012;NA
NR;M07;AM;2011;NA
NR;M07;AM;2010;NA
NR;M07;AM;2009;2042
NR;M07;AM;2008;2159
NR;M07;AM;2007;2063
NR;M07;AM;2006;1889
NR;M07;AM;2005;1759
NR;M07;AM;2004;NA
NR;M07;AM;2003;NA
NR;M07;AM;2002;NA
NR;M07;AM;2001;NA
NR;M07;AM;2000;NA
NR;M07;AM;1999;NA
NR;M07;AM;1998;NA
NR;M07;AM;1997;NA
NR;M07;AM;1996;NA
NR;M07;AM;1995;NA
NR;M07;AM;1994;NA
NR;M07;AM;1993;NA
NR;M07;AM;1992;NA
NR;M07;AM;1991;NA
NR;M07;AM;1990;NA
NR;M07;AM;1989;NA
NR;M07;AM;1988;NA
NR;M07;AM;1987;NA
NR;M07;AM;1986;NA
NR;M07;AM;1985;NA
NR;M07;AM;1984;NA
NR;M07;AM;1983;NA
NR;M07;AM;1982;NA
NR;M07;AM;1981;NA
NR;M07;AM;1980;NA
NR;M07;AM;1979;NA
NR;M07;AM;1978;NA
NR;M07;AM;1977;NA
NR;M07;AM;1976;NA
NR;M07;AM;1975;NA
NR;M07;AM;1974;NA
NR;M07;AM;1973;NA
NR;M07;AM;1972;NA
NR;M07;AM;1971;NA
NR;M07;AM;1970;NA
NR;M07;AM;1969;NA
NR;M07;AM;1968;NA
NR;M07;AM;1967;NA
NR;M07;AM;1966;NA
NR;M07;AM;1965;NA
NR;M07;AM;1964;NA
NR;M07;AM;1963;NA
NR;M07;AM;1962;NA
NR;M07;AM;1961;NA
NR;M07;AM;1960;NA
NR;M07;AT;2019;6522
NR;M07;AT;2018;6630
NR;M07;AT;2017;6345
NR;M07;AT;2016;6258
NR;M07;AT;2015;6884
NR;M07;AT;2014;6227
NR;M07;AT;2013;6447
NR;M07;AT;2012;6326
NR;M07;AT;2011;6102
NR;M07;AT;2010;6528
NR;M07;AT;2009;6073
NR;M07;AT;2008;5896
NR;M07;AT;2007;6270
NR;M07;AT;2006;6127
NR;M07;AT;2005;5804
NR;M07;AT;2004;5913
NR;M07;AT;2003;6184
NR;M07;AT;2002;6031
NR;M07;AT;2001;5950
NR;M07;AT;2000;5898
NR;M07;AT;1999;5971
NR;M07;AT;1998;6243
NR;M07;AT;1997;6067
NR;M07;AT;1996;6076
NR;M07;AT;1995;6573
NR;M07;AT;1994;6751
NR;M07;AT;1993;6406
NR;M07;AT;1992;6683
NR;M07;AT;1991;6743
NR;M07;AT;1990;6484
NR;M07;AT;1989;6756
NR;M07;AT;1988;6858
NR;M07;AT;1987;6791
NR;M07;AT;1986;6774
NR;M07;AT;1985;7074
NR;M07;AT;1984;7040
