Kod;Nazwa;Item;Year;Value
0000000;POLSKA;ADR;2002;
0000000;POLSKA;ADR;2003;18.6
0000000;POLSKA;ADR;2004;18.7
0000000;POLSKA;ADR;2005;18.9
0000000;POLSKA;ADR;2006;19.0
0000000;POLSKA;ADR;2007;18.9
0000000;POLSKA;ADR;2008;18.9
0000000;POLSKA;ADR;2009;19.0
0000000;POLSKA;ADR;2010;18.9
0000000;POLSKA;ADR;2011;19.4
0000000;POLSKA;ADR;2012;20.1
0000000;POLSKA;ADR;2013;21.0
0000000;POLSKA;ADR;2014;21.9
0000000;POLSKA;ADR;2015;22.8
0000000;POLSKA;ADR;2016;23.9
0000000;POLSKA;ADR;2017;25.0
0000000;POLSKA;ADR;2018;26.1
0000000;POLSKA;ADR;2019;27.2
0000000;POLSKA;65P;2002;
0000000;POLSKA;65P;2003;
0000000;POLSKA;65P;2004;
0000000;POLSKA;65P;2005;
0000000;POLSKA;65P;2006;
0000000;POLSKA;65P;2007;
0000000;POLSKA;65P;2008;
0000000;POLSKA;65P;2009;
0000000;POLSKA;65P;2010;13.5
0000000;POLSKA;65P;2011;13.8
0000000;POLSKA;65P;2012;14.2
0000000;POLSKA;65P;2013;14.7
0000000;POLSKA;65P;2014;15.3
0000000;POLSKA;65P;2015;15.8
0000000;POLSKA;65P;2016;16.4
0000000;POLSKA;65P;2017;17.0
0000000;POLSKA;65P;2018;17.5
0000000;POLSKA;65P;2019;18.1
0200000;DOLNOŚLĄSKIE;ADR;2002;
0200000;DOLNOŚLĄSKIE;ADR;2003;18.5
0200000;DOLNOŚLĄSKIE;ADR;2004;18.7
0200000;DOLNOŚLĄSKIE;ADR;2005;18.8
0200000;DOLNOŚLĄSKIE;ADR;2006;18.8
0200000;DOLNOŚLĄSKIE;ADR;2007;18.7
0200000;DOLNOŚLĄSKIE;ADR;2008;18.6
0200000;DOLNOŚLĄSKIE;ADR;2009;18.5
0200000;DOLNOŚLĄSKIE;ADR;2010;18.4
0200000;DOLNOŚLĄSKIE;ADR;2011;18.9
0200000;DOLNOŚLĄSKIE;ADR;2012;19.8
0200000;DOLNOŚLĄSKIE;ADR;2013;20.9
0200000;DOLNOŚLĄSKIE;ADR;2014;22.0
0200000;DOLNOŚLĄSKIE;ADR;2015;23.2
0200000;DOLNOŚLĄSKIE;ADR;2016;24.6
0200000;DOLNOŚLĄSKIE;ADR;2017;26.0
0200000;DOLNOŚLĄSKIE;ADR;2018;27.4
0200000;DOLNOŚLĄSKIE;ADR;2019;28.7
0200000;DOLNOŚLĄSKIE;65P;2002;
0200000;DOLNOŚLĄSKIE;65P;2003;
0200000;DOLNOŚLĄSKIE;65P;2004;
0200000;DOLNOŚLĄSKIE;65P;2005;
0200000;DOLNOŚLĄSKIE;65P;2006;
0200000;DOLNOŚLĄSKIE;65P;2007;
0200000;DOLNOŚLĄSKIE;65P;2008;
0200000;DOLNOŚLĄSKIE;65P;2009;
0200000;DOLNOŚLĄSKIE;65P;2010;13.3
0200000;DOLNOŚLĄSKIE;65P;2011;13.7
0200000;DOLNOŚLĄSKIE;65P;2012;14.2
0200000;DOLNOŚLĄSKIE;65P;2013;14.8
0200000;DOLNOŚLĄSKIE;65P;2014;15.5
0200000;DOLNOŚLĄSKIE;65P;2015;16.2
0200000;DOLNOŚLĄSKIE;65P;2016;17.0
0200000;DOLNOŚLĄSKIE;65P;2017;17.7
0200000;DOLNOŚLĄSKIE;65P;2018;18.4
0200000;DOLNOŚLĄSKIE;65P;2019;19.0
0201000;bolesławiecki;ADR;2002;
0201000;bolesławiecki;ADR;2003;16.7
0201000;bolesławiecki;ADR;2004;16.8
0201000;bolesławiecki;ADR;2005;17.0
0201000;bolesławiecki;ADR;2006;17.2
0201000;bolesławiecki;ADR;2007;17.2
0201000;bolesławiecki;ADR;2008;17.1
0201000;bolesławiecki;ADR;2009;17.1
0201000;bolesławiecki;ADR;2010;16.8
0201000;bolesławiecki;ADR;2011;17.2
0201000;bolesławiecki;ADR;2012;18.0
0201000;bolesławiecki;ADR;2013;19.0
0201000;bolesławiecki;ADR;2014;20.0
0201000;bolesławiecki;ADR;2015;21.2
0201000;bolesławiecki;ADR;2016;22.5
0201000;bolesławiecki;ADR;2017;23.8
0201000;bolesławiecki;ADR;2018;25.1
0201000;bolesławiecki;ADR;2019;26.2
0201000;bolesławiecki;65P;2002;
0201000;bolesławiecki;65P;2003;
0201000;bolesławiecki;65P;2004;
0201000;bolesławiecki;65P;2005;
0201000;bolesławiecki;65P;2006;
0201000;bolesławiecki;65P;2007;
0201000;bolesławiecki;65P;2008;
0201000;bolesławiecki;65P;2009;
0201000;bolesławiecki;65P;2010;12.2
0201000;bolesławiecki;65P;2011;12.4
0201000;bolesławiecki;65P;2012;13.0
0201000;bolesławiecki;65P;2013;13.6
0201000;bolesławiecki;65P;2014;14.2
0201000;bolesławiecki;65P;2015;14.9
0201000;bolesławiecki;65P;2016;15.7
0201000;bolesławiecki;65P;2017;16.4
0201000;bolesławiecki;65P;2018;17.1
0201000;bolesławiecki;65P;2019;17.7
0202000;dzierżoniowski;ADR;2002;
0202000;dzierżoniowski;ADR;2003;21.6
0202000;dzierżoniowski;ADR;2004;21.8
0202000;dzierżoniowski;ADR;2005;21.7
0202000;dzierżoniowski;ADR;2006;21.7
0202000;dzierżoniowski;ADR;2007;21.5
0202000;dzierżoniowski;ADR;2008;21.3
0202000;dzierżoniowski;ADR;2009;21.1
0202000;dzierżoniowski;ADR;2010;20.8
0202000;dzierżoniowski;ADR;2011;21.2
0202000;dzierżoniowski;ADR;2012;22.0
0202000;dzierżoniowski;ADR;2013;22.8
0202000;dzierżoniowski;ADR;2014;24.0
0202000;dzierżoniowski;ADR;2015;25.3
0202000;dzierżoniowski;ADR;2016;26.8
0202000;dzierżoniowski;ADR;2017;28.3
0202000;dzierżoniowski;ADR;2018;29.7
0202000;dzierżoniowski;ADR;2019;31.4
0202000;dzierżoniowski;65P;2002;
0202000;dzierżoniowski;65P;2003;
0202000;dzierżoniowski;65P;2004;
0202000;dzierżoniowski;65P;2005;
0202000;dzierżoniowski;65P;2006;
0202000;dzierżoniowski;65P;2007;
0202000;dzierżoniowski;65P;2008;
0202000;dzierżoniowski;65P;2009;
0202000;dzierżoniowski;65P;2010;14.9
0202000;dzierżoniowski;65P;2011;15.2
0202000;dzierżoniowski;65P;2012;15.7
0202000;dzierżoniowski;65P;2013;16.2
0202000;dzierżoniowski;65P;2014;16.8
0202000;dzierżoniowski;65P;2015;17.6
0202000;dzierżoniowski;65P;2016;18.4
0202000;dzierżoniowski;65P;2017;19.2
0202000;dzierżoniowski;65P;2018;19.9
0202000;dzierżoniowski;65P;2019;20.8
0203000;głogowski;ADR;2002;
0203000;głogowski;ADR;2003;11.6
0203000;głogowski;ADR;2004;11.8
0203000;głogowski;ADR;2005;12.1
0203000;głogowski;ADR;2006;12.4
0203000;głogowski;ADR;2007;12.5
0203000;głogowski;ADR;2008;12.7
0203000;głogowski;ADR;2009;13.0
0203000;głogowski;ADR;2010;13.2
0203000;głogowski;ADR;2011;14.3
0203000;głogowski;ADR;2012;15.6
0203000;głogowski;ADR;2013;17.2
0203000;głogowski;ADR;2014;18.9
0203000;głogowski;ADR;2015;20.6
0203000;głogowski;ADR;2016;22.6
0203000;głogowski;ADR;2017;24.5
0203000;głogowski;ADR;2018;26.5
0203000;głogowski;ADR;2019;28.3
0203000;głogowski;65P;2002;
0203000;głogowski;65P;2003;
0203000;głogowski;65P;2004;
0203000;głogowski;65P;2005;
0203000;głogowski;65P;2006;
0203000;głogowski;65P;2007;
0203000;głogowski;65P;2008;
0203000;głogowski;65P;2009;
0203000;głogowski;65P;2010;9.8
0203000;głogowski;65P;2011;10.6
0203000;głogowski;65P;2012;11.4
0203000;głogowski;65P;2013;12.4
0203000;głogowski;65P;2014;13.4
0203000;głogowski;65P;2015;14.5
0203000;głogowski;65P;2016;15.6
0203000;głogowski;65P;2017;16.6
0203000;głogowski;65P;2018;17.7
0203000;głogowski;65P;2019;18.7
0204000;górowski;ADR;2002;
0204000;górowski;ADR;2003;18.0
0204000;górowski;ADR;2004;17.8
0204000;górowski;ADR;2005;17.7
0204000;górowski;ADR;2006;17.6
0204000;górowski;ADR;2007;17.3
0204000;górowski;ADR;2008;17.3
0204000;górowski;ADR;2009;17.1
0204000;górowski;ADR;2010;16.9
0204000;górowski;ADR;2011;17.3
0204000;górowski;ADR;2012;17.9
0204000;górowski;ADR;2013;18.7
0204000;górowski;ADR;2014;19.9
0204000;górowski;ADR;2015;20.7
0204000;górowski;ADR;2016;21.9
0204000;górowski;ADR;2017;22.9
0204000;górowski;ADR;2018;24.1
0204000;górowski;ADR;2019;25.2
0204000;górowski;65P;2002;
0204000;górowski;65P;2003;
0204000;górowski;65P;2004;
0204000;górowski;65P;2005;
0204000;górowski;65P;2006;
0204000;górowski;65P;2007;
0204000;górowski;65P;2008;
0204000;górowski;65P;2009;
0204000;górowski;65P;2010;12.0
0204000;górowski;65P;2011;12.3
0204000;górowski;65P;2012;12.7
0204000;górowski;65P;2013;13.2
0204000;górowski;65P;2014;13.9
0204000;górowski;65P;2015;14.4
0204000;górowski;65P;2016;15.2
0204000;górowski;65P;2017;15.8
0204000;górowski;65P;2018;16.5
0204000;górowski;65P;2019;17.1
0205000;jaworski;ADR;2002;
0205000;jaworski;ADR;2003;18.2
0205000;jaworski;ADR;2004;18.3
0205000;jaworski;ADR;2005;18.3
0205000;jaworski;ADR;2006;17.9
0205000;jaworski;ADR;2007;17.7
0205000;jaworski;ADR;2008;17.5
0205000;jaworski;ADR;2009;17.3
0205000;jaworski;ADR;2010;17.1
0205000;jaworski;ADR;2011;17.6
0205000;jaworski;ADR;2012;18.4
0205000;jaworski;ADR;2013;19.5
0205000;jaworski;ADR;2014;20.6
0205000;jaworski;ADR;2015;21.7
0205000;jaworski;ADR;2016;23.1
0205000;jaworski;ADR;2017;24.3
0205000;jaworski;ADR;2018;25.9
0205000;jaworski;ADR;2019;27.3
0205000;jaworski;65P;2002;
0205000;jaworski;65P;2003;
0205000;jaworski;65P;2004;
0205000;jaworski;65P;2005;
0205000;jaworski;65P;2006;
0205000;jaworski;65P;2007;
0205000;jaworski;65P;2008;
0205000;jaworski;65P;2009;
0205000;jaworski;65P;2010;12.5
0205000;jaworski;65P;2011;12.8
0205000;jaworski;65P;2012;13.4
0205000;jaworski;65P;2013;14.0
0205000;jaworski;65P;2014;14.7
0205000;jaworski;65P;2015;15.4
0205000;jaworski;65P;2016;16.1
0205000;jaworski;65P;2017;16.8
0205000;jaworski;65P;2018;17.7
0205000;jaworski;65P;2019;18.5
0206000;jeleniogórski;ADR;2002;
0206000;jeleniogórski;ADR;2003;18.7
0206000;jeleniogórski;ADR;2004;18.7
0206000;jeleniogórski;ADR;2005;18.5
0206000;jeleniogórski;ADR;2006;18.4
0206000;jeleniogórski;ADR;2007;18.0
0206000;jeleniogórski;ADR;2008;17.5
0206000;jeleniogórski;ADR;2009;17.1
0206000;jeleniogórski;ADR;2010;16.9
0206000;jeleniogórski;ADR;2011;17.4
0206000;jeleniogórski;ADR;2012;18.1
0206000;jeleniogórski;ADR;2013;19.1
0206000;jeleniogórski;ADR;2014;20.2
0206000;jeleniogórski;ADR;2015;21.5
0206000;jeleniogórski;ADR;2016;23.0
0206000;jeleniogórski;ADR;2017;24.6
0206000;jeleniogórski;ADR;2018;26.1
0206000;jeleniogórski;ADR;2019;27.7
0206000;jeleniogórski;65P;2002;
0206000;jeleniogórski;65P;2003;
0206000;jeleniogórski;65P;2004;
0206000;jeleniogórski;65P;2005;
0206000;jeleniogórski;65P;2006;
0206000;jeleniogórski;65P;2007;
0206000;jeleniogórski;65P;2008;
0206000;jeleniogórski;65P;2009;
0206000;jeleniogórski;65P;2010;12.5
0206000;jeleniogórski;65P;2011;12.8
0206000;jeleniogórski;65P;2012;13.3
0206000;jeleniogórski;65P;2013;13.9
0206000;jeleniogórski;65P;2014;14.6
0206000;jeleniogórski;65P;2015;15.4
0206000;jeleniogórski;65P;2016;16.3
0206000;jeleniogórski;65P;2017;17.2
0206000;jeleniogórski;65P;2018;18.0
0206000;jeleniogórski;65P;2019;18.9
0207000;kamiennogórski;ADR;2002;
0207000;kamiennogórski;ADR;2003;19.6
0207000;kamiennogórski;ADR;2004;19.7
0207000;kamiennogórski;ADR;2005;19.8
0207000;kamiennogórski;ADR;2006;19.8
0207000;kamiennogórski;ADR;2007;19.5
0207000;kamiennogórski;ADR;2008;19.3
0207000;kamiennogórski;ADR;2009;18.9
0207000;kamiennogórski;ADR;2010;18.7
0207000;kamiennogórski;ADR;2011;19.1
0207000;kamiennogórski;ADR;2012;19.9
0207000;kamiennogórski;ADR;2013;20.8
0207000;kamiennogórski;ADR;2014;21.9
0207000;kamiennogórski;ADR;2015;23.0
0207000;kamiennogórski;ADR;2016;24.2
0207000;kamiennogórski;ADR;2017;25.7
0207000;kamiennogórski;ADR;2018;26.9
0207000;kamiennogórski;ADR;2019;28.2
0207000;kamiennogórski;65P;2002;
0207000;kamiennogórski;65P;2003;
0207000;kamiennogórski;65P;2004;
0207000;kamiennogórski;65P;2005;
0207000;kamiennogórski;65P;2006;
0207000;kamiennogórski;65P;2007;
0207000;kamiennogórski;65P;2008;
0207000;kamiennogórski;65P;2009;
0207000;kamiennogórski;65P;2010;13.4
0207000;kamiennogórski;65P;2011;13.7
0207000;kamiennogórski;65P;2012;14.2
0207000;kamiennogórski;65P;2013;14.8
0207000;kamiennogórski;65P;2014;15.4
0207000;kamiennogórski;65P;2015;16.1
0207000;kamiennogórski;65P;2016;16.8
0207000;kamiennogórski;65P;2017;17.7
0207000;kamiennogórski;65P;2018;18.4
0207000;kamiennogórski;65P;2019;19.1
0208000;kłodzki;ADR;2002;
0208000;kłodzki;ADR;2003;20.1
0208000;kłodzki;ADR;2004;20.3
0208000;kłodzki;ADR;2005;20.5
0208000;kłodzki;ADR;2006;20.5
0208000;kłodzki;ADR;2007;20.3
0208000;kłodzki;ADR;2008;20.1
0208000;kłodzki;ADR;2009;20.0
0208000;kłodzki;ADR;2010;19.7
0208000;kłodzki;ADR;2011;20.2
0208000;kłodzki;ADR;2012;21.2
0208000;kłodzki;ADR;2013;22.4
0208000;kłodzki;ADR;2014;23.7
0208000;kłodzki;ADR;2015;25.1
0208000;kłodzki;ADR;2016;26.6
0208000;kłodzki;ADR;2017;28.2
0208000;kłodzki;ADR;2018;29.7
0208000;kłodzki;ADR;2019;31.2
0208000;kłodzki;65P;2002;
0208000;kłodzki;65P;2003;
0208000;kłodzki;65P;2004;
0208000;kłodzki;65P;2005;
0208000;kłodzki;65P;2006;
0208000;kłodzki;65P;2007;
0208000;kłodzki;65P;2008;
0208000;kłodzki;65P;2009;
0208000;kłodzki;65P;2010;14.3
0208000;kłodzki;65P;2011;14.6
0208000;kłodzki;65P;2012;15.2
0208000;kłodzki;65P;2013;15.9
0208000;kłodzki;65P;2014;16.7
0208000;kłodzki;65P;2015;17.5
0208000;kłodzki;65P;2016;18.4
0208000;kłodzki;65P;2017;19.2
0208000;kłodzki;65P;2018;19.9
0208000;kłodzki;65P;2019;20.7
0209000;legnicki;ADR;2002;
0209000;legnicki;ADR;2003;18.3
0209000;legnicki;ADR;2004;18.2
0209000;legnicki;ADR;2005;17.9
0209000;legnicki;ADR;2006;17.9
0209000;legnicki;ADR;2007;17.7
0209000;legnicki;ADR;2008;17.4
0209000;legnicki;ADR;2009;17.3
0209000;legnicki;ADR;2010;16.7
0209000;legnicki;ADR;2011;16.9
0209000;legnicki;ADR;2012;17.5
0209000;legnicki;ADR;2013;18.2
0209000;legnicki;ADR;2014;19.0
0209000;legnicki;ADR;2015;20.0
0209000;legnicki;ADR;2016;21.1
0209000;legnicki;ADR;2017;22.2
0209000;legnicki;ADR;2018;23.6
0209000;legnicki;ADR;2019;24.8
0209000;legnicki;65P;2002;
0209000;legnicki;65P;2003;
0209000;legnicki;65P;2004;
0209000;legnicki;65P;2005;
0209000;legnicki;65P;2006;
0209000;legnicki;65P;2007;
0209000;legnicki;65P;2008;
0209000;legnicki;65P;2009;
0209000;legnicki;65P;2010;12.2
0209000;legnicki;65P;2011;12.3
0209000;legnicki;65P;2012;12.7
0209000;legnicki;65P;2013;13.1
0209000;legnicki;65P;2014;13.6
0209000;legnicki;65P;2015;14.2
0209000;legnicki;65P;2016;14.8
0209000;legnicki;65P;2017;15.5
0209000;legnicki;65P;2018;16.2
0209000;legnicki;65P;2019;16.9
0210000;lubański;ADR;2002;
0210000;lubański;ADR;2003;18.8
0210000;lubański;ADR;2004;18.8
0210000;lubański;ADR;2005;18.6
0210000;lubański;ADR;2006;18.4
0210000;lubański;ADR;2007;18.2
0210000;lubański;ADR;2008;17.9
0210000;lubański;ADR;2009;17.5
0210000;lubański;ADR;2010;17.3
0210000;lubański;ADR;2011;17.6
0210000;lubański;ADR;2012;18.3
0210000;lubański;ADR;2013;19.5
0210000;lubański;ADR;2014;20.7
0210000;lubański;ADR;2015;22.4
0210000;lubański;ADR;2016;24.0
0210000;lubański;ADR;2017;25.5
0210000;lubański;ADR;2018;26.8
0210000;lubański;ADR;2019;28.3
0210000;lubański;65P;2002;
0210000;lubański;65P;2003;
0210000;lubański;65P;2004;
0210000;lubański;65P;2005;
0210000;lubański;65P;2006;
0210000;lubański;65P;2007;
0210000;lubański;65P;2008;
0210000;lubański;65P;2009;
0210000;lubański;65P;2010;12.6
0210000;lubański;65P;2011;12.8
0210000;lubański;65P;2012;13.3
0210000;lubański;65P;2013;14.1
0210000;lubański;65P;2014;14.8
0210000;lubański;65P;2015;15.8
0210000;lubański;65P;2016;16.7
0210000;lubański;65P;2017;17.6
0210000;lubański;65P;2018;18.3
0210000;lubański;65P;2019;19.2
0211000;lubiński;ADR;2002;
0211000;lubiński;ADR;2003;12.7
0211000;lubiński;ADR;2004;13.2
0211000;lubiński;ADR;2005;13.7
0211000;lubiński;ADR;2006;14.0
0211000;lubiński;ADR;2007;14.4
0211000;lubiński;ADR;2008;14.7
0211000;lubiński;ADR;2009;15.2
0211000;lubiński;ADR;2010;15.6
0211000;lubiński;ADR;2011;16.7
0211000;lubiński;ADR;2012;18.0
0211000;lubiński;ADR;2013;19.7
0211000;lubiński;ADR;2014;21.4
0211000;lubiński;ADR;2015;23.2
0211000;lubiński;ADR;2016;25.0
0211000;lubiński;ADR;2017;26.8
0211000;lubiński;ADR;2018;28.7
0211000;lubiński;ADR;2019;30.4
0211000;lubiński;65P;2002;
0211000;lubiński;65P;2003;
0211000;lubiński;65P;2004;
0211000;lubiński;65P;2005;
0211000;lubiński;65P;2006;
0211000;lubiński;65P;2007;
0211000;lubiński;65P;2008;
0211000;lubiński;65P;2009;
0211000;lubiński;65P;2010;11.5
0211000;lubiński;65P;2011;12.3
0211000;lubiński;65P;2012;13.1
0211000;lubiński;65P;2013;14.1
0211000;lubiński;65P;2014;15.1
0211000;lubiński;65P;2015;16.1
0211000;lubiński;65P;2016;17.1
0211000;lubiński;65P;2017;18.0
0211000;lubiński;65P;2018;19.0
0211000;lubiński;65P;2019;19.8
0212000;lwówecki;ADR;2002;
0212000;lwówecki;ADR;2003;19.3
0212000;lwówecki;ADR;2004;19.0
0212000;lwówecki;ADR;2005;18.8
0212000;lwówecki;ADR;2006;18.6
0212000;lwówecki;ADR;2007;18.2
0212000;lwówecki;ADR;2008;17.6
0212000;lwówecki;ADR;2009;17.3
0212000;lwówecki;ADR;2010;17.1
0212000;lwówecki;ADR;2011;17.2
0212000;lwówecki;ADR;2012;17.8
0212000;lwówecki;ADR;2013;18.8
0212000;lwówecki;ADR;2014;19.9
0212000;lwówecki;ADR;2015;21.0
0212000;lwówecki;ADR;2016;22.5
0212000;lwówecki;ADR;2017;23.9
0212000;lwówecki;ADR;2018;25.4
0212000;lwówecki;ADR;2019;26.8
0212000;lwówecki;65P;2002;
0212000;lwówecki;65P;2003;
0212000;lwówecki;65P;2004;
0212000;lwówecki;65P;2005;
0212000;lwówecki;65P;2006;
0212000;lwówecki;65P;2007;
0212000;lwówecki;65P;2008;
0212000;lwówecki;65P;2009;
0212000;lwówecki;65P;2010;12.5
0212000;lwówecki;65P;2011;12.6
0212000;lwówecki;65P;2012;13.0
0212000;lwówecki;65P;2013;13.6
0212000;lwówecki;65P;2014;14.4
0212000;lwówecki;65P;2015;15.0
0212000;lwówecki;65P;2016;15.9
0212000;lwówecki;65P;2017;16.7
0212000;lwówecki;65P;2018;17.5
0212000;lwówecki;65P;2019;18.3
0213000;milicki;ADR;2002;
0213000;milicki;ADR;2003;16.2
0213000;milicki;ADR;2004;16.2
0213000;milicki;ADR;2005;16.1
0213000;milicki;ADR;2006;16.2
0213000;milicki;ADR;2007;16.1
0213000;milicki;ADR;2008;16.1
0213000;milicki;ADR;2009;15.8
0213000;milicki;ADR;2010;16.1
0213000;milicki;ADR;2011;16.8
0213000;milicki;ADR;2012;17.6
0213000;milicki;ADR;2013;18.7
0213000;milicki;ADR;2014;20.2
0213000;milicki;ADR;2015;21.1
0213000;milicki;ADR;2016;22.3
0213000;milicki;ADR;2017;23.8
0213000;milicki;ADR;2018;25.1
0213000;milicki;ADR;2019;26.3
0213000;milicki;65P;2002;
0213000;milicki;65P;2003;
0213000;milicki;65P;2004;
0213000;milicki;65P;2005;
0213000;milicki;65P;2006;
0213000;milicki;65P;2007;
0213000;milicki;65P;2008;
0213000;milicki;65P;2009;
0213000;milicki;65P;2010;11.6
0213000;milicki;65P;2011;12.0
0213000;milicki;65P;2012;12.5
0213000;milicki;65P;2013;13.2
0213000;milicki;65P;2014;14.0
0213000;milicki;65P;2015;14.6
0213000;milicki;65P;2016;15.3
0213000;milicki;65P;2017;16.1
0213000;milicki;65P;2018;16.8
0213000;milicki;65P;2019;17.4
0214000;oleśnicki;ADR;2002;
0214000;oleśnicki;ADR;2003;15.7
0214000;oleśnicki;ADR;2004;15.9
0214000;oleśnicki;ADR;2005;15.9
0214000;oleśnicki;ADR;2006;16.0
0214000;oleśnicki;ADR;2007;16.0
0214000;oleśnicki;ADR;2008;16.1
0214000;oleśnicki;ADR;2009;15.9
0214000;oleśnicki;ADR;2010;16.1
0214000;oleśnicki;ADR;2011;16.8
0214000;oleśnicki;ADR;2012;17.6
0214000;oleśnicki;ADR;2013;18.8
0214000;oleśnicki;ADR;2014;19.8
0214000;oleśnicki;ADR;2015;20.8
0214000;oleśnicki;ADR;2016;22.0
0214000;oleśnicki;ADR;2017;23.2
0214000;oleśnicki;ADR;2018;24.4
0214000;oleśnicki;ADR;2019;25.5
0214000;oleśnicki;65P;2002;
0214000;oleśnicki;65P;2003;
0214000;oleśnicki;65P;2004;
0214000;oleśnicki;65P;2005;
0214000;oleśnicki;65P;2006;
0214000;oleśnicki;65P;2007;
0214000;oleśnicki;65P;2008;
0214000;oleśnicki;65P;2009;
0214000;oleśnicki;65P;2010;11.7
0214000;oleśnicki;65P;2011;12.2
0214000;oleśnicki;65P;2012;12.7
0214000;oleśnicki;65P;2013;13.4
0214000;oleśnicki;65P;2014;14.0
0214000;oleśnicki;65P;2015;14.6
0214000;oleśnicki;65P;2016;15.2
0214000;oleśnicki;65P;2017;15.9
0214000;oleśnicki;65P;2018;16.5
0214000;oleśnicki;65P;2019;17.1
0215000;oławski;ADR;2002;
0215000;oławski;ADR;2003;14.6
0215000;oławski;ADR;2004;14.8
0215000;oławski;ADR;2005;15.0
0215000;oławski;ADR;2006;15.3
0215000;oławski;ADR;2007;15.4
0215000;oławski;ADR;2008;15.5
0215000;oławski;ADR;2009;15.7
0215000;oławski;ADR;2010;15.6
0215000;oławski;ADR;2011;16.2
0215000;oławski;ADR;2012;17.2
0215000;oławski;ADR;2013;18.5
0215000;oławski;ADR;2014;19.9
0215000;oławski;ADR;2015;21.4
0215000;oławski;ADR;2016;22.7
0215000;oławski;ADR;2017;24.1
0215000;oławski;ADR;2018;25.6
0215000;oławski;ADR;2019;27.0
0215000;oławski;65P;2002;
0215000;oławski;65P;2003;
0215000;oławski;65P;2004;
0215000;oławski;65P;2005;
0215000;oławski;65P;2006;
0215000;oławski;65P;2007;
0215000;oławski;65P;2008;
0215000;oławski;65P;2009;
0215000;oławski;65P;2010;11.4
0215000;oławski;65P;2011;11.8
0215000;oławski;65P;2012;12.4
0215000;oławski;65P;2013;13.2
0215000;oławski;65P;2014;14.1
0215000;oławski;65P;2015;14.9
0215000;oławski;65P;2016;15.6
0215000;oławski;65P;2017;16.4
0215000;oławski;65P;2018;17.2
0215000;oławski;65P;2019;17.9
0216000;polkowicki;ADR;2002;
0216000;polkowicki;ADR;2003;13.6
0216000;polkowicki;ADR;2004;13.6
0216000;polkowicki;ADR;2005;13.7
0216000;polkowicki;ADR;2006;13.8
0216000;polkowicki;ADR;2007;13.8
0216000;polkowicki;ADR;2008;13.8
0216000;polkowicki;ADR;2009;13.8
0216000;polkowicki;ADR;2010;13.9
0216000;polkowicki;ADR;2011;14.6
0216000;polkowicki;ADR;2012;15.5
0216000;polkowicki;ADR;2013;16.6
0216000;polkowicki;ADR;2014;17.6
0216000;polkowicki;ADR;2015;18.6
0216000;polkowicki;ADR;2016;19.6
0216000;polkowicki;ADR;2017;20.7
0216000;polkowicki;ADR;2018;21.5
0216000;polkowicki;ADR;2019;22.5
0216000;polkowicki;65P;2002;
0216000;polkowicki;65P;2003;
0216000;polkowicki;65P;2004;
0216000;polkowicki;65P;2005;
0216000;polkowicki;65P;2006;
0216000;polkowicki;65P;2007;
0216000;polkowicki;65P;2008;
0216000;polkowicki;65P;2009;
0216000;polkowicki;65P;2010;10.1
0216000;polkowicki;65P;2011;10.6
0216000;polkowicki;65P;2012;11.3
0216000;polkowicki;65P;2013;11.9
0216000;polkowicki;65P;2014;12.6
0216000;polkowicki;65P;2015;13.2
0216000;polkowicki;65P;2016;13.8
0216000;polkowicki;65P;2017;14.4
0216000;polkowicki;65P;2018;14.8
0216000;polkowicki;65P;2019;15.4
0217000;strzeliński;ADR;2002;
0217000;strzeliński;ADR;2003;20.1
0217000;strzeliński;ADR;2004;19.9
0217000;strzeliński;ADR;2005;19.8
0217000;strzeliński;ADR;2006;19.6
0217000;strzeliński;ADR;2007;19.4
0217000;strzeliński;ADR;2008;19.0
0217000;strzeliński;ADR;2009;18.7
0217000;strzeliński;ADR;2010;18.2
0217000;strzeliński;ADR;2011;18.5
0217000;strzeliński;ADR;2012;19.1
0217000;strzeliński;ADR;2013;19.9
0217000;strzeliński;ADR;2014;20.9
0217000;strzeliński;ADR;2015;21.8
0217000;strzeliński;ADR;2016;22.9
0217000;strzeliński;ADR;2017;24.0
0217000;strzeliński;ADR;2018;25.1
0217000;strzeliński;ADR;2019;26.4
0217000;strzeliński;65P;2002;
0217000;strzeliński;65P;2003;
0217000;strzeliński;65P;2004;
0217000;strzeliński;65P;2005;
0217000;strzeliński;65P;2006;
0217000;strzeliński;65P;2007;
0217000;strzeliński;65P;2008;
0217000;strzeliński;65P;2009;
0217000;strzeliński;65P;2010;13.1
0217000;strzeliński;65P;2011;13.3
0217000;strzeliński;65P;2012;13.7
0217000;strzeliński;65P;2013;14.2
0217000;strzeliński;65P;2014;14.8
0217000;strzeliński;65P;2015;15.3
0217000;strzeliński;65P;2016;16.0
0217000;strzeliński;65P;2017;16.5
0217000;strzeliński;65P;2018;17.1
0217000;strzeliński;65P;2019;17.8
0218000;średzki;ADR;2002;
0218000;średzki;ADR;2003;18.0
0218000;średzki;ADR;2004;17.8
0218000;średzki;ADR;2005;17.8
0218000;średzki;ADR;2006;17.4
0218000;średzki;ADR;2007;17.0
0218000;średzki;ADR;2008;16.5
0218000;średzki;ADR;2009;16.1
0218000;średzki;ADR;2010;15.7
0218000;średzki;ADR;2011;15.9
0218000;średzki;ADR;2012;16.2
