Kod;Nazwa;Item;Year;Value
1820000;tarnobrzeski;ADR;2018;24.0
1820000;tarnobrzeski;ADR;2019;25.1
1820000;tarnobrzeski;65P;2002;
1820000;tarnobrzeski;65P;2003;
1820000;tarnobrzeski;65P;2004;
1820000;tarnobrzeski;65P;2005;
1820000;tarnobrzeski;65P;2006;
1820000;tarnobrzeski;65P;2007;
1820000;tarnobrzeski;65P;2008;
1820000;tarnobrzeski;65P;2009;
1820000;tarnobrzeski;65P;2010;12.6
1820000;tarnobrzeski;65P;2011;13.0
1820000;tarnobrzeski;65P;2012;13.5
1820000;tarnobrzeski;65P;2013;13.9
1820000;tarnobrzeski;65P;2014;14.4
1820000;tarnobrzeski;65P;2015;15.0
1820000;tarnobrzeski;65P;2016;15.5
1820000;tarnobrzeski;65P;2017;16.1
1820000;tarnobrzeski;65P;2018;16.7
1820000;tarnobrzeski;65P;2019;17.3
1821000;leski;ADR;2002;
1821000;leski;ADR;2003;17.2
1821000;leski;ADR;2004;17.5
1821000;leski;ADR;2005;17.8
1821000;leski;ADR;2006;18.3
1821000;leski;ADR;2007;18.2
1821000;leski;ADR;2008;18.1
1821000;leski;ADR;2009;18.1
1821000;leski;ADR;2010;18.2
1821000;leski;ADR;2011;18.6
1821000;leski;ADR;2012;19.2
1821000;leski;ADR;2013;20.1
1821000;leski;ADR;2014;21.2
1821000;leski;ADR;2015;21.9
1821000;leski;ADR;2016;22.9
1821000;leski;ADR;2017;23.8
1821000;leski;ADR;2018;25.1
1821000;leski;ADR;2019;26.2
1821000;leski;65P;2002;
1821000;leski;65P;2003;
1821000;leski;65P;2004;
1821000;leski;65P;2005;
1821000;leski;65P;2006;
1821000;leski;65P;2007;
1821000;leski;65P;2008;
1821000;leski;65P;2009;
1821000;leski;65P;2010;13.0
1821000;leski;65P;2011;13.3
1821000;leski;65P;2012;13.7
1821000;leski;65P;2013;14.3
1821000;leski;65P;2014;14.9
1821000;leski;65P;2015;15.4
1821000;leski;65P;2016;16.0
1821000;leski;65P;2017;16.5
1821000;leski;65P;2018;17.2
1821000;leski;65P;2019;17.9
1861000;m.Krosno;ADR;2002;
1861000;m.Krosno;ADR;2003;16.1
1861000;m.Krosno;ADR;2004;16.6
1861000;m.Krosno;ADR;2005;17.2
1861000;m.Krosno;ADR;2006;17.5
1861000;m.Krosno;ADR;2007;17.8
1861000;m.Krosno;ADR;2008;18.0
1861000;m.Krosno;ADR;2009;18.5
1861000;m.Krosno;ADR;2010;19.0
1861000;m.Krosno;ADR;2011;19.9
1861000;m.Krosno;ADR;2012;21.0
1861000;m.Krosno;ADR;2013;22.4
1861000;m.Krosno;ADR;2014;23.8
1861000;m.Krosno;ADR;2015;25.2
1861000;m.Krosno;ADR;2016;27.0
1861000;m.Krosno;ADR;2017;28.7
1861000;m.Krosno;ADR;2018;30.5
1861000;m.Krosno;ADR;2019;31.9
1861000;m.Krosno;65P;2002;
1861000;m.Krosno;65P;2003;
1861000;m.Krosno;65P;2004;
1861000;m.Krosno;65P;2005;
1861000;m.Krosno;65P;2006;
1861000;m.Krosno;65P;2007;
1861000;m.Krosno;65P;2008;
1861000;m.Krosno;65P;2009;
1861000;m.Krosno;65P;2010;13.7
1861000;m.Krosno;65P;2011;14.3
1861000;m.Krosno;65P;2012;15.0
1861000;m.Krosno;65P;2013;15.7
1861000;m.Krosno;65P;2014;16.6
1861000;m.Krosno;65P;2015;17.4
1861000;m.Krosno;65P;2016;18.4
1861000;m.Krosno;65P;2017;19.3
1861000;m.Krosno;65P;2018;20.2
1861000;m.Krosno;65P;2019;20.9
1862000;m.Przemyśl;ADR;2002;
1862000;m.Przemyśl;ADR;2003;18.0
1862000;m.Przemyśl;ADR;2004;18.1
1862000;m.Przemyśl;ADR;2005;18.8
1862000;m.Przemyśl;ADR;2006;19.1
1862000;m.Przemyśl;ADR;2007;19.2
1862000;m.Przemyśl;ADR;2008;19.4
1862000;m.Przemyśl;ADR;2009;19.9
1862000;m.Przemyśl;ADR;2010;20.5
1862000;m.Przemyśl;ADR;2011;21.2
1862000;m.Przemyśl;ADR;2012;22.4
1862000;m.Przemyśl;ADR;2013;23.5
1862000;m.Przemyśl;ADR;2014;24.5
1862000;m.Przemyśl;ADR;2015;25.5
1862000;m.Przemyśl;ADR;2016;26.7
1862000;m.Przemyśl;ADR;2017;27.9
1862000;m.Przemyśl;ADR;2018;29.5
1862000;m.Przemyśl;ADR;2019;31.3
1862000;m.Przemyśl;65P;2002;
1862000;m.Przemyśl;65P;2003;
1862000;m.Przemyśl;65P;2004;
1862000;m.Przemyśl;65P;2005;
1862000;m.Przemyśl;65P;2006;
1862000;m.Przemyśl;65P;2007;
1862000;m.Przemyśl;65P;2008;
1862000;m.Przemyśl;65P;2009;
1862000;m.Przemyśl;65P;2010;14.6
1862000;m.Przemyśl;65P;2011;15.1
1862000;m.Przemyśl;65P;2012;15.8
1862000;m.Przemyśl;65P;2013;16.4
1862000;m.Przemyśl;65P;2014;17.0
1862000;m.Przemyśl;65P;2015;17.6
1862000;m.Przemyśl;65P;2016;18.3
1862000;m.Przemyśl;65P;2017;18.9
1862000;m.Przemyśl;65P;2018;19.7
1862000;m.Przemyśl;65P;2019;20.6
1863000;m.Rzeszów;ADR;2002;
1863000;m.Rzeszów;ADR;2003;15.7
1863000;m.Rzeszów;ADR;2004;16.1
1863000;m.Rzeszów;ADR;2005;16.6
1863000;m.Rzeszów;ADR;2006;17.0
1863000;m.Rzeszów;ADR;2007;17.2
1863000;m.Rzeszów;ADR;2008;17.4
1863000;m.Rzeszów;ADR;2009;17.7
1863000;m.Rzeszów;ADR;2010;17.8
1863000;m.Rzeszów;ADR;2011;18.3
1863000;m.Rzeszów;ADR;2012;19.0
1863000;m.Rzeszów;ADR;2013;19.8
1863000;m.Rzeszów;ADR;2014;20.6
1863000;m.Rzeszów;ADR;2015;21.5
1863000;m.Rzeszów;ADR;2016;22.5
1863000;m.Rzeszów;ADR;2017;23.7
1863000;m.Rzeszów;ADR;2018;24.9
1863000;m.Rzeszów;ADR;2019;26.0
1863000;m.Rzeszów;65P;2002;
1863000;m.Rzeszów;65P;2003;
1863000;m.Rzeszów;65P;2004;
1863000;m.Rzeszów;65P;2005;
1863000;m.Rzeszów;65P;2006;
1863000;m.Rzeszów;65P;2007;
1863000;m.Rzeszów;65P;2008;
1863000;m.Rzeszów;65P;2009;
1863000;m.Rzeszów;65P;2010;13.0
1863000;m.Rzeszów;65P;2011;13.3
1863000;m.Rzeszów;65P;2012;13.7
1863000;m.Rzeszów;65P;2013;14.1
1863000;m.Rzeszów;65P;2014;14.6
1863000;m.Rzeszów;65P;2015;15.1
1863000;m.Rzeszów;65P;2016;15.6
1863000;m.Rzeszów;65P;2017;16.2
1863000;m.Rzeszów;65P;2018;16.8
1863000;m.Rzeszów;65P;2019;17.3
1864000;m.Tarnobrzeg;ADR;2002;
1864000;m.Tarnobrzeg;ADR;2003;13.5
1864000;m.Tarnobrzeg;ADR;2004;14.0
1864000;m.Tarnobrzeg;ADR;2005;14.7
1864000;m.Tarnobrzeg;ADR;2006;15.3
1864000;m.Tarnobrzeg;ADR;2007;15.9
1864000;m.Tarnobrzeg;ADR;2008;16.4
1864000;m.Tarnobrzeg;ADR;2009;17.1
1864000;m.Tarnobrzeg;ADR;2010;18.0
1864000;m.Tarnobrzeg;ADR;2011;19.3
1864000;m.Tarnobrzeg;ADR;2012;20.6
1864000;m.Tarnobrzeg;ADR;2013;22.0
1864000;m.Tarnobrzeg;ADR;2014;23.6
1864000;m.Tarnobrzeg;ADR;2015;24.9
1864000;m.Tarnobrzeg;ADR;2016;26.2
1864000;m.Tarnobrzeg;ADR;2017;27.8
1864000;m.Tarnobrzeg;ADR;2018;29.5
1864000;m.Tarnobrzeg;ADR;2019;30.9
1864000;m.Tarnobrzeg;65P;2002;
1864000;m.Tarnobrzeg;65P;2003;
1864000;m.Tarnobrzeg;65P;2004;
1864000;m.Tarnobrzeg;65P;2005;
1864000;m.Tarnobrzeg;65P;2006;
1864000;m.Tarnobrzeg;65P;2007;
1864000;m.Tarnobrzeg;65P;2008;
1864000;m.Tarnobrzeg;65P;2009;
1864000;m.Tarnobrzeg;65P;2010;13.1
1864000;m.Tarnobrzeg;65P;2011;13.9
1864000;m.Tarnobrzeg;65P;2012;14.7
1864000;m.Tarnobrzeg;65P;2013;15.6
1864000;m.Tarnobrzeg;65P;2014;16.6
1864000;m.Tarnobrzeg;65P;2015;17.3
1864000;m.Tarnobrzeg;65P;2016;18.1
1864000;m.Tarnobrzeg;65P;2017;19.0
1864000;m.Tarnobrzeg;65P;2018;19.9
1864000;m.Tarnobrzeg;65P;2019;20.6
2000000;PODLASKIE;ADR;2002;
2000000;PODLASKIE;ADR;2003;21.0
2000000;PODLASKIE;ADR;2004;21.0
2000000;PODLASKIE;ADR;2005;21.1
2000000;PODLASKIE;ADR;2006;21.1
2000000;PODLASKIE;ADR;2007;21.1
2000000;PODLASKIE;ADR;2008;21.1
2000000;PODLASKIE;ADR;2009;21.0
2000000;PODLASKIE;ADR;2010;20.8
2000000;PODLASKIE;ADR;2011;20.9
2000000;PODLASKIE;ADR;2012;21.3
2000000;PODLASKIE;ADR;2013;21.9
2000000;PODLASKIE;ADR;2014;22.5
2000000;PODLASKIE;ADR;2015;23.1
2000000;PODLASKIE;ADR;2016;23.8
2000000;PODLASKIE;ADR;2017;24.6
2000000;PODLASKIE;ADR;2018;25.4
2000000;PODLASKIE;ADR;2019;26.3
2000000;PODLASKIE;65P;2002;
2000000;PODLASKIE;65P;2003;
2000000;PODLASKIE;65P;2004;
2000000;PODLASKIE;65P;2005;
2000000;PODLASKIE;65P;2006;
2000000;PODLASKIE;65P;2007;
2000000;PODLASKIE;65P;2008;
2000000;PODLASKIE;65P;2009;
2000000;PODLASKIE;65P;2010;14.6
2000000;PODLASKIE;65P;2011;14.7
2000000;PODLASKIE;65P;2012;15.0
2000000;PODLASKIE;65P;2013;15.3
2000000;PODLASKIE;65P;2014;15.7
2000000;PODLASKIE;65P;2015;16.1
2000000;PODLASKIE;65P;2016;16.5
2000000;PODLASKIE;65P;2017;16.9
2000000;PODLASKIE;65P;2018;17.3
2000000;PODLASKIE;65P;2019;17.8
2001000;augustowski;ADR;2002;
2001000;augustowski;ADR;2003;22.0
2001000;augustowski;ADR;2004;22.1
2001000;augustowski;ADR;2005;22.2
2001000;augustowski;ADR;2006;22.2
2001000;augustowski;ADR;2007;21.9
2001000;augustowski;ADR;2008;21.7
2001000;augustowski;ADR;2009;21.4
2001000;augustowski;ADR;2010;21.1
2001000;augustowski;ADR;2011;21.4
2001000;augustowski;ADR;2012;21.7
2001000;augustowski;ADR;2013;22.2
2001000;augustowski;ADR;2014;23.0
2001000;augustowski;ADR;2015;23.6
2001000;augustowski;ADR;2016;24.1
2001000;augustowski;ADR;2017;24.8
2001000;augustowski;ADR;2018;25.4
2001000;augustowski;ADR;2019;26.3
2001000;augustowski;65P;2002;
2001000;augustowski;65P;2003;
2001000;augustowski;65P;2004;
2001000;augustowski;65P;2005;
2001000;augustowski;65P;2006;
2001000;augustowski;65P;2007;
2001000;augustowski;65P;2008;
2001000;augustowski;65P;2009;
2001000;augustowski;65P;2010;14.7
2001000;augustowski;65P;2011;14.9
2001000;augustowski;65P;2012;15.1
2001000;augustowski;65P;2013;15.4
2001000;augustowski;65P;2014;15.9
2001000;augustowski;65P;2015;16.3
2001000;augustowski;65P;2016;16.6
2001000;augustowski;65P;2017;17.0
2001000;augustowski;65P;2018;17.4
2001000;augustowski;65P;2019;17.8
2002000;białostocki;ADR;2002;
2002000;białostocki;ADR;2003;22.3
2002000;białostocki;ADR;2004;22.1
2002000;białostocki;ADR;2005;21.8
2002000;białostocki;ADR;2006;21.5
2002000;białostocki;ADR;2007;21.2
2002000;białostocki;ADR;2008;21.0
2002000;białostocki;ADR;2009;20.6
2002000;białostocki;ADR;2010;20.5
2002000;białostocki;ADR;2011;20.4
2002000;białostocki;ADR;2012;20.6
2002000;białostocki;ADR;2013;20.9
2002000;białostocki;ADR;2014;21.4
2002000;białostocki;ADR;2015;21.9
2002000;białostocki;ADR;2016;22.5
2002000;białostocki;ADR;2017;23.0
2002000;białostocki;ADR;2018;23.5
2002000;białostocki;ADR;2019;24.3
2002000;białostocki;65P;2002;
2002000;białostocki;65P;2003;
2002000;białostocki;65P;2004;
2002000;białostocki;65P;2005;
2002000;białostocki;65P;2006;
2002000;białostocki;65P;2007;
2002000;białostocki;65P;2008;
2002000;białostocki;65P;2009;
2002000;białostocki;65P;2010;14.4
2002000;białostocki;65P;2011;14.4
2002000;białostocki;65P;2012;14.5
2002000;białostocki;65P;2013;14.7
2002000;białostocki;65P;2014;15.0
2002000;białostocki;65P;2015;15.3
2002000;białostocki;65P;2016;15.6
2002000;białostocki;65P;2017;15.9
2002000;białostocki;65P;2018;16.1
2002000;białostocki;65P;2019;16.5
2003000;bielski;ADR;2002;
2003000;bielski;ADR;2003;30.1
2003000;bielski;ADR;2004;30.1
2003000;bielski;ADR;2005;30.1
2003000;bielski;ADR;2006;30.5
2003000;bielski;ADR;2007;30.6
2003000;bielski;ADR;2008;30.6
2003000;bielski;ADR;2009;30.6
2003000;bielski;ADR;2010;29.9
2003000;bielski;ADR;2011;30.1
2003000;bielski;ADR;2012;30.2
2003000;bielski;ADR;2013;30.6
2003000;bielski;ADR;2014;31.0
2003000;bielski;ADR;2015;31.2
2003000;bielski;ADR;2016;31.9
2003000;bielski;ADR;2017;32.2
2003000;bielski;ADR;2018;32.6
2003000;bielski;ADR;2019;33.2
2003000;bielski;65P;2002;
2003000;bielski;65P;2003;
2003000;bielski;65P;2004;
2003000;bielski;65P;2005;
2003000;bielski;65P;2006;
2003000;bielski;65P;2007;
2003000;bielski;65P;2008;
2003000;bielski;65P;2009;
2003000;bielski;65P;2010;19.9
2003000;bielski;65P;2011;20.0
2003000;bielski;65P;2012;20.1
2003000;bielski;65P;2013;20.3
2003000;bielski;65P;2014;20.5
2003000;bielski;65P;2015;20.6
2003000;bielski;65P;2016;20.9
2003000;bielski;65P;2017;21.1
2003000;bielski;65P;2018;21.3
2003000;bielski;65P;2019;21.5
2004000;grajewski;ADR;2002;
2004000;grajewski;ADR;2003;18.6
2004000;grajewski;ADR;2004;18.6
2004000;grajewski;ADR;2005;18.5
2004000;grajewski;ADR;2006;18.5
2004000;grajewski;ADR;2007;18.5
2004000;grajewski;ADR;2008;18.4
2004000;grajewski;ADR;2009;18.3
2004000;grajewski;ADR;2010;18.1
2004000;grajewski;ADR;2011;18.4
2004000;grajewski;ADR;2012;18.7
2004000;grajewski;ADR;2013;19.5
2004000;grajewski;ADR;2014;20.2
2004000;grajewski;ADR;2015;20.8
2004000;grajewski;ADR;2016;21.6
2004000;grajewski;ADR;2017;22.3
2004000;grajewski;ADR;2018;23.1
2004000;grajewski;ADR;2019;24.2
2004000;grajewski;65P;2002;
2004000;grajewski;65P;2003;
2004000;grajewski;65P;2004;
2004000;grajewski;65P;2005;
2004000;grajewski;65P;2006;
2004000;grajewski;65P;2007;
2004000;grajewski;65P;2008;
2004000;grajewski;65P;2009;
2004000;grajewski;65P;2010;12.8
2004000;grajewski;65P;2011;13.0
2004000;grajewski;65P;2012;13.3
2004000;grajewski;65P;2013;13.8
2004000;grajewski;65P;2014;14.2
2004000;grajewski;65P;2015;14.6
2004000;grajewski;65P;2016;15.1
2004000;grajewski;65P;2017;15.5
2004000;grajewski;65P;2018;16.0
2004000;grajewski;65P;2019;16.6
2005000;hajnowski;ADR;2002;
2005000;hajnowski;ADR;2003;31.8
2005000;hajnowski;ADR;2004;32.0
2005000;hajnowski;ADR;2005;32.3
2005000;hajnowski;ADR;2006;32.7
2005000;hajnowski;ADR;2007;32.7
2005000;hajnowski;ADR;2008;32.9
2005000;hajnowski;ADR;2009;33.1
2005000;hajnowski;ADR;2010;31.8
2005000;hajnowski;ADR;2011;31.8
2005000;hajnowski;ADR;2012;32.3
2005000;hajnowski;ADR;2013;32.9
2005000;hajnowski;ADR;2014;33.6
2005000;hajnowski;ADR;2015;34.0
2005000;hajnowski;ADR;2016;34.9
2005000;hajnowski;ADR;2017;35.7
2005000;hajnowski;ADR;2018;36.7
2005000;hajnowski;ADR;2019;38.0
2005000;hajnowski;65P;2002;
2005000;hajnowski;65P;2003;
2005000;hajnowski;65P;2004;
2005000;hajnowski;65P;2005;
2005000;hajnowski;65P;2006;
2005000;hajnowski;65P;2007;
2005000;hajnowski;65P;2008;
2005000;hajnowski;65P;2009;
2005000;hajnowski;65P;2010;21.3
2005000;hajnowski;65P;2011;21.4
2005000;hajnowski;65P;2012;21.6
2005000;hajnowski;65P;2013;21.9
2005000;hajnowski;65P;2014;22.3
2005000;hajnowski;65P;2015;22.5
2005000;hajnowski;65P;2016;22.9
2005000;hajnowski;65P;2017;23.2
2005000;hajnowski;65P;2018;23.6
2005000;hajnowski;65P;2019;24.3
2006000;kolneński;ADR;2002;
2006000;kolneński;ADR;2003;21.2
2006000;kolneński;ADR;2004;21.2
2006000;kolneński;ADR;2005;21.0
2006000;kolneński;ADR;2006;20.9
2006000;kolneński;ADR;2007;21.0
2006000;kolneński;ADR;2008;20.8
2006000;kolneński;ADR;2009;20.5
2006000;kolneński;ADR;2010;19.9
2006000;kolneński;ADR;2011;19.9
2006000;kolneński;ADR;2012;20.0
2006000;kolneński;ADR;2013;20.1
2006000;kolneński;ADR;2014;20.6
2006000;kolneński;ADR;2015;20.9
2006000;kolneński;ADR;2016;21.3
2006000;kolneński;ADR;2017;21.7
2006000;kolneński;ADR;2018;22.0
2006000;kolneński;ADR;2019;22.6
2006000;kolneński;65P;2002;
2006000;kolneński;65P;2003;
2006000;kolneński;65P;2004;
2006000;kolneński;65P;2005;
2006000;kolneński;65P;2006;
2006000;kolneński;65P;2007;
2006000;kolneński;65P;2008;
2006000;kolneński;65P;2009;
2006000;kolneński;65P;2010;13.7
2006000;kolneński;65P;2011;13.8
2006000;kolneński;65P;2012;13.9
2006000;kolneński;65P;2013;14.1
2006000;kolneński;65P;2014;14.4
2006000;kolneński;65P;2015;14.6
2006000;kolneński;65P;2016;14.9
2006000;kolneński;65P;2017;15.1
2006000;kolneński;65P;2018;15.3
2006000;kolneński;65P;2019;15.7
2007000;łomżyński;ADR;2002;
2007000;łomżyński;ADR;2003;25.5
2007000;łomżyński;ADR;2004;25.1
2007000;łomżyński;ADR;2005;24.4
2007000;łomżyński;ADR;2006;23.9
2007000;łomżyński;ADR;2007;23.5
2007000;łomżyński;ADR;2008;23.0
2007000;łomżyński;ADR;2009;22.5
2007000;łomżyński;ADR;2010;21.4
2007000;łomżyński;ADR;2011;21.1
2007000;łomżyński;ADR;2012;20.9
2007000;łomżyński;ADR;2013;21.2
2007000;łomżyński;ADR;2014;21.2
2007000;łomżyński;ADR;2015;21.5
2007000;łomżyński;ADR;2016;21.6
2007000;łomżyński;ADR;2017;21.8
2007000;łomżyński;ADR;2018;22.3
2007000;łomżyński;ADR;2019;22.8
2007000;łomżyński;65P;2002;
2007000;łomżyński;65P;2003;
2007000;łomżyński;65P;2004;
2007000;łomżyński;65P;2005;
2007000;łomżyński;65P;2006;
2007000;łomżyński;65P;2007;
2007000;łomżyński;65P;2008;
2007000;łomżyński;65P;2009;
2007000;łomżyński;65P;2010;14.6
2007000;łomżyński;65P;2011;14.5
2007000;łomżyński;65P;2012;14.4
2007000;łomżyński;65P;2013;14.7
2007000;łomżyński;65P;2014;14.7
2007000;łomżyński;65P;2015;14.9
2007000;łomżyński;65P;2016;15.0
2007000;łomżyński;65P;2017;15.2
2007000;łomżyński;65P;2018;15.4
2007000;łomżyński;65P;2019;15.7
2008000;moniecki;ADR;2002;
2008000;moniecki;ADR;2003;25.6
2008000;moniecki;ADR;2004;25.4
2008000;moniecki;ADR;2005;25.2
2008000;moniecki;ADR;2006;24.9
2008000;moniecki;ADR;2007;24.5
2008000;moniecki;ADR;2008;24.4
2008000;moniecki;ADR;2009;24.0
2008000;moniecki;ADR;2010;23.5
2008000;moniecki;ADR;2011;23.3
2008000;moniecki;ADR;2012;23.5
2008000;moniecki;ADR;2013;23.6
2008000;moniecki;ADR;2014;23.9
2008000;moniecki;ADR;2015;24.3
2008000;moniecki;ADR;2016;24.9
2008000;moniecki;ADR;2017;25.7
2008000;moniecki;ADR;2018;26.2
2008000;moniecki;ADR;2019;26.7
2008000;moniecki;65P;2002;
2008000;moniecki;65P;2003;
2008000;moniecki;65P;2004;
2008000;moniecki;65P;2005;
2008000;moniecki;65P;2006;
2008000;moniecki;65P;2007;
2008000;moniecki;65P;2008;
2008000;moniecki;65P;2009;
2008000;moniecki;65P;2010;16.1
2008000;moniecki;65P;2011;16.1
2008000;moniecki;65P;2012;16.3
2008000;moniecki;65P;2013;16.4
2008000;moniecki;65P;2014;16.6
2008000;moniecki;65P;2015;16.9
2008000;moniecki;65P;2016;17.3
2008000;moniecki;65P;2017;17.7
2008000;moniecki;65P;2018;18.0
2008000;moniecki;65P;2019;18.3
2009000;sejneński;ADR;2002;
2009000;sejneński;ADR;2003;24.2
2009000;sejneński;ADR;2004;24.3
2009000;sejneński;ADR;2005;24.5
2009000;sejneński;ADR;2006;24.1
2009000;sejneński;ADR;2007;24.2
2009000;sejneński;ADR;2008;24.0
2009000;sejneński;ADR;2009;23.7
2009000;sejneński;ADR;2010;23.1
2009000;sejneński;ADR;2011;23.0
2009000;sejneński;ADR;2012;23.2
2009000;sejneński;ADR;2013;24.0
2009000;sejneński;ADR;2014;24.5
2009000;sejneński;ADR;2015;25.1
2009000;sejneński;ADR;2016;25.7
2009000;sejneński;ADR;2017;26.5
2009000;sejneński;ADR;2018;27.5
2009000;sejneński;ADR;2019;28.6
2009000;sejneński;65P;2002;
2009000;sejneński;65P;2003;
2009000;sejneński;65P;2004;
2009000;sejneński;65P;2005;
2009000;sejneński;65P;2006;
2009000;sejneński;65P;2007;
2009000;sejneński;65P;2008;
2009000;sejneński;65P;2009;
2009000;sejneński;65P;2010;15.9
2009000;sejneński;65P;2011;15.9
2009000;sejneński;65P;2012;16.1
2009000;sejneński;65P;2013;16.6
2009000;sejneński;65P;2014;16.9
2009000;sejneński;65P;2015;17.3
2009000;sejneński;65P;2016;17.7
2009000;sejneński;65P;2017;18.1
2009000;sejneński;65P;2018;18.6
2009000;sejneński;65P;2019;19.2
2010000;siemiatycki;ADR;2002;
2010000;siemiatycki;ADR;2003;28.8
2010000;siemiatycki;ADR;2004;29.0
2010000;siemiatycki;ADR;2005;28.8
2010000;siemiatycki;ADR;2006;28.8
2010000;siemiatycki;ADR;2007;28.5
2010000;siemiatycki;ADR;2008;28.3
2010000;siemiatycki;ADR;2009;28.1
2010000;siemiatycki;ADR;2010;27.3
2010000;siemiatycki;ADR;2011;27.1
2010000;siemiatycki;ADR;2012;27.2
2010000;siemiatycki;ADR;2013;27.7
2010000;siemiatycki;ADR;2014;27.9
2010000;siemiatycki;ADR;2015;28.2
2010000;siemiatycki;ADR;2016;28.8
2010000;siemiatycki;ADR;2017;29.4
2010000;siemiatycki;ADR;2018;29.9
2010000;siemiatycki;ADR;2019;30.8
2010000;siemiatycki;65P;2002;
2010000;siemiatycki;65P;2003;
2010000;siemiatycki;65P;2004;
2010000;siemiatycki;65P;2005;
2010000;siemiatycki;65P;2006;
2010000;siemiatycki;65P;2007;
2010000;siemiatycki;65P;2008;
2010000;siemiatycki;65P;2009;
2010000;siemiatycki;65P;2010;18.3
2010000;siemiatycki;65P;2011;18.3
2010000;siemiatycki;65P;2012;18.5
2010000;siemiatycki;65P;2013;18.8
2010000;siemiatycki;65P;2014;19.0
2010000;siemiatycki;65P;2015;19.2
2010000;siemiatycki;65P;2016;19.5
2010000;siemiatycki;65P;2017;19.9
2010000;siemiatycki;65P;2018;20.2
2010000;siemiatycki;65P;2019;20.7
2011000;sokólski;ADR;2002;
2011000;sokólski;ADR;2003;25.8
2011000;sokólski;ADR;2004;25.8
2011000;sokólski;ADR;2005;25.5
2011000;sokólski;ADR;2006;25.4
2011000;sokólski;ADR;2007;25.2
2011000;sokólski;ADR;2008;25.1
2011000;sokólski;ADR;2009;24.9
2011000;sokólski;ADR;2010;24.0
2011000;sokólski;ADR;2011;24.1
2011000;sokólski;ADR;2012;24.3
2011000;sokólski;ADR;2013;24.9
2011000;sokólski;ADR;2014;25.3
2011000;sokólski;ADR;2015;25.9
2011000;sokólski;ADR;2016;26.3
2011000;sokólski;ADR;2017;26.7
2011000;sokólski;ADR;2018;27.3
2011000;sokólski;ADR;2019;28.3
2011000;sokólski;65P;2002;
2011000;sokólski;65P;2003;
2011000;sokólski;65P;2004;
2011000;sokólski;65P;2005;
2011000;sokólski;65P;2006;
2011000;sokólski;65P;2007;
2011000;sokólski;65P;2008;
2011000;sokólski;65P;2009;
2011000;sokólski;65P;2010;16.5
2011000;sokólski;65P;2011;16.6
2011000;sokólski;65P;2012;16.8
2011000;sokólski;65P;2013;17.2
2011000;sokólski;65P;2014;17.4
2011000;sokólski;65P;2015;17.7
2011000;sokólski;65P;2016;18.0
2011000;sokólski;65P;2017;18.3
2011000;sokólski;65P;2018;18.6
2011000;sokólski;65P;2019;19.1
2012000;suwalski;ADR;2002;
2012000;suwalski;ADR;2003;23.4
2012000;suwalski;ADR;2004;23.3
2012000;suwalski;ADR;2005;23.5
2012000;suwalski;ADR;2006;23.1
2012000;suwalski;ADR;2007;22.7
2012000;suwalski;ADR;2008;22.2
2012000;suwalski;ADR;2009;21.4
2012000;suwalski;ADR;2010;20.4
2012000;suwalski;ADR;2011;20.4
2012000;suwalski;ADR;2012;20.8
2012000;suwalski;ADR;2013;21.3
2012000;suwalski;ADR;2014;21.6
2012000;suwalski;ADR;2015;21.9
2012000;suwalski;ADR;2016;22.3
2012000;suwalski;ADR;2017;22.5
2012000;suwalski;ADR;2018;23.1
2012000;suwalski;ADR;2019;23.8
2012000;suwalski;65P;2002;
2012000;suwalski;65P;2003;
2012000;suwalski;65P;2004;
2012000;suwalski;65P;2005;
2012000;suwalski;65P;2006;
2012000;suwalski;65P;2007;
2012000;suwalski;65P;2008;
2012000;suwalski;65P;2009;
2012000;suwalski;65P;2010;13.9
2012000;suwalski;65P;2011;14.0
2012000;suwalski;65P;2012;14.3
2012000;suwalski;65P;2013;14.7
2012000;suwalski;65P;2014;14.9
2012000;suwalski;65P;2015;15.1
2012000;suwalski;65P;2016;15.3
2012000;suwalski;65P;2017;15.4
2012000;suwalski;65P;2018;15.8
2012000;suwalski;65P;2019;16.2
2013000;wysokomazowiecki;ADR;2002;
2013000;wysokomazowiecki;ADR;2003;25.9
2013000;wysokomazowiecki;ADR;2004;25.6
2013000;wysokomazowiecki;ADR;2005;25.3
2013000;wysokomazowiecki;ADR;2006;25.0
2013000;wysokomazowiecki;ADR;2007;24.8
2013000;wysokomazowiecki;ADR;2008;24.5
2013000;wysokomazowiecki;ADR;2009;24.2
2013000;wysokomazowiecki;ADR;2010;23.7
2013000;wysokomazowiecki;ADR;2011;23.5
2013000;wysokomazowiecki;ADR;2012;23.7
2013000;wysokomazowiecki;ADR;2013;24.0
2013000;wysokomazowiecki;ADR;2014;24.5
2013000;wysokomazowiecki;ADR;2015;25.0
2013000;wysokomazowiecki;ADR;2016;25.6
2013000;wysokomazowiecki;ADR;2017;26.2
2013000;wysokomazowiecki;ADR;2018;26.9
2013000;wysokomazowiecki;ADR;2019;27.6
2013000;wysokomazowiecki;65P;2002;
2013000;wysokomazowiecki;65P;2003;
2013000;wysokomazowiecki;65P;2004;
2013000;wysokomazowiecki;65P;2005;
2013000;wysokomazowiecki;65P;2006;
2013000;wysokomazowiecki;65P;2007;
2013000;wysokomazowiecki;65P;2008;
2013000;wysokomazowiecki;65P;2009;
